dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,grammar_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_text,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
古文単語_単語Deck3_難関大・東大向け_300,CJ-000610,610,単語Deck3_難関大・東大向け,語彙,重要形容詞,をこがまし,おこがまし,おこがまし,形容詞,品詞=形容詞,CJ-000610-C02,meaning,重要語義2,をこがまし,差し出がましい,差し出がましい｜生意気だ,身の程を越えて、出しゃばっている。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000611,611,単語Deck3_難関大・東大向け,語彙,重要形容詞,あつし,あつし,篤し,形容詞,品詞=形容詞,CJ-000611-C01,meaning,重要語義1,あつし,病気が重い,病気が重い｜重病だ｜重態だ,病状が深刻であることを表す。,なし,なし,なし,現代語の「暑い・熱い」,古文単語としては「病気が重い」が重要。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000612,612,単語Deck3_難関大・東大向け,語彙,重要形容詞,いとはし,いとわし,なし,形容詞,品詞=形容詞,CJ-000612-C01,meaning,重要語義1,いとはし,嫌だ,嫌だ｜いとわしい｜不快だ,関わりたくないほど好ましくない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000613,613,単語Deck3_難関大・東大向け,語彙,重要形容詞,かぎりなし,かぎりなし,なし,形容詞,品詞=形容詞,CJ-000613-C01,meaning,重要語義1,かぎりなし,この上ない,この上ない｜限りがない｜非常だ,程度に限界がなく、最高である。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000614,614,単語Deck3_難関大・東大向け,語彙,重要形容詞,きよし,きよし,なし,形容詞,品詞=形容詞,CJ-000614-C01,meaning,重要語義1,きよし,清らかだ,清らかだ｜汚れがない,心身や場所が清潔で、汚れがない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000614,614,単語Deck3_難関大・東大向け,語彙,重要形容詞,きよし,きよし,なし,形容詞,品詞=形容詞,CJ-000614-C02,meaning,重要語義2,きよし,美しい,美しい｜立派だ,見た目が清らかで、整っている。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000615,615,単語Deck3_難関大・東大向け,語彙,重要形容詞,けだかし,けだかし,なし,形容詞,品詞=形容詞,CJ-000615-C01,meaning,重要語義1,けだかし,高貴だ,高貴だ｜品格がある｜上品だ,身分や雰囲気が高く、気品がある。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000616,616,単語Deck3_難関大・東大向け,語彙,重要形容詞,こころうし,こころうし,なし,形容詞,品詞=形容詞,CJ-000616-C01,meaning,重要語義1,こころうし,つらい,つらい｜情けない｜不愉快だ,心に苦しく、不快に感じる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000617,617,単語Deck3_難関大・東大向け,語彙,重要形容詞,なさけなし,なさけなし,なし,形容詞,品詞=形容詞,CJ-000617-C01,meaning,重要語義1,なさけなし,思いやりがない,思いやりがない｜薄情だ,相手への同情や愛情がない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000617,617,単語Deck3_難関大・東大向け,語彙,重要形容詞,なさけなし,なさけなし,なし,形容詞,品詞=形容詞,CJ-000617-C02,meaning,重要語義2,なさけなし,風情がない,風情がない｜趣を解さない,情趣や美しさを理解しない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000618,618,単語Deck3_難関大・東大向け,語彙,重要形容詞,はえばえし,はえばえし,なし,形容詞,品詞=形容詞,CJ-000618-C01,meaning,重要語義1,はえばえし,華やかだ,華やかだ｜見栄えがする｜晴れやかだ,人目を引くほど明るく立派である。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000619,619,単語Deck3_難関大・東大向け,語彙,重要形容動詞,あえかなり,あえかなり,なし,形容動詞,品詞=形容動詞,CJ-000619-C01,meaning,重要語義1,あえかなり,弱々しい,弱々しい｜かよわい｜はかなげだ,姿や声などが繊細で、頼りない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000620,620,単語Deck3_難関大・東大向け,語彙,重要形容動詞,かたほなり,かたほなり,なし,形容動詞,品詞=形容動詞,CJ-000620-C01,meaning,重要語義1,かたほなり,不完全だ,不完全だ｜未熟だ｜欠点がある,必要な部分がそろわず、十分でない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000621,621,単語Deck3_難関大・東大向け,語彙,重要形容動詞,せちなり,せちなり,なし,形容動詞,品詞=形容動詞,CJ-000621-C01,meaning,重要語義1,せちなり,切実だ,切実だ｜ひたむきだ｜熱心だ,思いや願いが非常に強く、真剣である。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000621,621,単語Deck3_難関大・東大向け,語彙,重要形容動詞,せちなり,せちなり,なし,形容動詞,品詞=形容動詞,CJ-000621-C02,meaning,重要語義2,せちなり,差し迫っている,差し迫っている｜急だ,事情が迫り、余裕がない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000622,622,単語Deck3_難関大・東大向け,語彙,重要形容動詞,なめげなり,なめげなり,なし,形容動詞,品詞=形容動詞,CJ-000622-C01,meaning,重要語義1,なめげなり,無礼だ,無礼だ｜失礼だ｜なれなれしい,相手を軽んじ、礼儀に欠けている。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000623,623,単語Deck3_難関大・東大向け,語彙,重要形容動詞,はつかなり,はつかなり,なし,形容動詞,品詞=形容動詞,CJ-000623-C01,meaning,重要語義1,はつかなり,わずかだ,わずかだ｜ほんの少しだ,程度や量がごく少ない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000623,623,単語Deck3_難関大・東大向け,語彙,重要形容動詞,はつかなり,はつかなり,なし,形容動詞,品詞=形容動詞,CJ-000623-C02,meaning,重要語義2,はつかなり,かすかだ,かすかだ｜ほのかだ,はっきりせず、わずかに感じられる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000624,624,単語Deck3_難関大・東大向け,語彙,重要動詞,あり,あり,なし,動詞,品詞=動詞,CJ-000624-C01,meaning,重要語義1,あり,存在する,存在する｜いる｜ある,人や物がその場所・状態に存在する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000624,624,単語Deck3_難関大・東大向け,語彙,重要動詞,あり,あり,なし,動詞,品詞=動詞,CJ-000624-C02,meaning,重要語義2,あり,生きている,生きている｜存命である,命を保っている。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000624,624,単語Deck3_難関大・東大向け,語彙,重要動詞,あり,あり,なし,動詞,品詞=動詞,CJ-000624-C03,meaning,重要語義3,あり,暮らす,暮らす｜過ごす,ある状態で生活する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000625,625,単語Deck3_難関大・東大向け,語彙,重要動詞,おもひやる,おもいやる,おもいやる｜思ひ遣る,動詞,品詞=動詞,CJ-000625-C01,meaning,重要語義1,おもひやる,想像する,想像する｜思いを巡らす,離れた場所や人の状態を心に思い描く。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000625,625,単語Deck3_難関大・東大向け,語彙,重要動詞,おもひやる,おもいやる,おもいやる｜思ひ遣る,動詞,品詞=動詞,CJ-000625-C02,meaning,重要語義2,おもひやる,気遣う,気遣う｜思いやる,相手の立場や気持ちを考える。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000626,626,単語Deck3_難関大・東大向け,語彙,重要動詞,かまふ,かまう,かまう｜構ふ,動詞,品詞=動詞,CJ-000626-C01,meaning,重要語義1,かまふ,準備する,準備する｜設ける｜作る,必要な物や場所を整える。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000626,626,単語Deck3_難関大・東大向け,語彙,重要動詞,かまふ,かまう,かまう｜構ふ,動詞,品詞=動詞,CJ-000626-C02,meaning,重要語義2,かまふ,気にかける,気にかける｜世話をする,相手や物事に注意を向ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000626,626,単語Deck3_難関大・東大向け,語彙,重要動詞,かまふ,かまう,かまう｜構ふ,動詞,品詞=動詞,CJ-000626-C03,meaning,重要語義3,かまふ,関係する,関係する｜かかわる,物事に関与する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000627,627,単語Deck3_難関大・東大向け,語彙,重要動詞,こころゆく,こころゆく,なし,動詞,品詞=動詞,CJ-000627-C01,meaning,重要語義1,こころゆく,満足する,満足する｜気が晴れる｜納得する,心に十分かなって、満たされる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000628,628,単語Deck3_難関大・東大向け,語彙,重要動詞,ことわる,ことわる,なし,動詞,品詞=動詞,CJ-000628-C01,meaning,重要語義1,ことわる,説明する,説明する｜理由を述べる,事情や道理を明らかに述べる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000628,628,単語Deck3_難関大・東大向け,語彙,重要動詞,ことわる,ことわる,なし,動詞,品詞=動詞,CJ-000628-C02,meaning,重要語義2,ことわる,判断する,判断する｜道理をわきまえる,物事の筋道を考えて決める。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000629,629,単語Deck3_難関大・東大向け,語彙,重要動詞,ためらふ,ためらう,ためらう,動詞,品詞=動詞,CJ-000629-C01,meaning,重要語義1,ためらふ,心を静める,心を静める｜気持ちを落ち着ける,乱れた心を抑え、落ち着かせる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000629,629,単語Deck3_難関大・東大向け,語彙,重要動詞,ためらふ,ためらう,ためらう,動詞,品詞=動詞,CJ-000629-C02,meaning,重要語義2,ためらふ,養生する,養生する｜休む｜病気を治す,身体を休め、健康を回復させる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000630,630,単語Deck3_難関大・東大向け,語彙,重要動詞,ちぎる,ちぎる,契る,動詞,品詞=動詞,CJ-000630-C01,meaning,重要語義1,ちぎる,約束する,約束する｜契りを結ぶ,将来について固く取り決める。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000630,630,単語Deck3_難関大・東大向け,語彙,重要動詞,ちぎる,ちぎる,契る,動詞,品詞=動詞,CJ-000630-C02,meaning,重要語義2,ちぎる,男女が結ばれる,男女が結ばれる｜夫婦の契りを結ぶ,恋愛・夫婦関係を結ぶ。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000631,631,単語Deck3_難関大・東大向け,語彙,重要動詞,ときめかす,ときめかす,なし,動詞,品詞=動詞,CJ-000631-C01,meaning,重要語義1,ときめかす,寵愛する,寵愛する｜特別にかわいがる｜引き立てる,高貴な人が特別に愛し、重んじる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,寵愛=ちょうあい
古文単語_単語Deck3_難関大・東大向け_300,CJ-000632,632,単語Deck3_難関大・東大向け,語彙,重要動詞,はしたなむ,はしたなむ,なし,動詞,品詞=動詞,CJ-000632-C01,meaning,重要語義1,はしたなむ,冷たく扱う,冷たく扱う｜困らせる,相手を無愛想・不親切に扱う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000632,632,単語Deck3_難関大・東大向け,語彙,重要動詞,はしたなむ,はしたなむ,なし,動詞,品詞=動詞,CJ-000632-C02,meaning,重要語義2,はしたなむ,きまり悪い思いをさせる,きまり悪い思いをさせる｜恥をかかせる,相手をその場に居づらくさせる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000633,633,単語Deck3_難関大・東大向け,語彙,重要動詞,みまかる,みまかる,身罷る,動詞,品詞=動詞,CJ-000633-C01,meaning,重要語義1,みまかる,死ぬ,死ぬ｜亡くなる,人がこの世から退出する意で、死亡を婉曲に表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000634,634,単語Deck3_難関大・東大向け,語彙,重要動詞,あざむく,あざむく,欺く,動詞,品詞=動詞,CJ-000634-C01,meaning,重要語義1,あざむく,だます,だます｜欺く,相手に事実でないことを信じさせる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000634,634,単語Deck3_難関大・東大向け,語彙,重要動詞,あざむく,あざむく,欺く,動詞,品詞=動詞,CJ-000634-C02,meaning,重要語義2,あざむく,見間違えるほど似る,見間違えるほど似る｜負けないほど立派だ,本物と区別しにくいほど似たり、匹敵したりする。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000635,635,単語Deck3_難関大・東大向け,語彙,重要動詞,いとなむ,いとなむ,営む,動詞,品詞=動詞,CJ-000635-C01,meaning,重要語義1,いとなむ,準備する,準備する｜用意する,必要な物事を整える。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000635,635,単語Deck3_難関大・東大向け,語彙,重要動詞,いとなむ,いとなむ,営む,動詞,品詞=動詞,CJ-000635-C02,meaning,重要語義2,いとなむ,行う,行う｜経営する｜従事する,仕事・生活・儀式などを実行する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000635,635,単語Deck3_難関大・東大向け,語彙,重要動詞,いとなむ,いとなむ,営む,動詞,品詞=動詞,CJ-000635-C03,meaning,重要語義3,いとなむ,仏事を行う,仏事を行う｜供養する,法要や宗教的な行為を行う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000636,636,単語Deck3_難関大・東大向け,語彙,重要動詞,おぼほる,おぼおる,おぼおる,動詞,品詞=動詞,CJ-000636-C01,meaning,重要語義1,おぼほる,ぼんやりする,ぼんやりする｜思い悩む,考えがまとまらず、心が乱れる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000636,636,単語Deck3_難関大・東大向け,語彙,重要動詞,おぼほる,おぼおる,おぼおる,動詞,品詞=動詞,CJ-000636-C02,meaning,重要語義2,おぼほる,おぼれる,おぼれる｜水に沈む,水に包まれ、自由を失う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000637,637,単語Deck3_難関大・東大向け,語彙,重要動詞,おもひなす,おもいなす,おもいなす｜思ひ做す,動詞,品詞=動詞,CJ-000637-C01,meaning,重要語義1,おもひなす,思い込む,思い込む｜そうだと考える,実際の事情にかかわらず、あるように判断する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000637,637,単語Deck3_難関大・東大向け,語彙,重要動詞,おもひなす,おもいなす,おもいなす｜思ひ做す,動詞,品詞=動詞,CJ-000637-C02,meaning,重要語義2,おもひなす,見立てる,見立てる｜考えなす,あるものを別のものとして解釈する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000638,638,単語Deck3_難関大・東大向け,語彙,重要動詞,やどる,やどる,なし,動詞,品詞=動詞,CJ-000638-C01,meaning,重要語義1,やどる,泊まる,泊まる｜宿を取る,旅先などで一時的に住む。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000638,638,単語Deck3_難関大・東大向け,語彙,重要動詞,やどる,やどる,なし,動詞,品詞=動詞,CJ-000638-C02,meaning,重要語義2,やどる,住む,住む｜身を置く,ある場所に居所を定める。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000638,638,単語Deck3_難関大・東大向け,語彙,重要動詞,やどる,やどる,なし,動詞,品詞=動詞,CJ-000638-C03,meaning,重要語義3,やどる,映る,映る｜宿る,光や姿が水・鏡などに映る。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000639,639,単語Deck3_難関大・東大向け,語彙,重要名詞,あかつき,あかつき,暁,名詞,品詞=名詞,CJ-000639-C01,meaning,重要語義1,あかつき,夜明け前,夜明け前｜明け方,夜が明け始める前後の早朝を指す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000640,640,単語Deck3_難関大・東大向け,語彙,重要名詞,うしろみ,うしろみ,後見,名詞,品詞=名詞,CJ-000640-C01,meaning,重要語義1,うしろみ,後見人,後見人｜世話役｜保護者,人を後ろから支え、保護・援助する人を指す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,後見人=こうけんにん
古文単語_単語Deck3_難関大・東大向け_300,CJ-000640,640,単語Deck3_難関大・東大向け,語彙,重要名詞,うしろみ,うしろみ,後見,名詞,品詞=名詞,CJ-000640-C02,meaning,重要語義2,うしろみ,後ろ盾,後ろ盾｜支援,人を支える力や援助を指す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck3_難関大・東大向け_300,CJ-000641,641,単語Deck3_難関大・東大向け,語彙,重要名詞,うれへ,うれえ,うれえ｜憂へ,名詞,品詞=名詞,CJ-000641-C01,meaning,重要語義1,うれへ,訴え,訴え｜不満の申し立て,苦しみや事情を人に訴えること。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
