dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,grammar_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_text,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000312,312,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,かひなし,かいなし,かいなし,形容詞,品詞=形容詞,CJ-000312-C02,meaning,重要語義2,かひなし,どうしようもない,どうしようもない｜無益だ,古文で「どうしようもない」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,かひ,「かひ」は効果・価値、「かひなし」は効果や価値がない。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000313,313,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,ずちなし,ずちなし,術なし,形容詞,品詞=形容詞,CJ-000313-C01,meaning,重要語義1,ずちなし,どうしようもない,どうしようもない｜方法がない,古文で「どうしようもない」を表す基本語義。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000314,314,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,くまなし,くまなし,隈なし,形容詞,品詞=形容詞,CJ-000314-C01,meaning,重要語義1,くまなし,曇りがない,曇りがない｜暗い所がない,古文で「曇りがない」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000314,314,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,くまなし,くまなし,隈なし,形容詞,品詞=形容詞,CJ-000314-C02,meaning,重要語義2,くまなし,行き届かないところがない,行き届かないところがない｜抜け目がない,古文で「行き届かないところがない」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000315,315,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,とみなり,とみなり,なし,形容動詞,品詞=形容動詞,CJ-000315-C01,meaning,重要語義1,とみなり,急だ,急だ｜突然だ,古文で「急だ」を表す基本語義。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000316,316,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,こまやかなり,こまやかなり,なし,形容動詞,品詞=形容動詞,CJ-000316-C01,meaning,重要語義1,こまやかなり,色が濃い,色が濃い｜濃厚だ,古文で「色が濃い」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,ねんごろなり,「こまやかなり」は濃さ・情愛の深さ、「ねんごろなり」は親密・丁寧。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000316,316,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,こまやかなり,こまやかなり,なし,形容動詞,品詞=形容動詞,CJ-000316-C02,meaning,重要語義2,こまやかなり,心がこもっている,心がこもっている｜情愛が深い,古文で「心がこもっている」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,ねんごろなり,「こまやかなり」は濃さ・情愛の深さ、「ねんごろなり」は親密・丁寧。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000317,317,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,たのもし,たのもし,頼もし,形容詞,品詞=形容詞,CJ-000317-C01,meaning,重要語義1,たのもし,頼りになる,頼りになる｜心強い,古文で「頼りになる」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000317,317,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,たのもし,たのもし,頼もし,形容詞,品詞=形容詞,CJ-000317-C02,meaning,重要語義2,たのもし,期待できる,期待できる｜楽しみだ,古文で「期待できる」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000318,318,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,まめやかなり,まめやかなり,なし,形容動詞,品詞=形容動詞,CJ-000318-C01,meaning,重要語義1,まめやかなり,誠実だ,誠実だ｜まじめだ,古文で「誠実だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,まめなり,どちらも誠実を表すが、「まめやかなり」は本気・真剣の意も強い。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000318,318,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,まめやかなり,まめやかなり,なし,形容動詞,品詞=形容動詞,CJ-000318-C02,meaning,重要語義2,まめやかなり,本気だ,本気だ｜真剣だ,古文で「本気だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,まめなり,どちらも誠実を表すが、「まめやかなり」は本気・真剣の意も強い。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000319,319,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,むつまじ,むつまじ,むつまし,形容詞,品詞=形容詞,CJ-000319-C01,meaning,重要語義1,むつまじ,親しい,親しい｜仲がよい,古文で「親しい」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000319,319,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,むつまじ,むつまじ,むつまし,形容詞,品詞=形容詞,CJ-000319-C02,meaning,重要語義2,むつまじ,愛情深い,愛情深い｜睦まじい,古文で「愛情深い」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000320,320,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,さやかなり,さやかなり,なし,形容動詞,品詞=形容動詞,CJ-000320-C01,meaning,重要語義1,さやかなり,はっきりしている,はっきりしている｜明瞭だ,古文で「はっきりしている」を表す基本語義。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,明瞭=めいりょう
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000321,321,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,しめやかなり,しめやかなり,なし,形容動詞,品詞=形容動詞,CJ-000321-C01,meaning,重要語義1,しめやかなり,しんみりとしている,しんみりとしている｜もの静かだ,古文で「しんみりとしている」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000321,321,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,しめやかなり,しめやかなり,なし,形容動詞,品詞=形容動詞,CJ-000321-C02,meaning,重要語義2,しめやかなり,静かだ,静かだ｜ひっそりしている,古文で「静かだ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000322,322,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,あらはなり,あらわなり,あらわなり,形容動詞,品詞=形容動詞,CJ-000322-C01,meaning,重要語義1,あらはなり,明白だ,明白だ｜はっきりしている,古文で「明白だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000322,322,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,あらはなり,あらわなり,あらわなり,形容動詞,品詞=形容動詞,CJ-000322-C02,meaning,重要語義2,あらはなり,むき出しだ,むき出しだ｜隠れていない,古文で「むき出しだ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000323,323,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,かれがれなり,かれがれなり,なし,形容動詞,品詞=形容動詞,CJ-000323-C01,meaning,重要語義1,かれがれなり,途絶えがちだ,途絶えがちだ｜来なくなりがちだ,古文で「途絶えがちだ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000323,323,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,かれがれなり,かれがれなり,なし,形容動詞,品詞=形容動詞,CJ-000323-C02,meaning,重要語義2,かれがれなり,疎遠だ,疎遠だ｜関係が薄い,古文で「疎遠だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000324,324,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,きらきらし,きらきらし,なし,形容詞,品詞=形容詞,CJ-000324-C01,meaning,重要語義1,きらきらし,きらびやかだ,きらびやかだ｜華やかだ,古文で「きらびやかだ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000324,324,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,きらきらし,きらきらし,なし,形容詞,品詞=形容詞,CJ-000324-C02,meaning,重要語義2,きらきらし,威厳がある,威厳がある｜堂々としている,古文で「威厳がある」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000325,325,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,たはやすし,たわやすし,たわやすし,形容詞,品詞=形容詞,CJ-000325-C01,meaning,重要語義1,たはやすし,たやすい,たやすい｜簡単だ,古文で「たやすい」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000325,325,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,たはやすし,たわやすし,たわやすし,形容詞,品詞=形容詞,CJ-000325-C02,meaning,重要語義2,たはやすし,軽々しい,軽々しい｜安易だ,古文で「軽々しい」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000326,326,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,ほのかなり,ほのかなり,なし,形容動詞,品詞=形容動詞,CJ-000326-C01,meaning,重要語義1,ほのかなり,かすかだ,かすかだ｜ぼんやりしている,古文で「かすかだ」を表す基本語義。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000327,327,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,よそよそし,よそよそし,なし,形容詞,品詞=形容詞,CJ-000327-C01,meaning,重要語義1,よそよそし,疎遠だ,疎遠だ｜親しくない,古文で「疎遠だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000327,327,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,よそよそし,よそよそし,なし,形容詞,品詞=形容詞,CJ-000327-C02,meaning,重要語義2,よそよそし,無関係だ,無関係だ｜自分には関係がない,古文で「無関係だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000328,328,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,いさぎよし,いさぎよし,潔し,形容詞,品詞=形容詞,CJ-000328-C01,meaning,重要語義1,いさぎよし,清らかだ,清らかだ｜汚れがない,古文で「清らかだ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000328,328,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,いさぎよし,いさぎよし,潔し,形容詞,品詞=形容詞,CJ-000328-C02,meaning,重要語義2,いさぎよし,潔白だ,潔白だ｜やましいところがない,古文で「潔白だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,潔白=けっぱく
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000329,329,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,かろし,かろし,軽し,形容詞,品詞=形容詞,CJ-000329-C01,meaning,重要語義1,かろし,軽率だ,軽率だ｜軽々しい,古文で「軽率だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000329,329,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,かろし,かろし,軽し,形容詞,品詞=形容詞,CJ-000329-C02,meaning,重要語義2,かろし,身分が低い,身分が低い｜軽い身分だ,古文で「身分が低い」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000330,330,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,こころなし,こころなし,心なし,形容詞,品詞=形容詞,CJ-000330-C01,meaning,重要語義1,こころなし,思いやりがない,思いやりがない｜無情だ,古文で「思いやりがない」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000330,330,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,こころなし,こころなし,心なし,形容詞,品詞=形容詞,CJ-000330-C02,meaning,重要語義2,こころなし,風情を解さない,風情を解さない｜情趣が分からない,古文で「風情を解さない」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000331,331,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,さかしらなり,さかしらなり,賢しらなり,形容動詞,品詞=形容動詞,CJ-000331-C01,meaning,重要語義1,さかしらなり,利口ぶっている,利口ぶっている｜知ったかぶりだ,古文で「利口ぶっている」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000331,331,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,さかしらなり,さかしらなり,賢しらなり,形容動詞,品詞=形容動詞,CJ-000331-C02,meaning,重要語義2,さかしらなり,余計なおせっかいだ,余計なおせっかいだ｜差し出がましい,古文で「余計なおせっかいだ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000332,332,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,しげし,しげし,繁し,形容詞,品詞=形容詞,CJ-000332-C01,meaning,重要語義1,しげし,多い,多い｜たくさんある,古文で「多い」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000332,332,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,しげし,しげし,繁し,形容詞,品詞=形容詞,CJ-000332-C02,meaning,重要語義2,しげし,頻繁だ,頻繁だ｜しきりだ,古文で「頻繁だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000333,333,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,すくよかなり,すくよかなり,なし,形容動詞,品詞=形容動詞,CJ-000333-C01,meaning,重要語義1,すくよかなり,しっかりしている,しっかりしている｜きちんとしている,古文で「しっかりしている」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000333,333,単語Deck2_共通テスト・受験標準,語彙,標準形容動詞,すくよかなり,すくよかなり,なし,形容動詞,品詞=形容動詞,CJ-000333-C02,meaning,重要語義2,すくよかなり,無愛想だ,無愛想だ｜堅苦しい,古文で「無愛想だ」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000334,334,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,ひとわろし,ひとわろし,人悪し,形容詞,品詞=形容詞,CJ-000334-C01,meaning,重要語義1,ひとわろし,体裁が悪い,体裁が悪い｜人聞きが悪い,古文で「体裁が悪い」を表す基本語義。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck2_共通テスト・受験標準_300,CJ-000335,335,単語Deck2_共通テスト・受験標準,語彙,標準形容詞,ものぐるほし,ものぐるおし,ものぐるおし,形容詞,品詞=形容詞,CJ-000335-C01,meaning,重要語義1,ものぐるほし,正気でない,正気でない｜狂おしい,古文で「正気でない」を表す語義。文脈に応じて他の重要語義と訳し分ける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
