dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,grammar_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_text,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
古文単語_単語Deck1_最重要古文単語_300,CJ-000007,7,単語Deck1_最重要古文単語,語彙,重要形容詞,めでたし,めでたし,なし,形容詞,品詞=形容詞,CJ-000007-C01,meaning,重要語義1,古語「めでたし」の意味は何か。,すばらしい,すばらしい｜立派だ,見事で賞賛に値することを表す。現代語の「祝うべき」に限定されない。,なし,なし,なし,現代語の「めでたい」,古文では広く「すばらしい・立派だ」。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000008,8,単語Deck1_最重要古文単語,語彙,重要形容詞,やさし,やさし,なし,形容詞,品詞=形容詞,CJ-000008-C01,meaning,重要語義1,古語「やさし」の意味は何か。,恥ずかしい,恥ずかしい｜肩身が狭い,「痩す」と関連し、身が細るほど恥ずかしい気持ちを表す。,なし,なし,なし,現代語の「優しい」,古文では「恥ずかしい」「優美だ」が重要。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000008,8,単語Deck1_最重要古文単語,語彙,重要形容詞,やさし,やさし,なし,形容詞,品詞=形容詞,CJ-000008-C02,meaning,重要語義2,古語「やさし」の意味は何か。,優美だ,優美だ｜上品だ,洗練され、上品であることを表す。,なし,なし,なし,現代語の「優しい」,古文では「恥ずかしい」「優美だ」が重要。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000009,9,単語Deck1_最重要古文単語,語彙,重要形容詞,ゆかし,ゆかし,なし,形容詞,品詞=形容詞,CJ-000009-C01,meaning,重要語義1,古語「ゆかし」の意味は何か。,見たい・聞きたい・知りたい,見たい・聞きたい・知りたい｜心が引かれる,対象へ心が行くように、好奇心や関心を抱く。,なし,なし,なし,なつかし,「ゆかし」は近づいて知りたい気持ち、「なつかし」は親しみを感じる気持ち。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000010,10,単語Deck1_最重要古文単語,語彙,重要動詞,おどろく,おどろく,なし,動詞,品詞=動詞,CJ-000010-C01,meaning,重要語義1,古語「おどろく」の意味は何か。,目を覚ます,目を覚ます｜起きる,眠りから覚める意味。現代語の「びっくりする」だけに限定しない。,なし,なし,なし,現代語の「驚く」,古文では「目を覚ます」「気づく」が頻出。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000010,10,単語Deck1_最重要古文単語,語彙,重要動詞,おどろく,おどろく,なし,動詞,品詞=動詞,CJ-000010-C02,meaning,重要語義2,古語「おどろく」の意味は何か。,気づく,気づく｜はっとする,それまで意識していなかったことに気づく。,なし,なし,なし,現代語の「驚く」,古文では「目を覚ます」「気づく」が頻出。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000011,11,単語Deck1_最重要古文単語,語彙,重要動詞,おぼゆ,おぼゆ,なし,動詞,品詞=動詞,CJ-000011-C01,meaning,重要語義1,古語「おぼゆ」の意味は何か。,自然に思われる,自然に思われる｜思われる,自発の意味を含み、意識せずそう感じられる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000011,11,単語Deck1_最重要古文単語,語彙,重要動詞,おぼゆ,おぼゆ,なし,動詞,品詞=動詞,CJ-000011-C02,meaning,重要語義2,古語「おぼゆ」の意味は何か。,似る,似る｜そっくりだ,人や物の姿が別のものに似ていることを表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000011,11,単語Deck1_最重要古文単語,語彙,重要動詞,おぼゆ,おぼゆ,なし,動詞,品詞=動詞,CJ-000011-C03,meaning,重要語義3,古語「おぼゆ」の意味は何か。,思い出される,思い出される｜思い出す,過去のことが自然に心に浮かぶ。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000012,12,単語Deck1_最重要古文単語,語彙,重要動詞,ののしる,ののしる,なし,動詞,品詞=動詞,CJ-000012-C01,meaning,重要語義1,古語「ののしる」の意味は何か。,大声で騒ぐ,大声で騒ぐ｜大声を立てる,大きな声や音で騒ぎ立てる。現代語の「悪口を言う」に限らない。,なし,なし,なし,現代語の「罵る」,古文では「大騒ぎする」「評判になる」が中心。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000012,12,単語Deck1_最重要古文単語,語彙,重要動詞,ののしる,ののしる,なし,動詞,品詞=動詞,CJ-000012-C02,meaning,重要語義2,古語「ののしる」の意味は何か。,評判になる,評判になる｜名声が高い,世間で盛んに言い立てられ、名声が広がる。,なし,なし,なし,現代語の「罵る」,古文では「大騒ぎする」「評判になる」が中心。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000013,13,単語Deck1_最重要古文単語,語彙,重要動詞,ねんず,ねんず,なし,動詞,品詞=動詞,CJ-000013-C01,meaning,重要語義1,古語「ねんず」の意味は何か。,我慢する,我慢する｜こらえる,感情や苦痛を心の中で抑える。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000013,13,単語Deck1_最重要古文単語,語彙,重要動詞,ねんず,ねんず,なし,動詞,品詞=動詞,CJ-000013-C02,meaning,重要語義2,古語「ねんず」の意味は何か。,祈る,祈る｜念じる,心を集中して神仏に願う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000014,14,単語Deck1_最重要古文単語,語彙,重要動詞,しのぶ,しのぶ,忍ぶ｜偲ぶ,動詞,品詞=動詞,CJ-000014-C01,meaning,重要語義1,古語「しのぶ」の意味は何か。,我慢する,我慢する｜こらえる,表に出したい気持ちをこらえる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000014,14,単語Deck1_最重要古文単語,語彙,重要動詞,しのぶ,しのぶ,忍ぶ｜偲ぶ,動詞,品詞=動詞,CJ-000014-C02,meaning,重要語義2,古語「しのぶ」の意味は何か。,人目を避ける,人目を避ける｜隠す,人に知られないように行動する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000014,14,単語Deck1_最重要古文単語,語彙,重要動詞,しのぶ,しのぶ,忍ぶ｜偲ぶ,動詞,品詞=動詞,CJ-000014-C03,meaning,重要語義3,古語「しのぶ」の意味は何か。,懐かしく思う,懐かしく思う｜思い慕う,「偲ぶ」の語義で、過去や離れた人を思う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000015,15,単語Deck1_最重要古文単語,語彙,重要動詞,ながむ,ながむ,なし,動詞,品詞=動詞,CJ-000015-C01,meaning,重要語義1,古語「ながむ」の意味は何か。,物思いに沈む,物思いに沈む｜ぼんやり物思いをする,長くぼんやりと物思いにふける。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000015,15,単語Deck1_最重要古文単語,語彙,重要動詞,ながむ,ながむ,なし,動詞,品詞=動詞,CJ-000015-C02,meaning,重要語義2,古語「ながむ」の意味は何か。,眺める,眺める｜見渡す,景色などを長く見つめる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000016,16,単語Deck1_最重要古文単語,語彙,重要動詞,みる,みる,なし,動詞,品詞=動詞,CJ-000016-C01,meaning,重要語義1,古語「みる」の意味は何か。,結婚する,結婚する｜妻とする,男性が女性と夫婦関係を結ぶ意味で用いられる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000016,16,単語Deck1_最重要古文単語,語彙,重要動詞,みる,みる,なし,動詞,品詞=動詞,CJ-000016-C02,meaning,重要語義2,古語「みる」の意味は何か。,世話をする,世話をする｜面倒を見る,人を養い、世話する。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000016,16,単語Deck1_最重要古文単語,語彙,重要動詞,みる,みる,なし,動詞,品詞=動詞,CJ-000016-C03,meaning,重要語義3,古語「みる」の意味は何か。,見る,見る,現代語と同じ視覚の意味もある。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000017,17,単語Deck1_最重要古文単語,語彙,重要動詞,わぶ,わぶ,なし,動詞,品詞=動詞,CJ-000017-C01,meaning,重要語義1,古語「わぶ」の意味は何か。,困る,困る｜つらく思う,どうしようもなくつらく感じる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000017,17,単語Deck1_最重要古文単語,語彙,重要動詞,わぶ,わぶ,なし,動詞,品詞=動詞,CJ-000017-C02,meaning,重要語義2,古語「わぶ」の意味は何か。,嘆く,嘆く｜悲しむ,不遇や苦しさを嘆く。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000017,17,単語Deck1_最重要古文単語,語彙,重要動詞,わぶ,わぶ,なし,動詞,品詞=動詞,CJ-000017-C03,meaning,重要語義3,古語「わぶ」の意味は何か。,〜しかねる,〜しかねる｜〜するのに困る,動詞の連用形に付き、その行為を続けられないことを表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000018,18,単語Deck1_最重要古文単語,語彙,重要形容動詞,つれづれなり,つれづれなり,なし,形容動詞,品詞=形容動詞,CJ-000018-C01,meaning,重要語義1,古語「つれづれなり」の意味は何か。,退屈だ,退屈だ｜手持ち無沙汰だ,することがなく、所在ない状態。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000018,18,単語Deck1_最重要古文単語,語彙,重要形容動詞,つれづれなり,つれづれなり,なし,形容動詞,品詞=形容動詞,CJ-000018-C02,meaning,重要語義2,古語「つれづれなり」の意味は何か。,しんみりと物思いに沈む,しんみりと物思いに沈む｜もの寂しい,静かに物思いにふける状態を表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000019,19,単語Deck1_最重要古文単語,語彙,重要形容詞,すさまじ,すさまじ,なし,形容詞,品詞=形容詞,CJ-000019-C01,meaning,重要語義1,古語「すさまじ」の意味は何か。,興ざめだ,興ざめだ｜殺風景だ,期待に反しておもしろみがなく、気持ちが冷める。,なし,なし,なし,現代語の「すさまじい」,古文では「興ざめだ」が中心。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000020,20,単語Deck1_最重要古文単語,語彙,重要形容詞,つきづきし,つきづきし,なし,形容詞,品詞=形容詞,CJ-000020-C01,meaning,重要語義1,古語「つきづきし」の意味は何か。,似つかわしい,似つかわしい｜ふさわしい,その人・場面・身分に調和している。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000021,21,単語Deck1_最重要古文単語,語彙,重要形容詞,なまめかし,なまめかし,なし,形容詞,品詞=形容詞,CJ-000021-C01,meaning,重要語義1,古語「なまめかし」の意味は何か。,優美だ,優美だ｜上品だ,若々しく上品で、しっとりした美しさがある。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000021,21,単語Deck1_最重要古文単語,語彙,重要形容詞,なまめかし,なまめかし,なし,形容詞,品詞=形容詞,CJ-000021-C02,meaning,重要語義2,古語「なまめかし」の意味は何か。,若々しい,若々しい｜みずみずしい,生気があり、新鮮な印象を表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000022,22,単語Deck1_最重要古文単語,語彙,重要形容詞,らうたし,ろうたし,ろうたし,形容詞,品詞=形容詞,CJ-000022-C01,meaning,重要語義1,古語「らうたし」の意味は何か。,かわいらしい,かわいらしい｜いとしい,守ってやりたいほど愛らしい。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000023,23,単語Deck1_最重要古文単語,語彙,重要形容詞,かたはらいたし,かたわらいたし,かたわらいたし,形容詞,品詞=形容詞,CJ-000023-C01,meaning,重要語義1,古語「かたはらいたし」の意味は何か。,見苦しい,見苦しい｜みっともない,そばで見ていて不快・気の毒に感じる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000023,23,単語Deck1_最重要古文単語,語彙,重要形容詞,かたはらいたし,かたわらいたし,かたわらいたし,形容詞,品詞=形容詞,CJ-000023-C02,meaning,重要語義2,古語「かたはらいたし」の意味は何か。,気の毒だ,気の毒だ｜いたわしい,相手の状態を見て心苦しく思う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000023,23,単語Deck1_最重要古文単語,語彙,重要形容詞,かたはらいたし,かたわらいたし,かたわらいたし,形容詞,品詞=形容詞,CJ-000023-C03,meaning,重要語義3,古語「かたはらいたし」の意味は何か。,恥ずかしい,恥ずかしい｜きまりが悪い,そばの人に見られて恥ずかしい気持ち。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000024,24,単語Deck1_最重要古文単語,語彙,重要形容詞,こころにくし,こころにくし,なし,形容詞,品詞=形容詞,CJ-000024-C01,meaning,重要語義1,古語「こころにくし」の意味は何か。,奥ゆかしい,奥ゆかしい｜上品だ,表面にすべてを出さず、もっと知りたいと思わせる深みがある。,なし,なし,なし,現代語の「心憎い」,古文では高く評価する「奥ゆかしい」。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000025,25,単語Deck1_最重要古文単語,語彙,重要形容詞,うし,うし,なし,形容詞,品詞=形容詞,CJ-000025-C01,meaning,重要語義1,古語「うし」の意味は何か。,つらい,つらい｜嫌だ,自分にとって不快で、耐えがたい気持ちを表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000026,26,単語Deck1_最重要古文単語,語彙,重要形容詞,つらし,つらし,なし,形容詞,品詞=形容詞,CJ-000026-C01,meaning,重要語義1,古語「つらし」の意味は何か。,薄情だ,薄情だ｜冷淡だ,相手が思いやりなく冷たいことを責める。,なし,なし,なし,うし,「うし」は自分のつらさ、「つらし」は相手の薄情さを責める用法が重要。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000026,26,単語Deck1_最重要古文単語,語彙,重要形容詞,つらし,つらし,なし,形容詞,品詞=形容詞,CJ-000026-C02,meaning,重要語義2,古語「つらし」の意味は何か。,つらい,つらい｜苦しい,自分にとって耐えがたい気持ちを表す。,なし,なし,なし,うし,「うし」は自分のつらさ、「つらし」は相手の薄情さを責める用法が重要。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000027,27,単語Deck1_最重要古文単語,語彙,重要形容詞,こころもとなし,こころもとなし,なし,形容詞,品詞=形容詞,CJ-000027-C01,meaning,重要語義1,古語「こころもとなし」の意味は何か。,待ち遠しい,待ち遠しい｜じれったい,先が分からず、早く知りたい・進んでほしいと思う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000027,27,単語Deck1_最重要古文単語,語彙,重要形容詞,こころもとなし,こころもとなし,なし,形容詞,品詞=形容詞,CJ-000027-C02,meaning,重要語義2,古語「こころもとなし」の意味は何か。,不安だ,不安だ｜心配だ,頼りなく、行く末が気がかりである。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000027,27,単語Deck1_最重要古文単語,語彙,重要形容詞,こころもとなし,こころもとなし,なし,形容詞,品詞=形容詞,CJ-000027-C03,meaning,重要語義3,古語「こころもとなし」の意味は何か。,ぼんやりしている,ぼんやりしている｜はっきりしない,物事が明確でなく、頼りない状態。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000028,28,単語Deck1_最重要古文単語,語彙,重要形容詞,あやし,あやし,なし,形容詞,品詞=形容詞,CJ-000028-C01,meaning,重要語義1,古語「あやし」の意味は何か。,不思議だ,不思議だ｜奇妙だ,普通ではなく、納得しにくい。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000028,28,単語Deck1_最重要古文単語,語彙,重要形容詞,あやし,あやし,なし,形容詞,品詞=形容詞,CJ-000028-C02,meaning,重要語義2,古語「あやし」の意味は何か。,身分が低い,身分が低い｜卑しい,社会的地位が低いことを表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000028,28,単語Deck1_最重要古文単語,語彙,重要形容詞,あやし,あやし,なし,形容詞,品詞=形容詞,CJ-000028-C03,meaning,重要語義3,古語「あやし」の意味は何か。,粗末だ,粗末だ｜みすぼらしい,見た目や造りが貧しく、立派でない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000029,29,単語Deck1_最重要古文単語,語彙,重要形容詞,あさまし,あさまし,なし,形容詞,品詞=形容詞,CJ-000029-C01,meaning,重要語義1,古語「あさまし」の意味は何か。,驚きあきれる,驚きあきれる｜意外だ,あまりのことに驚き、あきれる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000029,29,単語Deck1_最重要古文単語,語彙,重要形容詞,あさまし,あさまし,なし,形容詞,品詞=形容詞,CJ-000029-C02,meaning,重要語義2,古語「あさまし」の意味は何か。,情けない,情けない｜ひどい,見苦しく、嘆かわしい。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000030,30,単語Deck1_最重要古文単語,語彙,重要形容詞,あぢきなし,あじきなし,あじきなし,形容詞,品詞=形容詞,CJ-000030-C01,meaning,重要語義1,古語「あぢきなし」の意味は何か。,どうにもならない,どうにもならない｜無益だ｜つまらない,努力しても仕方がなく、価値がないと感じる。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000031,31,単語Deck1_最重要古文単語,語彙,重要形容詞,あたらし,あたらし,なし,形容詞,品詞=形容詞,CJ-000031-C01,meaning,重要語義1,古語「あたらし」の意味は何か。,惜しい,惜しい｜もったいない,立派なものが損なわれたり、十分に生かされなかったりするのを惜しむ。,なし,なし,なし,現代語の「新しい」,古文の「あたらし」は「惜しい」。,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000032,32,単語Deck1_最重要古文単語,語彙,重要形容詞,くちをし,くちおし,くちおし,形容詞,品詞=形容詞,CJ-000032-C01,meaning,重要語義1,古語「くちをし」の意味は何か。,残念だ,残念だ｜情けない,期待どおりでなく、心残りに思う。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000033,33,単語Deck1_最重要古文単語,語彙,重要形容詞,せんなし,せんなし,なし,形容詞,品詞=形容詞,CJ-000033-C01,meaning,重要語義1,古語「せんなし」の意味は何か。,どうしようもない,どうしようもない｜仕方がない｜無益だ,「為ん方なし」に由来し、手段がないことを表す。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000034,34,単語Deck1_最重要古文単語,語彙,重要形容詞,よしなし,よしなし,なし,形容詞,品詞=形容詞,CJ-000034-C01,meaning,重要語義1,古語「よしなし」の意味は何か。,理由がない,理由がない｜根拠がない,正当な理由や根拠がない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000034,34,単語Deck1_最重要古文単語,語彙,重要形容詞,よしなし,よしなし,なし,形容詞,品詞=形容詞,CJ-000034-C02,meaning,重要語義2,古語「よしなし」の意味は何か。,つまらない,つまらない｜取るに足りない,意味や価値が乏しい。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
古文単語_単語Deck1_最重要古文単語_300,CJ-000034,34,単語Deck1_最重要古文単語,語彙,重要形容詞,よしなし,よしなし,なし,形容詞,品詞=形容詞,CJ-000034-C03,meaning,重要語義3,古語「よしなし」の意味は何か。,関係がない,関係がない｜縁がない,直接の関係やゆかりがない。,なし,なし,なし,なし,なし,なし,標準古語辞典・検定済み教科書（複数資料照合）,なし,なし
