dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,grammar_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_text,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
古文_Deck1_最重要単語・文法_300,CJ-000004,4,Deck1_最重要単語・文法,文法,助動詞,けり,けり,なし,助動詞,品詞=助動詞;接続=連用形;活用=ラ変型;主な意味=過去｜詠嘆,CJ-000004-C02,connection,接続,助動詞「けり」は原則として何形に接続するか。,連用形,連用形,接続は「連用形」。識別では直前の活用形を確認する。,なし,なし,なし,き,「けり」は伝聞的過去・詠嘆、「き」は直接経験の過去。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000004,4,Deck1_最重要単語・文法,文法,助動詞,けり,けり,なし,助動詞,品詞=助動詞;接続=連用形;活用=ラ変型;主な意味=過去｜詠嘆,CJ-000004-C03,identification,詠嘆の目印,和歌や会話文の文末にある助動詞「けり」は、何の意味になりやすいか。,詠嘆,詠嘆｜気づきの詠嘆,今初めて気づいた感動を表すときは詠嘆。「〜だったのだなあ」と訳すことが多い。,なし,なし,なし,き,「けり」は伝聞的過去や詠嘆、「き」は直接経験の過去。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,詠嘆=えいたん
古文_Deck1_最重要単語・文法_300,CJ-000005,5,Deck1_最重要単語・文法,文法,助動詞,き,き,なし,助動詞,品詞=助動詞;接続=連用形;活用=特殊型;主な意味=過去,CJ-000005-C01,auxiliary_meaning,主要な意味,助動詞「き」の主要な意味を1つ答えよ。,過去,過去,文脈と主語を手掛かりに、過去を判別する。,なし,なし,なし,けり,「き」は直接経験の過去、「けり」は伝聞的過去・詠嘆。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000005,5,Deck1_最重要単語・文法,文法,助動詞,き,き,なし,助動詞,品詞=助動詞;接続=連用形;活用=特殊型;主な意味=過去,CJ-000005-C02,connection,接続,助動詞「き」は原則として何形に接続するか。,連用形,連用形,接続は「連用形」。識別では直前の活用形を確認する。,なし,なし,なし,けり,「き」は直接経験の過去、「けり」は伝聞的過去・詠嘆。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000005,5,Deck1_最重要単語・文法,文法,助動詞,き,き,なし,助動詞,品詞=助動詞;接続=連用形;活用=特殊型;主な意味=過去,CJ-000005-C03,conjugation,特殊な連体形,助動詞「き」の連体形は何か。,し,し,終止形は「き」、連体形は「し」、已然形は「しか」。,なし,なし,なし,けり,「き」は話し手が直接経験した過去を表すのが基本。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,已然形=いぜんけい
古文_Deck1_最重要単語・文法_300,CJ-000006,6,Deck1_最重要単語・文法,文法,助動詞,つ,つ,なし,助動詞,品詞=助動詞;接続=連用形;活用=下二段型;主な意味=完了｜強意,CJ-000006-C01,auxiliary_meaning,主要な意味,助動詞「つ」の主要な意味を2つ答えよ。,完了・強意,完了・強意,文脈と主語を手掛かりに、完了・強意を判別する。,なし,なし,なし,ぬ,どちらも完了・強意。一般に「つ」は意志的動作、「ぬ」は自然な推移に付きやすい。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000006,6,Deck1_最重要単語・文法,文法,助動詞,つ,つ,なし,助動詞,品詞=助動詞;接続=連用形;活用=下二段型;主な意味=完了｜強意,CJ-000006-C02,connection,接続,助動詞「つ」は原則として何形に接続するか。,連用形,連用形,接続は「連用形」。識別では直前の活用形を確認する。,なし,なし,なし,ぬ,どちらも完了・強意。一般に「つ」は意志的動作、「ぬ」は自然な推移に付きやすい。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000006,6,Deck1_最重要単語・文法,文法,助動詞,つ,つ,なし,助動詞,品詞=助動詞;接続=連用形;活用=下二段型;主な意味=完了｜強意,CJ-000006-C03,identification,強意の形,助動詞「つ」が「む・べし」などの推量表現と続くとき、何の意味になりやすいか。,強意,強意｜確述,「てむ」「つべし」などでは、完了よりも強い意志・確信を示す強意になりやすい。,なし,なし,なし,ぬ,「つ」は意志的な動作に付きやすく、「ぬ」は自然な推移にも付きやすい。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,強意=きょうい｜確述=かくじゅつ
古文_Deck1_最重要単語・文法_300,CJ-000007,7,Deck1_最重要単語・文法,文法,助動詞,ぬ,ぬ,なし,助動詞,品詞=助動詞;接続=連用形;活用=ナ変型;主な意味=完了｜強意,CJ-000007-C01,auxiliary_meaning,主要な意味,助動詞「ぬ」の主要な意味を2つ答えよ。,完了・強意,完了・強意,文脈と主語を手掛かりに、完了・強意を判別する。,なし,なし,なし,ず,完了の「ぬ」は連用形接続、打消の「ぬ」は未然形接続。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000007,7,Deck1_最重要単語・文法,文法,助動詞,ぬ,ぬ,なし,助動詞,品詞=助動詞;接続=連用形;活用=ナ変型;主な意味=完了｜強意,CJ-000007-C02,connection,接続,助動詞「ぬ」は原則として何形に接続するか。,連用形,連用形,接続は「連用形」。識別では直前の活用形を確認する。,なし,なし,なし,ず,完了の「ぬ」は連用形接続、打消の「ぬ」は未然形接続。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000007,7,Deck1_最重要単語・文法,文法,助動詞,ぬ,ぬ,なし,助動詞,品詞=助動詞;接続=連用形;活用=ナ変型;主な意味=完了｜強意,CJ-000007-C03,identification,打消との識別,連用形に付く「ぬ」は、打消と完了のどちらか。,完了,完了,完了の助動詞「ぬ」は連用形接続。打消の「ぬ」は未然形接続の「ず」の連体形。,なし,なし,なし,ぬ（打消の助動詞「ず」の連体形）,直前が連用形なら完了、未然形なら打消を疑う。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,打消=うちけし
古文_Deck1_最重要単語・文法_300,CJ-000008,8,Deck1_最重要単語・文法,文法,助動詞,たり（完了・存続）,たり（かんりょう・そんぞく）,なし,助動詞,品詞=助動詞;接続=連用形;活用=ラ変型;主な意味=完了｜存続,CJ-000008-C01,auxiliary_meaning,主要な意味,助動詞「たり（完了・存続）」の主要な意味を2つ答えよ。,完了・存続,完了・存続,文脈と主語を手掛かりに、完了・存続を判別する。,なし,なし,なし,たり（断定の助動詞）,完了・存続は連用形接続、断定は体言接続。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000008,8,Deck1_最重要単語・文法,文法,助動詞,たり（完了・存続）,たり（かんりょう・そんぞく）,なし,助動詞,品詞=助動詞;接続=連用形;活用=ラ変型;主な意味=完了｜存続,CJ-000008-C02,connection,接続,助動詞「たり（完了・存続）」は原則として何形に接続するか。,連用形,連用形,接続は「連用形」。識別では直前の活用形を確認する。,なし,なし,なし,たり（断定の助動詞）,完了・存続は連用形接続、断定は体言接続。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000008,8,Deck1_最重要単語・文法,文法,助動詞,たり（完了・存続）,たり（かんりょう・そんぞく）,なし,助動詞,品詞=助動詞;接続=連用形;活用=ラ変型;主な意味=完了｜存続,CJ-000008-C03,identification,訳し分け,助動詞「たり」が動作後の状態を表すときの意味は何か。,存続,存続,動作が終わった結果、その状態が続いているなら存続。「〜ている」「〜てある」と訳す。,なし,なし,なし,たり（断定の助動詞）,完了・存続の「たり」は連用形接続、断定の「たり」は体言接続。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,存続=そんぞく
古文_Deck1_最重要単語・文法_300,CJ-000009,9,Deck1_最重要単語・文法,文法,助動詞,り（完了・存続）,り（かんりょう・そんぞく）,なし,助動詞,品詞=助動詞;接続=サ変の未然形・四段の已然形;活用=ラ変型;主な意味=完了｜存続,CJ-000009-C01,auxiliary_meaning,主要な意味,助動詞「り（完了・存続）」の主要な意味を2つ答えよ。,完了・存続,完了・存続,文脈と主語を手掛かりに、完了・存続を判別する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000009,9,Deck1_最重要単語・文法,文法,助動詞,り（完了・存続）,り（かんりょう・そんぞく）,なし,助動詞,品詞=助動詞;接続=サ変の未然形・四段の已然形;活用=ラ変型;主な意味=完了｜存続,CJ-000009-C02,connection,接続の覚え方,助動詞「り」が接続する二つの活用形を答えよ。,サ変の未然形・四段の已然形,サ変の未然形・四段の已然形｜サ未四已,「サ未四已」と整理する。具体的には「せ・○」「四段のエ段」に付く。,なし,なし,なし,なし,なし,サ未四已（さみしい）,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,サ変=さへん｜四段=よだん｜已然形=いぜんけい
古文_Deck1_最重要単語・文法_300,CJ-000010,10,Deck1_最重要単語・文法,文法,助動詞,る,る,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変の未然形;活用=下二段型;主な意味=受身｜尊敬｜自発｜可能,CJ-000010-C01,auxiliary_meaning,主要な意味,助動詞「る」の主要な意味を4つ答えよ。,受身・尊敬・自発・可能,受身・尊敬・自発・可能,文脈と主語を手掛かりに、受身・尊敬・自発・可能を判別する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000010,10,Deck1_最重要単語・文法,文法,助動詞,る,る,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変の未然形;活用=下二段型;主な意味=受身｜尊敬｜自発｜可能,CJ-000010-C02,connection,接続,助動詞「る」は原則として何形に接続するか。,四段・ナ変・ラ変の未然形,四段・ナ変・ラ変の未然形,接続は「四段・ナ変・ラ変の未然形」。識別では直前の活用形を確認する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000010,10,Deck1_最重要単語・文法,文法,助動詞,る,る,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変の未然形;活用=下二段型;主な意味=受身｜尊敬｜自発｜可能,CJ-000010-C03,identification,自発の目印,心情・知覚を表す動詞に付く助動詞「る」は、何の意味になりやすいか。,自発,自発,「思ふ・偲ぶ・泣く」など心の動きに付けば、「自然と〜される」の自発を考える。,なし,なし,なし,尊敬,高貴な主語なら尊敬、心情・知覚なら自発が有力。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,自発=じはつ｜知覚=ちかく
古文_Deck1_最重要単語・文法_300,CJ-000011,11,Deck1_最重要単語・文法,文法,助動詞,らる,らる,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変以外の未然形;活用=下二段型;主な意味=受身｜尊敬｜自発｜可能,CJ-000011-C01,auxiliary_meaning,主要な意味,助動詞「らる」の主要な意味を4つ答えよ。,受身・尊敬・自発・可能,受身・尊敬・自発・可能,文脈と主語を手掛かりに、受身・尊敬・自発・可能を判別する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000011,11,Deck1_最重要単語・文法,文法,助動詞,らる,らる,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変以外の未然形;活用=下二段型;主な意味=受身｜尊敬｜自発｜可能,CJ-000011-C02,connection,接続,助動詞「らる」は原則として何形に接続するか。,四段・ナ変・ラ変以外の未然形,四段・ナ変・ラ変以外の未然形,接続は「四段・ナ変・ラ変以外の未然形」。識別では直前の活用形を確認する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000011,11,Deck1_最重要単語・文法,文法,助動詞,らる,らる,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変以外の未然形;活用=下二段型;主な意味=受身｜尊敬｜自発｜可能,CJ-000011-C03,identification,受身と尊敬の判定,助動詞「らる」が高貴な人物の動作に付くとき、まず考える意味は何か。,尊敬,尊敬,主語が高貴な人物なら尊敬が有力。受身では動作主を示す「に」などが手掛かりになる。,なし,なし,なし,受身,主語の身分と、動作主を示す語の有無を見る。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,高貴=こうき
古文_Deck1_最重要単語・文法_300,CJ-000012,12,Deck1_最重要単語・文法,文法,助動詞,す,す,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変の未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000012-C01,auxiliary_meaning,主要な意味,助動詞「す」の主要な意味を2つ答えよ。,使役・尊敬,使役・尊敬,文脈と主語を手掛かりに、使役・尊敬を判別する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000012,12,Deck1_最重要単語・文法,文法,助動詞,す,す,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変の未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000012-C02,connection,接続,助動詞「す」は原則として何形に接続するか。,四段・ナ変・ラ変の未然形,四段・ナ変・ラ変の未然形,接続は「四段・ナ変・ラ変の未然形」。識別では直前の活用形を確認する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000012,12,Deck1_最重要単語・文法,文法,助動詞,す,す,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変の未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000012-C03,identification,尊敬用法の目印,助動詞「す」が尊敬語と重なり、高貴な人物の動作を表すときの意味は何か。,尊敬,尊敬,「せ給ふ」など、尊敬語を伴う場合は尊敬用法を考える。,なし,なし,なし,使役,使役なら動作をさせられる相手が文脈に現れやすい。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,使役=しえき
古文_Deck1_最重要単語・文法_300,CJ-000013,13,Deck1_最重要単語・文法,文法,助動詞,さす,さす,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変以外の未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000013-C01,auxiliary_meaning,主要な意味,助動詞「さす」の主要な意味を2つ答えよ。,使役・尊敬,使役・尊敬,文脈と主語を手掛かりに、使役・尊敬を判別する。,なし,なし,なし,す,意味は同じだが、接続する動詞の活用種類が異なる。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000013,13,Deck1_最重要単語・文法,文法,助動詞,さす,さす,なし,助動詞,品詞=助動詞;接続=四段・ナ変・ラ変以外の未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000013-C02,connection,接続,助動詞「さす」は原則として何形に接続するか。,四段・ナ変・ラ変以外の未然形,四段・ナ変・ラ変以外の未然形,接続は「四段・ナ変・ラ変以外の未然形」。識別では直前の活用形を確認する。,なし,なし,なし,す,意味は同じだが、接続する動詞の活用種類が異なる。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000014,14,Deck1_最重要単語・文法,文法,助動詞,しむ,しむ,なし,助動詞,品詞=助動詞;接続=未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000014-C01,auxiliary_meaning,主要な意味,助動詞「しむ」の主要な意味を2つ答えよ。,使役・尊敬,使役・尊敬,文脈と主語を手掛かりに、使役・尊敬を判別する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
古文_Deck1_最重要単語・文法_300,CJ-000014,14,Deck1_最重要単語・文法,文法,助動詞,しむ,しむ,なし,助動詞,品詞=助動詞;接続=未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000014-C02,connection,接続,助動詞「しむ」は原則として何形に接続するか。,未然形,未然形,接続は「未然形」。識別では直前の活用形を確認する。,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,接続=せつぞく
古文_Deck1_最重要単語・文法_300,CJ-000014,14,Deck1_最重要単語・文法,文法,助動詞,しむ,しむ,なし,助動詞,品詞=助動詞;接続=未然形;活用=下二段型;主な意味=使役｜尊敬,CJ-000014-C03,identification,尊敬用法の目印,助動詞「しむ」が尊敬語を伴って高貴な人物の動作を表すときの意味は何か。,尊敬,尊敬,使役対象が見えず、尊敬語と重なる場合は尊敬用法を考える。,なし,なし,なし,使役,使役では「誰に何をさせるか」が文脈に現れやすい。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,使役=しえき
古文_Deck1_最重要単語・文法_300,CJ-000015,15,Deck1_最重要単語・文法,文法,助動詞,らむ,らむ,なし,助動詞,品詞=助動詞;接続=終止形（ラ変は連体形）;活用=四段型;主な意味=現在推量｜現在の原因推量｜伝聞｜婉曲,CJ-000015-C01,auxiliary_meaning,主要な意味,助動詞「らむ」の主要な意味を4つ答えよ。,現在推量・現在の原因推量・伝聞・婉曲,現在推量・現在の原因推量・伝聞・婉曲,文脈と主語を手掛かりに、現在推量・現在の原因推量・伝聞・婉曲を判別する。,なし,なし,なし,けむ,「らむ」は現在、「けむ」は過去。,なし,文部科学省「高等学校学習指導要領解説 国語編」・標準学校文法（複数資料照合）,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf,助動詞=じょどうし
