dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,display_period,sort_year,question_id,stage,focus,question_type,question,answer,keywords,accepted_answers,answer_note,source_name,source_url
大学受験世界史・重要300用語（三段階学習）,WH-000004,25,大学受験基礎,文化・技術・学問,メソポタミア文明,めそぽたみあぶんめい,,古代,西アジア,ティグリス川・ユーフラテス川流域,前4千年紀〜前1千年紀,-3500,WH-000004-B03,beginner,文化,content,シュメール人が粘土板に刻んだ文字は？,楔形文字(くさびがたもじ),楔形文字,くさび形文字,,世界史の窓：メソポタミア文明,https://www.y-history.net/appendix/wh0101-004.html
大学受験世界史・重要300用語（三段階学習）,WH-000004,25,大学受験基礎,文化・技術・学問,メソポタミア文明,めそぽたみあぶんめい,,古代,西アジア,ティグリス川・ユーフラテス川流域,前4千年紀〜前1千年紀,-3500,WH-000004-R01,reverse,複合説明,reverse,何が生まれ、どんな特徴をもった？,**前4千年紀以降**、**ティグリス川・ユーフラテス川**流域で灌漑農業が発達し、**シュメール人**が都市国家を築いた。**楔形文字(くさびがたもじ)**、神殿を中心とする社会、法典や暦などが発達し、後の西アジア文明の基礎になった。,ティグリス川・ユーフラテス川|灌漑農業|シュメール人|都市国家|楔形文字,,,世界史の窓：メソポタミア文明,https://www.y-history.net/appendix/wh0101-004.html
大学受験世界史・重要300用語（三段階学習）,WH-000004,25,大学受験基礎,文化・技術・学問,メソポタミア文明,めそぽたみあぶんめい,,古代,西アジア,ティグリス川・ユーフラテス川流域,前4千年紀〜前1千年紀,-3500,WH-000004-I01,integrated,統合説明,integrated,「メソポタミア文明」について説明せよ。,前4千年紀以降、**ティグリス川・ユーフラテス川**流域で灌漑農業を基盤に発達した文明。**シュメール人**が都市国家を築き、**楔形文字(くさびがたもじ)**・法典・暦などを発達させ、後の西アジア文明の基礎を作った。,ティグリス川・ユーフラテス川|灌漑農業|シュメール人|都市国家|楔形文字,,,世界史の窓：メソポタミア文明,https://www.y-history.net/appendix/wh0101-004.html
大学受験世界史・重要300用語（三段階学習）,WH-000005,230,大学受験標準,民族・身分・社会集団,シュメール人,しゅめーるじん,,古代オリエント,西アジア,メソポタミア南部,前3500年頃〜前2000年頃,-3500,WH-000005-B01,beginner,用語の特定,identify,メソポタミア南部にウルやウルクなどの都市国家を築いた人々は？,シュメール人,シュメール人,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000005,230,大学受験標準,民族・身分・社会集団,シュメール人,しゅめーるじん,,古代オリエント,西アジア,メソポタミア南部,前3500年頃〜前2000年頃,-3500,WH-000005-B02,beginner,時期,time,シュメール人が歴史上重要になるのはいつ頃？,前3500年頃〜前2000年頃,前3500年頃〜前2000年頃,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000005,230,大学受験標準,民族・身分・社会集団,シュメール人,しゅめーるじん,,古代オリエント,西アジア,メソポタミア南部,前3500年頃〜前2000年頃,-3500,WH-000005-B03,beginner,都市,place,シュメール人が築いた代表的な二つの都市国家は？,ウルとウルク,ウルとウルク,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000005,230,大学受験標準,民族・身分・社会集団,シュメール人,しゅめーるじん,,古代オリエント,西アジア,メソポタミア南部,前3500年頃〜前2000年頃,-3500,WH-000005-R01,reverse,内容,reverse,どのような集団？,**前4千年紀後半**からメソポタミア南部に都市国家を築き、神殿を中心とする灌漑農業社会を発達させた。,前4千年紀後半,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000005,230,大学受験標準,民族・身分・社会集団,シュメール人,しゅめーるじん,,古代オリエント,西アジア,メソポタミア南部,前3500年頃〜前2000年頃,-3500,WH-000005-R02,reverse,結果・影響,reverse,歴史上どんな役割を果たした？,**楔形文字(くさびがたもじ)**、暦、法、神話などを生み、後のメソポタミア諸文明へ大きな影響を与えた。,楔形文字,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000005,230,大学受験標準,民族・身分・社会集団,シュメール人,しゅめーるじん,,古代オリエント,西アジア,メソポタミア南部,前3500年頃〜前2000年頃,-3500,WH-000005-I01,integrated,統合説明,integrated,「シュメール人」について説明せよ。,**前4千年紀後半**からメソポタミア南部に都市国家を築き、神殿を中心とする灌漑農業社会を発達させた。 **楔形文字(くさびがたもじ)**、暦、法、神話などを生み、後のメソポタミア諸文明へ大きな影響を与えた。,前4千年紀後半|楔形文字,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000006,231,大学受験標準,文化・技術・学問,楔形文字,くさびがたもじ,くさび形文字,古代オリエント,西アジア,メソポタミアを中心とする西アジア,前3200年頃以降,-3200,WH-000006-B01,beginner,用語の特定,identify,粘土板に葦の筆でくさび形の印を刻んだ古代西アジアの文字は？,楔形文字(くさびがたもじ),楔形文字,くさび形文字,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000006,231,大学受験標準,文化・技術・学問,楔形文字,くさびがたもじ,くさび形文字,古代オリエント,西アジア,メソポタミアを中心とする西アジア,前3200年頃以降,-3200,WH-000006-B02,beginner,時期,time,楔形文字(くさびがたもじ)が歴史上重要になるのはいつ頃？,前3200年頃以降,前3200年頃以降,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000006,231,大学受験標準,文化・技術・学問,楔形文字,くさびがたもじ,くさび形文字,古代オリエント,西アジア,メソポタミアを中心とする西アジア,前3200年頃以降,-3200,WH-000006-B03,beginner,担い手,actor,楔形文字(くさびがたもじ)を最初に発達させた人々は？,シュメール人,シュメール人,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000006,231,大学受験標準,文化・技術・学問,楔形文字,くさびがたもじ,くさび形文字,古代オリエント,西アジア,メソポタミアを中心とする西アジア,前3200年頃以降,-3200,WH-000006-R01,reverse,内容,reverse,どんな文化・技術・学問？,**前3200年頃**、**シュメール人**が粘土板に刻む文字として発達させ、後にアッカド語など多くの言語の表記に用いられた。,前3200年頃|シュメール人,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000006,231,大学受験標準,文化・技術・学問,楔形文字,くさびがたもじ,くさび形文字,古代オリエント,西アジア,メソポタミアを中心とする西アジア,前3200年頃以降,-3200,WH-000006-R02,reverse,結果・影響,reverse,どのような影響を与えた？,行政記録、**ハンムラビ法典**、文学作品などを残し、古代西アジアの国家運営と知識伝達を支えた。,ハンムラビ法典,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000006,231,大学受験標準,文化・技術・学問,楔形文字,くさびがたもじ,くさび形文字,古代オリエント,西アジア,メソポタミアを中心とする西アジア,前3200年頃以降,-3200,WH-000006-I01,integrated,統合説明,integrated,「楔形文字(くさびがたもじ)」について説明せよ。,**前3200年頃**、**シュメール人**が粘土板に刻む文字として発達させ、後にアッカド語など多くの言語の表記に用いられた。 行政記録、**ハンムラビ法典**、文学作品などを残し、古代西アジアの国家運営と知識伝達を支えた。,前3200年頃|シュメール人|ハンムラビ法典,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000007,45,大学受験基礎,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000007-B01,beginner,用語の特定,identify,ナイル川の定期的な増水を利用して発達した古代文明は？,エジプト文明,エジプト文明,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・重要300用語（三段階学習）,WH-000007,45,大学受験基礎,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000007-B02,beginner,政治,person,古代エジプトで神の化身とされた王を何という？,ファラオ,ファラオ,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・重要300用語（三段階学習）,WH-000007,45,大学受験基礎,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000007-B03,beginner,文化,content,古代エジプトで神殿や墓の碑文に用いられた文字は？,神聖文字,神聖文字,ヒエログリフ|象形文字,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・重要300用語（三段階学習）,WH-000007,45,大学受験基礎,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000007-R01,reverse,複合説明,reverse,何が発達した？,**前4千年紀末以降**、**ナイル川**の増水を利用する灌漑農業を基盤に統一国家が成立し、**ファラオ**が神権的に支配した。**ピラミッド**、**神聖文字**、太陽暦や測量術などが発達した。,ナイル川|灌漑農業|ファラオ|ピラミッド|神聖文字|太陽暦,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・重要300用語（三段階学習）,WH-000007,45,大学受験基礎,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000007-I01,integrated,統合説明,integrated,「エジプト文明」について説明せよ。,前4千年紀末以降、**ナイル川**流域で灌漑農業を基盤に発達した文明。**ファラオ**の神権政治のもとで**ピラミッド**や**神聖文字**が生まれ、太陽暦・測量術なども発達した。,ナイル川|灌漑農業|ファラオ|ピラミッド|神聖文字|太陽暦,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・重要300用語（三段階学習）,WH-000008,46,大学受験基礎,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000008-B01,beginner,用語の特定,identify,前3千年紀、インダス川流域に計画都市を築いた文明は？,インダス文明,インダス文明,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・重要300用語（三段階学習）,WH-000008,46,大学受験基礎,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000008-B02,beginner,都市,place,インダス文明を代表する二つの都市遺跡は？,ハラッパーとモヘンジョ＝ダーロ,ハラッパー|モヘンジョ＝ダーロ,モヘンジョ＝ダーロとハラッパー|ハラッパー・モヘンジョ＝ダーロ,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・重要300用語（三段階学習）,WH-000008,46,大学受験基礎,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000008-B03,beginner,文化,content,印章などに残るが、現在も十分に解読されていない文字は？,インダス文字,インダス文字,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・重要300用語（三段階学習）,WH-000008,46,大学受験基礎,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000008-R01,reverse,複合説明,reverse,どのような文明だった？,**前2600年頃以降**、**インダス川**流域に成立し、**ハラッパー**や**モヘンジョ＝ダーロ**では街路・排水設備を備えた計画都市が築かれた。遠隔地交易も行われたが、**インダス文字**は未解読で、政治の実態には不明点が多い。,インダス川|ハラッパー|モヘンジョ＝ダーロ|計画都市|排水設備|インダス文字,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・重要300用語（三段階学習）,WH-000008,46,大学受験基礎,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000008-I01,integrated,統合説明,integrated,「インダス文明」について説明せよ。,前2600年頃から**インダス川**流域で栄えた文明。**ハラッパー**・**モヘンジョ＝ダーロ**に整然とした街路と排水設備を備えた計画都市が築かれ、遠隔地交易も行われたが、**インダス文字**は未解読である。,インダス川|ハラッパー|モヘンジョ＝ダーロ|計画都市|排水設備|インダス文字,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・重要300用語（三段階学習）,WH-000009,232,大学受験標準,文化・技術・学問,エーゲ文明,えーげぶんめい,,古代ギリシア,ヨーロッパ・地中海,エーゲ海周辺,前2000〜前1200年頃,-2000,WH-000009-B01,beginner,用語の特定,identify,クレタ文明とミケーネ文明を中心とする、古代ギリシア以前の青銅器文明を何という？,エーゲ文明,エーゲ文明,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000009,232,大学受験標準,文化・技術・学問,エーゲ文明,えーげぶんめい,,古代ギリシア,ヨーロッパ・地中海,エーゲ海周辺,前2000〜前1200年頃,-2000,WH-000009-B02,beginner,時期,time,エーゲ文明が歴史上重要になるのはいつ頃？,前2000〜前1200年頃,前2000〜前1200年頃,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000009,232,大学受験標準,文化・技術・学問,エーゲ文明,えーげぶんめい,,古代ギリシア,ヨーロッパ・地中海,エーゲ海周辺,前2000〜前1200年頃,-2000,WH-000009-B03,beginner,構成,content,エーゲ文明のうちギリシア本土に栄えた文明は？,ミケーネ文明,ミケーネ文明,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000009,232,大学受験標準,文化・技術・学問,エーゲ文明,えーげぶんめい,,古代ギリシア,ヨーロッパ・地中海,エーゲ海周辺,前2000〜前1200年頃,-2000,WH-000009-R01,reverse,内容,reverse,どんな文化・技術・学問？,エーゲ海周辺で、海洋的な**クレタ文明**と城塞的な**ミケーネ文明**を中心に発達した青銅器文明。,クレタ文明|ミケーネ文明,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000009,232,大学受験標準,文化・技術・学問,エーゲ文明,えーげぶんめい,,古代ギリシア,ヨーロッパ・地中海,エーゲ海周辺,前2000〜前1200年頃,-2000,WH-000009-R02,reverse,結果・影響,reverse,どのような影響を与えた？,線文字や宮殿文化を残し、ミケーネ文明の崩壊後の混乱を経て**ポリス**社会の成立へつながった。,ポリス,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000009,232,大学受験標準,文化・技術・学問,エーゲ文明,えーげぶんめい,,古代ギリシア,ヨーロッパ・地中海,エーゲ海周辺,前2000〜前1200年頃,-2000,WH-000009-I01,integrated,統合説明,integrated,「エーゲ文明」について説明せよ。,エーゲ海周辺で、海洋的な**クレタ文明**と城塞的な**ミケーネ文明**を中心に発達した青銅器文明。 線文字や宮殿文化を残し、ミケーネ文明の崩壊後の混乱を経て**ポリス**社会の成立へつながった。,クレタ文明|ミケーネ文明|ポリス,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000010,233,大学受験標準,国家・王朝,古バビロニア王国,こばびろにあおうこく,バビロン第1王朝,古代オリエント,西アジア,メソポタミア中南部,前19〜前16世紀,-1894,WH-000010-B01,beginner,用語の特定,identify,アムル人がバビロンを都に建て、ハンムラビ王の時代にメソポタミアを統一した王国は？,古バビロニア王国,古バビロニア王国,バビロン第1王朝,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000010,233,大学受験標準,国家・王朝,古バビロニア王国,こばびろにあおうこく,バビロン第1王朝,古代オリエント,西アジア,メソポタミア中南部,前19〜前16世紀,-1894,WH-000010-B02,beginner,時期,time,古バビロニア王国が存在したのはいつ頃？,前19〜前16世紀,前19〜前16世紀,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000010,233,大学受験標準,国家・王朝,古バビロニア王国,こばびろにあおうこく,バビロン第1王朝,古代オリエント,西アジア,メソポタミア中南部,前19〜前16世紀,-1894,WH-000010-B03,beginner,都,place,古バビロニア王国の都は？,バビロン,バビロン,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000010,233,大学受験標準,国家・王朝,古バビロニア王国,こばびろにあおうこく,バビロン第1王朝,古代オリエント,西アジア,メソポタミア中南部,前19〜前16世紀,-1894,WH-000010-R01,reverse,内容,reverse,何をした？,**アムル人**がバビロンを中心に建て、**ハンムラビ王**の時代にメソポタミアを統一した王国。,アムル人|ハンムラビ王,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000010,233,大学受験標準,国家・王朝,古バビロニア王国,こばびろにあおうこく,バビロン第1王朝,古代オリエント,西アジア,メソポタミア中南部,前19〜前16世紀,-1894,WH-000010-R02,reverse,結果・影響,reverse,どんな特徴をもち、何を残した？,法典と中央集権的支配を整え、**バビロニア**がメソポタミア政治・文化の中心となる基礎を作った。,バビロニア,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
