dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,date_basis,display_period,start_year,end_year,sort_year,date_precision,date_note,question_count,q1_type,q1_question,q1_answer,q1_keywords,q2_type,q2_question,q2_answer,q2_keywords,q3_type,q3_question,q3_answer,q3_keywords,q4_type,q4_question,q4_answer,q4_keywords,integrated_question,total_explanation,total_keywords,relation_edges,source_1,source_2,verification_status
大学受験・最重要,WH-000011,21,大学受験・最重要,国家・王朝,アケメネス朝,あけめねすちょう,アケメネス朝ペルシア,古代,西アジア,イラン高原からエジプト・小アジア・中央アジア,存続期間,前550〜前330年,-550,-330,-550,exact_range,キュロス2世の建国からアレクサンドロスによる滅亡まで,3,time,存在したのはいつ？,前550〜前330年,,place,どこ？,イラン高原を中心に、エジプト・小アジア・中央アジアまで。,,core,何をした？,広大な領土を**サトラップ制**で統治し、**王の道**と駅伝制を整え、異民族の宗教や慣習を比較的尊重した。,サトラップ制|王の道,,,,,「アケメネス朝」について説明せよ。,前550〜前330年、イラン高原を中心に広大な領土を支配し、**サトラップ制**、**王の道**、駅伝制で多民族帝国を統治した王朝。,サトラップ制|王の道,建国>キュロス2世||制度>サトラップ制||交通>王の道||滅亡>アレクサンドロス大王,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/4-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Achaemenid+Empire,単一資料確認
大学受験・最重要,WH-000012,39,大学受験・最重要,宗教・宗派,仏教,ぶっきょう,,古代,南アジア,北インドから南・中央・東南・東アジア,成立と初期普及時期,前5〜前3世紀頃,-500,-201,-500,approximate_range,ゴータマ＝シッダールタの活動からマウリヤ朝期の広域普及までを設定,3,time,成立し広がり始めたのはいつ？,前5〜前3世紀頃,,place,どこで成立した？,北インドで成立し、その後アジア各地へ広がった。,,core,どんな宗教？,**ゴータマ＝シッダールタ**が、欲望や執着が苦を生むと説き、修行と正しい生き方によって悟りと解脱を目指した宗教。,ゴータマ＝シッダールタ,,,,,「仏教」について説明せよ。,前5世紀頃に北インドで**ゴータマ＝シッダールタ**が開き、欲望・執着から離れて悟りと解脱を目指す教えとして、アジア各地へ広がった。,ゴータマ＝シッダールタ,開祖>ゴータマ＝シッダールタ||普及>マウリヤ朝||普及>シルクロード||影響>東アジア文化,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Buddhism,単一資料確認
大学受験・最重要,WH-000013,40,大学受験・最重要,思想・主義,儒教,じゅきょう,儒家思想,古代,東アジア,中国から朝鮮・日本・ベトナム,成立・体系化時期,前5〜前2世紀頃,-500,-101,-500,approximate_range,孔子の活動から漢代に国家思想として整備される前段階までを設定,3,time,成立・体系化したのはいつ？,前5〜前2世紀頃,,place,どこで成立した？,中国で成立し、のちに東アジアへ広がった。,,core,どんな考え？,**孔子**の教えを基礎に、仁・礼・家族秩序・徳による政治を重視し、漢代以降の官僚教育と社会規範の中心となった。,孔子,,,,,「儒教」について説明せよ。,前5世紀頃の中国で**孔子**の教えから成立し、仁・礼・家族秩序・徳治を重視して、漢代以降の東アジアの政治と社会規範を形づくった思想。,孔子,開祖>孔子||思想>仁||思想>礼||普及>漢,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Confucianism,単一資料確認
大学受験・最重要,WH-000014,38,大学受験・最重要,人物,アレクサンドロス大王,あれくさんどろすだいおう,アレクサンドロス3世|アレキサンダー大王,古代,複数地域,マケドニアから東地中海・エジプト・西アジア・中央アジア,主な活動時期,前336〜前323年,-336,-323,-336,exact_range,マケドニア王即位から死去までの征服活動期を設定,3,time,主に活動したのはいつ？,前336〜前323年,,place,主にどこで活動した？,マケドニアからエジプト・西アジア・中央アジア・インダス川流域まで。,,core,何をした？,マケドニア王として**アケメネス朝**を滅ぼし、東方遠征で大帝国を築き、ギリシア文化と東方文化が交わる**ヘレニズム**の土台を作った。,アケメネス朝|ヘレニズム,,,,,「アレクサンドロス大王」について説明せよ。,前336〜前323年にマケドニア王として東方遠征を行い、**アケメネス朝**を滅ぼして大帝国を築き、**ヘレニズム**世界の成立を促した。,アケメネス朝|ヘレニズム,滅亡>アケメネス朝||結果>ヘレニズム||建国>アレクサンドリア||継承>ディアドコイ,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/6-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Alexander+the+Great,単一資料確認
大学受験・最重要,WH-000015,37,大学受験・最重要,文化・技術・学問,ヘレニズム,へれにずむ,ヘレニズム文化,古代,複数地域,東地中海・エジプト・西アジア・中央アジア,歴史区分,前323〜前30年,-323,-30,-323,exact_range,アレクサンドロス死後からプトレマイオス朝エジプト滅亡まで,3,time,広がったのはいつ？,前323〜前30年,,place,主にどこで広がった？,東地中海・エジプト・西アジア・中央アジア。,,core,何が生まれた？,アレクサンドロスの征服後、ギリシア文化と東方文化が融合し、**コイネー**、自然科学、世界市民主義的な文化が発達した。,コイネー,,,,,「ヘレニズム」について説明せよ。,前323〜前30年、アレクサンドロスの征服地域でギリシア文化と東方文化が融合し、**コイネー**や自然科学などが発達した文化・時代。,コイネー,前提>アレクサンドロス大王||地域>アレクサンドリア||文化>コイネー||継承>ローマ帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/6-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Hellenistic+period,単一資料確認
大学受験・最重要,WH-000016,18,大学受験・最重要,国家・王朝,秦,しん,秦朝,古代,東アジア,中国,統一王朝としての存続期間,前221〜前206年,-221,-206,-221,exact_range,始皇帝による中国統一から秦滅亡まで,3,time,存在したのはいつ？,前221〜前206年,,place,どこ？,中国。,,core,何をした？,**始皇帝**が中国を初めて統一し、**郡県制**を全国に広げ、文字・貨幣・度量衡を統一して中央集権国家を築いた。,始皇帝|郡県制,,,,,「秦」について説明せよ。,前221年に**始皇帝**が中国を初めて統一し、**郡県制**、文字・貨幣・度量衡の統一によって中央集権国家の型を作った王朝。,始皇帝|郡県制,関係人物>始皇帝||制度>郡県制||前提>戦国時代||継承>漢,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Qin+dynasty,単一資料確認
大学受験・最重要,WH-000017,19,大学受験・最重要,国家・王朝,漢,かん,漢王朝|前漢・後漢,古代,東アジア,中国を中心に朝鮮半島・中央アジア方面,王朝の存続期間,前202〜220年,-202,220,-202,exact_range,前漢成立から後漢滅亡までを一体として設定,3,time,存在したのはいつ？,前202〜220年,,place,どこ？,中国を中心に、朝鮮半島北部や中央アジア方面まで。,,core,何をした？,秦の中央集権を受け継ぎ、**郡国制**から官僚国家を整え、武帝期に領土を拡大して**儒教**を国家統治の柱とし、シルクロードを開いた。,郡国制|儒教,,,,,「漢」について説明せよ。,前202〜220年、中国で秦の中央集権を受け継ぎ、武帝期に領土を拡大し、**儒教**を統治理念として整え、**シルクロード**交易を発展させた王朝。,儒教|シルクロード,前王朝>秦||制度>郡国制||思想>儒教||交易>シルクロード,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Han+dynasty,単一資料確認
大学受験・最重要,WH-000018,17,大学受験・最重要,経済・交易,シルクロード,しるくろーど,絹の道,複数時代,ユーラシア,中国・中央アジア・西アジア・地中海世界,主要交易路としての活動期,前2世紀頃〜15世紀頃,-130,1453,-130,approximate_range,漢代の本格的開通から海上交易の優位が強まるまでを設定,3,time,主要交易路として使われたのはいつ？,前2世紀頃〜15世紀頃,,place,どこを結んだ？,中国から中央アジア・西アジアを通り、地中海世界まで。,,core,何が行き来した？,絹・香辛料・馬・金銀などの商品だけでなく、**仏教**・技術・美術・疫病なども伝わった。,仏教,,,,,「シルクロード」について説明せよ。,前2世紀頃から、中国・中央アジア・西アジア・地中海を結び、絹などの商品とともに**仏教**・技術・美術・疫病を運んだユーラシア交易路。,仏教,前提>漢||交易品>絹||普及>仏教||影響>モンゴル帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/12-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Silk+Road,単一資料確認
大学受験・最重要,WH-000019,6,大学受験・最重要,国家・王朝,ローマ帝国,ろーまていこく,帝政ローマ,古代,複数地域,地中海世界・西ヨーロッパ・北アフリカ・西アジア,西方帝国を中心とする帝政期,前27〜476年,-27,476,-27,exact_range,アウグストゥスの帝政開始から西ローマ帝国滅亡までを代表範囲とした,3,time,帝政期はいつ？,前27〜476年,,place,どこ？,地中海を中心に、西ヨーロッパ・北アフリカ・西アジアまで。,,core,何をした？,**ローマ法**・道路・都市・共通通貨を整えて地中海世界を統合し、長期の平和で交易を活発化させ、のちに**キリスト教**を公認・国教化した。,ローマ法|キリスト教,,,,,「ローマ帝国」について説明せよ。,前27年から地中海世界を広く統合し、**ローマ法**、道路、都市、交易網を発達させ、のちに**キリスト教**を公認・国教化した帝国。,ローマ法|キリスト教,制度>ローマ法||宗教>キリスト教||分裂>ビザンツ帝国||滅亡>ゲルマン民族の大移動,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Roman+Empire,単一資料確認
大学受験・最重要,WH-000020,8,大学受験・最重要,宗教・宗派,キリスト教,きりすときょう,,古代,複数地域,パレスチナから地中海世界・ヨーロッパ,成立とローマ帝国内での公認・国教化期,1〜4世紀,30,380,30,approximate_range,イエスの活動後からローマ帝国での国教化までを設定,3,time,成立し広がったのはいつ？,1〜4世紀,,place,どこで成立し広がった？,パレスチナで成立し、地中海世界・ヨーロッパへ広がった。,,core,どんな宗教？,**イエス**の教えを基礎に、唯一神への信仰と隣人愛・救済を説く宗教。迫害を受けたが、313年の**ミラノ勅令**で公認され、380年にローマ帝国の国教となった。,イエス|ミラノ勅令,,,,,「キリスト教」について説明せよ。,1世紀のパレスチナで**イエス**の教えから成立し、地中海世界へ広がって、313年の**ミラノ勅令**で公認、380年にローマ帝国の国教となった。,イエス|ミラノ勅令,前提>ユダヤ教||開祖>イエス||公認>ミラノ勅令||普及>ローマ帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/10-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Christianity,単一資料確認
大学受験・最重要,WH-000021,92,大学受験・最重要,時代・歴史区分,マヤ文明,まやぶんめい,,古代,ラテンアメリカ,メソアメリカ・ユカタン半島・グアテマラ高地,古典期の繁栄時期,3〜9世紀,250,900,250,approximate_range,都市国家が特に繁栄した古典期を設定,3,time,特に栄えたのはいつ？,3〜9世紀,,place,どこ？,メソアメリカのユカタン半島やグアテマラ高地。,,core,何を築いた？,多数の**都市国家**を築き、階段ピラミッド、精密な暦、天文学、**マヤ文字**を発達させた。,都市国家|マヤ文字,,,,,「マヤ文明」について説明せよ。,3〜9世紀を中心にメソアメリカで繁栄し、多数の**都市国家**、階段ピラミッド、精密な暦・天文学、**マヤ文字**を発達させた文明。,都市国家|マヤ文字,地域>メソアメリカ||文化>マヤ文字||文化>暦||同時代>グプタ朝,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/8-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Maya+civilization,単一資料確認
大学受験・最重要,WH-000022,98,大学受験・最重要,国家・王朝,グプタ朝,ぐぷたちょう,グプタ王朝,古代,南アジア,北インド,存続期間,320年頃〜550年頃,320,550,320,approximate_range,成立から衰退・分裂までの概算期間を設定,3,time,存在したのはいつ？,320年頃〜550年頃,,place,どこ？,北インド。,,core,何をした？,北インドを統一し、**ヒンドゥー教**を保護しながら、サンスクリット文学・数学・天文学などの古典文化を発展させた。,ヒンドゥー教,,,,,「グプタ朝」について説明せよ。,320年頃から北インドを統一し、**ヒンドゥー教**を保護して、サンスクリット文学・数学・天文学などインド古典文化を発展させた王朝。,ヒンドゥー教,宗教>ヒンドゥー教||文化>サンスクリット文学||文化>数学||地域>北インド,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Gupta+Empire,単一資料確認
大学受験・最重要,WH-000023,97,大学受験・最重要,運動,ゲルマン民族の大移動,げるまんみんぞくのだいいどう,民族大移動,古代,ヨーロッパ,ライン川・ドナウ川以北から西ローマ帝国領,主要移動期,375〜568年,375,568,375,exact_range,フン人西進を契機とする移動開始からランゴバルド人のイタリア侵入まで,4,time,本格化したのはいつ？,375〜568年,,place,どこからどこへ？,ライン川・ドナウ川以北から西ローマ帝国領へ。,,cause,なぜ起きた？,中央アジアから西進した**フン人**の圧迫や、ローマ領内への移住・略奪・土地獲得の動きが重なった。,フン人,core,何が起きた？,西ゴート・東ゴート・フランクなどがローマ領内に諸王国を建て、476年の**西ローマ帝国滅亡**と中世ヨーロッパ形成につながった。,西ローマ帝国滅亡,「ゲルマン民族の大移動」について説明せよ。,375年頃から、**フン人**の西進などを背景にゲルマン諸部族が西ローマ領へ移動し、諸王国を建てて476年の**西ローマ帝国滅亡**と中世社会の形成を促した。,フン人|西ローマ帝国滅亡,原因>フン人||結果>西ローマ帝国滅亡||建国>フランク王国||影響>封建社会,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/10-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Migration+Period+Germanic+peoples,単一資料確認
大学受験・最重要,WH-000024,31,大学受験・最重要,国家・王朝,ビザンツ帝国,びざんつていこく,東ローマ帝国,複数時代,複数地域,バルカン半島・アナトリア・東地中海,東西分裂後の存続期間,395〜1453年,395,1453,395,exact_range,ローマ帝国の東西分裂からコンスタンティノープル陥落まで,3,time,存在したのはいつ？,395〜1453年,,place,どこ？,コンスタンティノープルを中心に、バルカン半島・アナトリア・東地中海。,,core,何をした？,ローマの国家制度とギリシア文化を継承し、**ユスティニアヌス法典**を編纂し、正教会文化を東ヨーロッパへ広げた。,ユスティニアヌス法典,,,,,「ビザンツ帝国」について説明せよ。,395〜1453年、コンスタンティノープルを中心にローマ帝国東部を継承し、**ユスティニアヌス法典**と正教会文化を発展させた帝国。,ユスティニアヌス法典,継承>ローマ帝国||制度>ユスティニアヌス法典||宗教>正教会||滅亡>オスマン帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/10-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Byzantine+Empire,単一資料確認
大学受験・最重要,WH-000025,30,大学受験・最重要,国家・王朝,フランク王国,ふらんくおうこく,,中世,ヨーロッパ,ガリア・西ヨーロッパ・中央ヨーロッパ,主要王国としての存続期間,481〜843年,481,843,481,exact_range,クローヴィス即位からヴェルダン条約による分割までを設定,3,time,主要王国として存在したのはいつ？,481〜843年,,place,どこ？,ガリアを中心とする西ヨーロッパ・中央ヨーロッパ。,,core,何をした？,クローヴィスがカトリックに改宗して教会と結びつき、**カール大帝**が西ヨーロッパの大部分を統一した。843年の**ヴェルダン条約**で分割された。,カール大帝|ヴェルダン条約,,,,,「フランク王国」について説明せよ。,481〜843年、ガリアを中心に成立し、カトリック教会と結びつき、**カール大帝**の時代に西ヨーロッパを広く統一した王国。**ヴェルダン条約**で分割された。,カール大帝|ヴェルダン条約,建国>クローヴィス||関係人物>カール大帝||条約>ヴェルダン条約||影響>神聖ローマ帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/13-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Frankish+Kingdom,単一資料確認
