dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,display_period,sort_year,question_id,stage,focus,question_type,question,answer,keywords,accepted_answers,answer_note,source_name,source_url
大学受験世界史・通史骨格55用語（全300問）,WH-000002,25,大学受験標準,文化・技術・学問,メソポタミア文明,めそぽたみあぶんめい,,古代,西アジア,ティグリス川・ユーフラテス川流域,前4千年紀〜前1千年紀,-3500,WH-000002-I01,integrated,統合説明,integrated,「メソポタミア文明」について説明せよ。,前4千年紀以降、**ティグリス川・ユーフラテス川**流域で灌漑農業を基盤に発達した文明。**シュメール人**が都市国家を築き、**楔形文字**・法典・暦などを発達させ、後の西アジア文明の基礎を作った。,ティグリス川・ユーフラテス川|灌漑農業|シュメール人|都市国家|楔形文字,,,世界史の窓：メソポタミア文明,https://www.y-history.net/appendix/wh0101-004.html
大学受験世界史・通史骨格55用語（全300問）,WH-000003,45,大学受験標準,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000003-B01,beginner,用語の特定,identify,ナイル川の定期的な増水を利用して発達した古代文明は？,エジプト文明,エジプト文明,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・通史骨格55用語（全300問）,WH-000003,45,大学受験標準,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000003-B02,beginner,政治,person,古代エジプトで神の化身とされた王を何という？,ファラオ,ファラオ,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・通史骨格55用語（全300問）,WH-000003,45,大学受験標準,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000003-B03,beginner,文化,content,古代エジプトで神殿や墓の碑文に用いられた文字は？,神聖文字,神聖文字,ヒエログリフ|象形文字,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・通史骨格55用語（全300問）,WH-000003,45,大学受験標準,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000003-R01,reverse,複合説明,reverse,何が発達した？,**前4千年紀末以降**、**ナイル川**の増水を利用する灌漑農業を基盤に統一国家が成立し、**ファラオ**が神権的に支配した。**ピラミッド**、**神聖文字**、太陽暦や測量術などが発達した。,ナイル川|灌漑農業|ファラオ|ピラミッド|神聖文字|太陽暦,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・通史骨格55用語（全300問）,WH-000003,45,大学受験標準,文化・技術・学問,エジプト文明,えじぷとぶんめい,,古代,北アフリカ,ナイル川流域,前4千年紀末以降,-3100,WH-000003-I01,integrated,統合説明,integrated,「エジプト文明」について説明せよ。,前4千年紀末以降、**ナイル川**流域で灌漑農業を基盤に発達した文明。**ファラオ**の神権政治のもとで**ピラミッド**や**神聖文字**が生まれ、太陽暦・測量術なども発達した。,ナイル川|灌漑農業|ファラオ|ピラミッド|神聖文字|太陽暦,,,世界史の窓：エジプト文明,https://www.y-history.net/appendix/wh0101-030_1.html
大学受験世界史・通史骨格55用語（全300問）,WH-000004,46,大学受験標準,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000004-B01,beginner,用語の特定,identify,前3千年紀、インダス川流域に計画都市を築いた文明は？,インダス文明,インダス文明,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・通史骨格55用語（全300問）,WH-000004,46,大学受験標準,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000004-B02,beginner,都市,place,インダス文明を代表する二つの都市遺跡は？,ハラッパーとモヘンジョ＝ダーロ,ハラッパー|モヘンジョ＝ダーロ,モヘンジョ＝ダーロとハラッパー|ハラッパー・モヘンジョ＝ダーロ,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・通史骨格55用語（全300問）,WH-000004,46,大学受験標準,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000004-B03,beginner,文化,content,印章などに残るが、現在も十分に解読されていない文字は？,インダス文字,インダス文字,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・通史骨格55用語（全300問）,WH-000004,46,大学受験標準,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000004-R01,reverse,複合説明,reverse,どのような文明だった？,**前2600年頃以降**、**インダス川**流域に成立し、**ハラッパー**や**モヘンジョ＝ダーロ**では街路・排水設備を備えた計画都市が築かれた。遠隔地交易も行われたが、**インダス文字**は未解読で、政治の実態には不明点が多い。,インダス川|ハラッパー|モヘンジョ＝ダーロ|計画都市|排水設備|インダス文字,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・通史骨格55用語（全300問）,WH-000004,46,大学受験標準,文化・技術・学問,インダス文明,いんだすぶんめい,,古代,南アジア,インダス川流域,前2600年頃〜前1800年頃,-2600,WH-000004-I01,integrated,統合説明,integrated,「インダス文明」について説明せよ。,前2600年頃から**インダス川**流域で栄えた文明。**ハラッパー**・**モヘンジョ＝ダーロ**に整然とした街路と排水設備を備えた計画都市が築かれ、遠隔地交易も行われたが、**インダス文字**は未解読である。,インダス川|ハラッパー|モヘンジョ＝ダーロ|計画都市|排水設備|インダス文字,,,世界史の窓：インダス文明,https://www.y-history.net/appendix/wh0201-001.html
大学受験世界史・通史骨格55用語（全300問）,WH-000005,54,大学受験標準,国家・王朝,殷,いん,商,古代,東アジア,黄河中下流域,前16世紀頃〜前11世紀頃,-1600,WH-000005-B01,beginner,用語の特定,identify,甲骨文字や青銅器を残し、考古学的に実在が確認される中国最古の王朝は？,殷,殷,商,,世界史の窓：殷,https://www.y-history.net/appendix/wh0203-015.html
大学受験世界史・通史骨格55用語（全300問）,WH-000005,54,大学受験標準,国家・王朝,殷,いん,商,古代,東アジア,黄河中下流域,前16世紀頃〜前11世紀頃,-1600,WH-000005-B02,beginner,文化,content,殷で占いの記録を亀甲や獣骨に刻んだ文字は？,甲骨文字,甲骨文字,,,世界史の窓：殷,https://www.y-history.net/appendix/wh0203-015.html
大学受験世界史・通史骨格55用語（全300問）,WH-000005,54,大学受験標準,国家・王朝,殷,いん,商,古代,東アジア,黄河中下流域,前16世紀頃〜前11世紀頃,-1600,WH-000005-B03,beginner,文化,content,殷の祭祀や権力を象徴する精巧な金属器は？,青銅器,青銅器,,,世界史の窓：殷,https://www.y-history.net/appendix/wh0203-015.html
大学受験世界史・通史骨格55用語（全300問）,WH-000005,54,大学受験標準,国家・王朝,殷,いん,商,古代,東アジア,黄河中下流域,前16世紀頃〜前11世紀頃,-1600,WH-000005-R01,reverse,複合説明,reverse,何をした？,前16世紀頃から黄河流域で栄え、王が祭祀と軍事を掌握した。**甲骨文字**による占いと記録、精巧な**青銅器**を特徴とし、都の遺跡として**殷墟**が知られる。,甲骨文字|青銅器|殷墟|黄河,,,世界史の窓：殷,https://www.y-history.net/appendix/wh0203-015.html
大学受験世界史・通史骨格55用語（全300問）,WH-000005,54,大学受験標準,国家・王朝,殷,いん,商,古代,東アジア,黄河中下流域,前16世紀頃〜前11世紀頃,-1600,WH-000005-I01,integrated,統合説明,integrated,「殷」について説明せよ。,前16世紀頃から黄河流域で栄えた、中国で実在が確認される最古の王朝。王が祭祀と軍事を掌握し、**甲骨文字**と精巧な**青銅器**を残し、都の跡として**殷墟**が知られる。,黄河|甲骨文字|青銅器|殷墟,,,世界史の窓：殷,https://www.y-history.net/appendix/wh0203-015.html
大学受験世界史・通史骨格55用語（全300問）,WH-000006,55,大学受験標準,国家・王朝,周,しゅう,,古代,東アジア,黄河流域を中心とする中国,前11世紀頃〜前256年,-1046,WH-000006-B01,beginner,用語の特定,identify,殷を倒し、諸侯を各地に配置して中国を支配した王朝は？,周,周,,,世界史の窓：周,https://www.y-history.net/appendix/wh0203-020.html
大学受験世界史・通史骨格55用語（全300問）,WH-000006,55,大学受験標準,国家・王朝,周,しゅう,,古代,東アジア,黄河流域を中心とする中国,前11世紀頃〜前256年,-1046,WH-000006-B02,beginner,制度,content,周が王族・功臣を諸侯として土地に封じた支配制度は？,封建制,封建制,,,世界史の窓：周,https://www.y-history.net/appendix/wh0203-020.html
大学受験世界史・通史骨格55用語（全300問）,WH-000006,55,大学受験標準,国家・王朝,周,しゅう,,古代,東アジア,黄河流域を中心とする中国,前11世紀頃〜前256年,-1046,WH-000006-B03,beginner,思想,content,徳を失った王朝は天に見放されるとして王朝交代を正当化した考えは？,天命思想,天命思想,天命,,世界史の窓：周,https://www.y-history.net/appendix/wh0203-020.html
大学受験世界史・通史骨格55用語（全300問）,WH-000006,55,大学受験標準,国家・王朝,周,しゅう,,古代,東アジア,黄河流域を中心とする中国,前11世紀頃〜前256年,-1046,WH-000006-R01,reverse,複合説明,reverse,何をした？,**前11世紀頃**に殷を倒し、王が親族や功臣を**諸侯**として各地に封じる**封建制**を築いた。王朝支配を**天命思想**で正当化したが、王権の弱体化後は春秋・戦国時代へ移った。,諸侯|封建制|天命思想|春秋・戦国時代,,,世界史の窓：周,https://www.y-history.net/appendix/wh0203-020.html
大学受験世界史・通史骨格55用語（全300問）,WH-000006,55,大学受験標準,国家・王朝,周,しゅう,,古代,東アジア,黄河流域を中心とする中国,前11世紀頃〜前256年,-1046,WH-000006-I01,integrated,統合説明,integrated,「周」について説明せよ。,前11世紀頃に殷を倒して成立し、親族・功臣を**諸侯**として各地に封じる**封建制**で支配した王朝。支配を**天命思想**で正当化したが、王権が弱まり春秋・戦国時代へ移行した。,諸侯|封建制|天命思想|春秋・戦国時代,,,世界史の窓：周,https://www.y-history.net/appendix/wh0203-020.html
大学受験世界史・通史骨格55用語（全300問）,WH-000007,47,大学受験標準,国家・王朝,ポリス,ぽりす,都市国家,古代,ヨーロッパ,古代ギリシア・エーゲ海世界,前8世紀頃〜前4世紀,-800,WH-000007-B01,beginner,用語の特定,identify,古代ギリシアで、市民が共同体を作って自治した都市国家を何という？,ポリス,ポリス,都市国家,,世界史の窓：ポリス,https://www.y-history.net/appendix/wh0102-021.html
大学受験世界史・通史骨格55用語（全300問）,WH-000007,47,大学受験標準,国家・王朝,ポリス,ぽりす,都市国家,古代,ヨーロッパ,古代ギリシア・エーゲ海世界,前8世紀頃〜前4世紀,-800,WH-000007-B02,beginner,都市構造,place,ポリスで神殿などが置かれた丘を何という？,アクロポリス,アクロポリス,,,世界史の窓：ポリス,https://www.y-history.net/appendix/wh0102-021.html
大学受験世界史・通史骨格55用語（全300問）,WH-000007,47,大学受験標準,国家・王朝,ポリス,ぽりす,都市国家,古代,ヨーロッパ,古代ギリシア・エーゲ海世界,前8世紀頃〜前4世紀,-800,WH-000007-B03,beginner,都市構造,place,ポリスの集会や市場の中心となった広場を何という？,アゴラ,アゴラ,,,世界史の窓：ポリス,https://www.y-history.net/appendix/wh0102-021.html
大学受験世界史・通史骨格55用語（全300問）,WH-000007,47,大学受験標準,国家・王朝,ポリス,ぽりす,都市国家,古代,ヨーロッパ,古代ギリシア・エーゲ海世界,前8世紀頃〜前4世紀,-800,WH-000007-R01,reverse,複合説明,reverse,どのような共同体だった？,**前8世紀頃以降**の古代ギリシアで成立した独立性の強い**都市国家**で、**市民**が軍事と政治に参加した。中心部には**アクロポリス**と**アゴラ**があったが、女性・奴隷・在留外人は市民権から除かれた。,都市国家|市民|アクロポリス|アゴラ|奴隷,,,世界史の窓：ポリス,https://www.y-history.net/appendix/wh0102-021.html
大学受験世界史・通史骨格55用語（全300問）,WH-000007,47,大学受験標準,国家・王朝,ポリス,ぽりす,都市国家,古代,ヨーロッパ,古代ギリシア・エーゲ海世界,前8世紀頃〜前4世紀,-800,WH-000007-I01,integrated,統合説明,integrated,「ポリス」について説明せよ。,前8世紀頃から古代ギリシア各地に成立した独立的な**都市国家**。**市民**が軍事・政治に参加し、都市の中心には**アクロポリス**と**アゴラ**があったが、女性・奴隷・在留外人には市民権がなかった。,都市国家|市民|アクロポリス|アゴラ|奴隷,,,世界史の窓：ポリス,https://www.y-history.net/appendix/wh0102-021.html
大学受験世界史・通史骨格55用語（全300問）,WH-000008,43,大学受験標準,国家・王朝,アケメネス朝ペルシア,あけめねすちょうぺるしあ,アケメネス朝,古代,西アジア,イラン高原を中心に西アジア・エジプト・中央アジア,前550年頃〜前330年,-550,WH-000008-B01,beginner,用語の特定,identify,キュロス2世が建国し、西アジアの広域を初めて統一したペルシアの王朝は？,アケメネス朝ペルシア,アケメネス朝ペルシア,アケメネス朝,,世界史の窓：アケメネス朝ペルシア,https://www.y-history.net/appendix/wh0101-103.html
大学受験世界史・通史骨格55用語（全300問）,WH-000008,43,大学受験標準,国家・王朝,アケメネス朝ペルシア,あけめねすちょうぺるしあ,アケメネス朝,古代,西アジア,イラン高原を中心に西アジア・エジプト・中央アジア,前550年頃〜前330年,-550,WH-000008-B02,beginner,中心人物,person,アケメネス朝ペルシアを建国した王は？,キュロス2世,キュロス2世,キュロス二世|キュロス大王,,世界史の窓：アケメネス朝ペルシア,https://www.y-history.net/appendix/wh0101-103.html
大学受験世界史・通史骨格55用語（全300問）,WH-000008,43,大学受験標準,国家・王朝,アケメネス朝ペルシア,あけめねすちょうぺるしあ,アケメネス朝,古代,西アジア,イラン高原を中心に西アジア・エジプト・中央アジア,前550年頃〜前330年,-550,WH-000008-B03,beginner,制度,content,ダレイオス1世が各州に置いた総督を何という？,サトラップ,サトラップ,州総督,,世界史の窓：アケメネス朝ペルシア,https://www.y-history.net/appendix/wh0101-103.html
大学受験世界史・通史骨格55用語（全300問）,WH-000008,43,大学受験標準,国家・王朝,アケメネス朝ペルシア,あけめねすちょうぺるしあ,アケメネス朝,古代,西アジア,イラン高原を中心に西アジア・エジプト・中央アジア,前550年頃〜前330年,-550,WH-000008-R01,reverse,複合説明,reverse,何をした？,**前6世紀**に**キュロス2世**が建国し、**ダレイオス1世**の時代に西アジアからエジプトまでを支配した。領土を州に分けて**サトラップ**を置き、**王の道**や駅伝制を整え、被征服民の宗教・慣習を比較的尊重した。,キュロス2世|ダレイオス1世|サトラップ|王の道|駅伝制,,,世界史の窓：アケメネス朝ペルシア,https://www.y-history.net/appendix/wh0101-103.html
大学受験世界史・通史骨格55用語（全300問）,WH-000008,43,大学受験標準,国家・王朝,アケメネス朝ペルシア,あけめねすちょうぺるしあ,アケメネス朝,古代,西アジア,イラン高原を中心に西アジア・エジプト・中央アジア,前550年頃〜前330年,-550,WH-000008-I01,integrated,統合説明,integrated,「アケメネス朝ペルシア」について説明せよ。,前6世紀、**キュロス2世**が建国し、**ダレイオス1世**の時代に西アジアからエジプトまで広がった大帝国。州に**サトラップ**を置き、**王の道**と駅伝制で統治し、被征服民の宗教・慣習を比較的尊重した。,キュロス2世|ダレイオス1世|サトラップ|王の道|駅伝制,,,世界史の窓：アケメネス朝ペルシア,https://www.y-history.net/appendix/wh0101-103.html
大学受験世界史・通史骨格55用語（全300問）,WH-000009,44,大学受験標準,宗教・宗派,仏教,ぶっきょう,,古代,南アジア,ガンジス川中流域からアジア各地,前5世紀頃以降,-500,WH-000009-B01,beginner,用語の特定,identify,欲望や執着を離れ、輪廻からの解脱を目指す教えを説いたインド起源の宗教は？,仏教,仏教,,,世界史の窓：仏教,https://www.y-history.net/appendix/wh0201-030.html
大学受験世界史・通史骨格55用語（全300問）,WH-000009,44,大学受験標準,宗教・宗派,仏教,ぶっきょう,,古代,南アジア,ガンジス川中流域からアジア各地,前5世紀頃以降,-500,WH-000009-B02,beginner,中心人物,person,仏教を開いた人物は？,ガウタマ＝シッダールタ,ガウタマ＝シッダールタ,ゴータマ＝シッダールタ|釈迦|ブッダ,,世界史の窓：仏教,https://www.y-history.net/appendix/wh0201-030.html
大学受験世界史・通史骨格55用語（全300問）,WH-000009,44,大学受験標準,宗教・宗派,仏教,ぶっきょう,,古代,南アジア,ガンジス川中流域からアジア各地,前5世紀頃以降,-500,WH-000009-B03,beginner,地域,place,仏教が成立したガンジス川中流域は、現在のどの地域にあたる？,北インド,北インド,インド北部,,世界史の窓：仏教,https://www.y-history.net/appendix/wh0201-030.html
大学受験世界史・通史骨格55用語（全300問）,WH-000009,44,大学受験標準,宗教・宗派,仏教,ぶっきょう,,古代,南アジア,ガンジス川中流域からアジア各地,前5世紀頃以降,-500,WH-000009-R01,reverse,複合説明,reverse,どんな宗教で、どのように広がった？,前5世紀頃の北インドで**ガウタマ＝シッダールタ**が開き、欲望と無知を克服して**輪廻**からの**解脱**を目指した。身分を超えて救いを説き、**アショーカ王**の保護や交易路を通じて中央・東・東南アジアへ広がった。,ガウタマ＝シッダールタ|輪廻|解脱|アショーカ王|交易路,,,世界史の窓：仏教,https://www.y-history.net/appendix/wh0201-030.html
大学受験世界史・通史骨格55用語（全300問）,WH-000009,44,大学受験標準,宗教・宗派,仏教,ぶっきょう,,古代,南アジア,ガンジス川中流域からアジア各地,前5世紀頃以降,-500,WH-000009-I01,integrated,統合説明,integrated,「仏教」について説明せよ。,前5世紀頃の北インドで**ガウタマ＝シッダールタ**が開いた宗教。欲望と無知を克服して**輪廻**からの**解脱**を目指し、**アショーカ王**の保護や交易路を通じてアジア各地へ広がった。,ガウタマ＝シッダールタ|輪廻|解脱|アショーカ王|交易路,,,世界史の窓：仏教,https://www.y-history.net/appendix/wh0201-030.html
大学受験世界史・通史骨格55用語（全300問）,WH-000010,14,大学受験標準,国家・王朝,秦,しん,,古代,東アジア,中国,前221年〜前206年,-221,WH-000010-B01,beginner,用語の特定,identify,前221年、戦国時代を終わらせて中国を初めて統一した王朝は？,秦,秦,,,世界史の窓：秦,https://www.y-history.net/appendix/wh0203-073.html
大学受験世界史・通史骨格55用語（全300問）,WH-000010,14,大学受験標準,国家・王朝,秦,しん,,古代,東アジア,中国,前221年〜前206年,-221,WH-000010-B02,beginner,中心人物,person,秦で中国を統一し、初めて皇帝を名乗った人物は？,始皇帝,始皇帝,,,世界史の窓：秦,https://www.y-history.net/appendix/wh0203-073.html
大学受験世界史・通史骨格55用語（全300問）,WH-000010,14,大学受験標準,国家・王朝,秦,しん,,古代,東アジア,中国,前221年〜前206年,-221,WH-000010-B03,beginner,制度,content,始皇帝が全国に広げ、中央から官吏を派遣した地方統治制度は？,郡県制,郡県制,,,世界史の窓：秦,https://www.y-history.net/appendix/wh0203-073.html
大学受験世界史・通史骨格55用語（全300問）,WH-000010,14,大学受験標準,国家・王朝,秦,しん,,古代,東アジア,中国,前221年〜前206年,-221,WH-000010-R01,reverse,複合説明,reverse,何をした？,前221年に**始皇帝**が中国を初めて統一し、**郡県制**による中央集権を進めた。文字・貨幣・度量衡・車軌を統一したが、重税や労役、厳しい法治に反発が高まり、短期間で滅んだ。,始皇帝|郡県制|中央集権|文字・貨幣・度量衡の統一,,,世界史の窓：秦,https://www.y-history.net/appendix/wh0203-073.html
大学受験世界史・通史骨格55用語（全300問）,WH-000010,14,大学受験標準,国家・王朝,秦,しん,,古代,東アジア,中国,前221年〜前206年,-221,WH-000010-I01,integrated,統合説明,integrated,「秦」について説明せよ。,前221年に**始皇帝**が中国を初めて統一した王朝。**郡県制**で中央集権化し、文字・貨幣・度量衡などを統一したが、重税・労役と厳しい法治への反発から短命に終わった。,始皇帝|郡県制|中央集権|文字・貨幣・度量衡の統一,,,世界史の窓：秦,https://www.y-history.net/appendix/wh0203-073.html
大学受験世界史・通史骨格55用語（全300問）,WH-000011,15,大学受験標準,国家・王朝,漢,かん,前漢|後漢,古代,東アジア,中国を中心に東アジア・中央アジア,前202年〜220年,-202,WH-000011-B01,beginner,用語の特定,identify,秦の滅亡後、劉邦が建国し、前漢・後漢を通じて中国を長く支配した王朝は？,漢,漢,漢王朝,,世界史の窓：漢,https://www.y-history.net/appendix/wh0203-085.html
大学受験世界史・通史骨格55用語（全300問）,WH-000011,15,大学受験標準,国家・王朝,漢,かん,前漢|後漢,古代,東アジア,中国を中心に東アジア・中央アジア,前202年〜220年,-202,WH-000011-B02,beginner,中心人物,person,漢を建国し、高祖となった人物は？,劉邦,劉邦,高祖,,世界史の窓：漢,https://www.y-history.net/appendix/wh0203-085.html
大学受験世界史・通史骨格55用語（全300問）,WH-000011,15,大学受験標準,国家・王朝,漢,かん,前漢|後漢,古代,東アジア,中国を中心に東アジア・中央アジア,前202年〜220年,-202,WH-000011-B03,beginner,関連,person,武帝が大月氏との同盟を求めて西域へ派遣した人物は？,張騫,張騫,,,世界史の窓：漢,https://www.y-history.net/appendix/wh0203-085.html
大学受験世界史・通史骨格55用語（全300問）,WH-000011,15,大学受験標準,国家・王朝,漢,かん,前漢|後漢,古代,東アジア,中国を中心に東アジア・中央アジア,前202年〜220年,-202,WH-000011-R01,reverse,複合説明,reverse,何をした？,**前202年**に**劉邦**が秦の後に建国し、郡県制と封建制を組み合わせた**郡国制**から中央集権を強めた。**武帝**は儒学を重視して対外遠征を進め、**張騫**の派遣を通じてシルクロード交易が発達した。,劉邦|郡国制|武帝|儒学|張騫|シルクロード,,,世界史の窓：漢,https://www.y-history.net/appendix/wh0203-085.html
大学受験世界史・通史骨格55用語（全300問）,WH-000011,15,大学受験標準,国家・王朝,漢,かん,前漢|後漢,古代,東アジア,中国を中心に東アジア・中央アジア,前202年〜220年,-202,WH-000011-I01,integrated,統合説明,integrated,「漢」について説明せよ。,前202年に**劉邦**が建国し、前漢・後漢を通じて中国を支配した王朝。**郡国制**から中央集権を強め、**武帝**は儒学を重視して対外進出を進め、**張騫**派遣を契機にシルクロード交易が発達した。,劉邦|郡国制|武帝|儒学|張騫|シルクロード,,,世界史の窓：漢,https://www.y-history.net/appendix/wh0203-085.html
大学受験世界史・通史骨格55用語（全300問）,WH-000012,7,大学受験標準,国家・王朝,ローマ帝国,ろーまていこく,,古代,ヨーロッパ,地中海世界・西アジア・北アフリカ,前27年〜後5世紀,-27,WH-000012-B01,beginner,用語の特定,identify,前27年にアウグストゥスの元首政から始まり、地中海世界を支配した国家は？,ローマ帝国,ローマ帝国,,,世界史の窓：ローマ帝国,https://www.y-history.net/appendix/wh0103-069.html
