dataset_label,item_id,importance_rank,difficulty_label,unit,subunit,item,reading,aliases,prerequisite_ids,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
生物基礎_Deck1_最重要骨格,BB-000011,11,Deck1・最重要骨格,ヒトの体の調節,体内環境の維持,インスリン,いんすりん,なし,なし,BB-000011-C01,identify,血糖濃度を低下させるホルモンは何か,血糖濃度を低下させるホルモンは何か。,インスリン,インスリン,インスリンは細胞へのグルコース取り込みや、肝臓でのグリコーゲン合成を促進する。,グルカゴン,インスリンは血糖濃度を下げ、グルカゴンは上げる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,グリコーゲン=ぐりこーげん｜インスリン=いんすりん｜グルコース=ぐるこーす｜ホルモン=ほるもん｜血糖濃度=けっとうのうど｜細胞=さいぼう
生物基礎_Deck1_最重要骨格,BB-000012,12,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,生産者,せいさんしゃ,なし,なし,BB-000012-C01,identify,無機物から有機物をつくり、生態系へエネルギーを取り込む生物を何というか,無機物から有機物をつくり、生態系へエネルギーを取り込む生物を何というか。,生産者,生産者,陸上では主に緑色植物、水域では植物プランクトンなどが生産者となる。,消費者,生産者は無機物から有機物をつくり、消費者は他の生物や有機物を食べる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,植物プランクトン=しょくぶつぷらんくとん｜有機物=ゆうきぶつ｜無機物=むきぶつ｜生態系=せいたいけい｜生産者=せいさんしゃ
生物基礎_Deck1_最重要骨格,BB-000013,13,Deck1・最重要骨格,生物の特徴,生物とエネルギー,光合成,こうごうせい,なし,なし,BB-000013-C01,identify,光エネルギーを利用して、二酸化炭素と水から有機物をつくる反応は何か,光エネルギーを利用して、二酸化炭素と水から有機物をつくる反応は何か。,光合成,光合成,光合成では光エネルギーが有機物の化学エネルギーへ変換され、酸素が生じる。,呼吸,光合成は有機物を合成してエネルギーを蓄え、呼吸は有機物を分解してエネルギーを取り出す。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,化学エネルギー=かがくえねるぎー｜光エネルギー=ひかりえねるぎー｜二酸化炭素=にさんかたんそ｜光合成=こうごうせい｜有機物=ゆうきぶつ｜酸素=さんそ
生物基礎_Deck1_最重要骨格,BB-000014,14,Deck1・最重要骨格,ヒトの体の調節,体内環境の維持,グルカゴン,ぐるかごん,なし,なし,BB-000014-C01,identify,血糖濃度を上昇させる、膵臓のランゲルハンス島α細胞から分泌されるホルモンは何か,血糖濃度を上昇させる、膵臓のランゲルハンス島α細胞から分泌されるホルモンは何か。,グルカゴン,グルカゴン,グルカゴンは肝臓でグリコーゲンの分解などを促し、血液中へグルコースを供給する。,インスリン,グルカゴンは血糖濃度を上げ、インスリンは下げる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,ランゲルハンス島=らんげるはんすとう｜グリコーゲン=ぐりこーげん｜グルカゴン=ぐるかごん｜グルコース=ぐるこーす｜ホルモン=ほるもん｜血糖濃度=けっとうのうど
生物基礎_Deck1_最重要骨格,BB-000015,15,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,消費者,しょうひしゃ,なし,なし,BB-000015-C01,identify,他の生物やそのつくった有機物を食べて、物質とエネルギーを得る生物を何というか,他の生物やそのつくった有機物を食べて、物質とエネルギーを得る生物を何というか。,消費者,消費者,草食動物や肉食動物などが消費者に含まれる。,生産者,消費者は他の生物由来の有機物を利用し、生産者は無機物から有機物をつくる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,有機物=ゆうきぶつ｜消費者=しょうひしゃ
生物基礎_Deck1_最重要骨格,BB-000016,16,Deck1・最重要骨格,生物の特徴,生物とエネルギー,呼吸,こきゅう,なし,なし,BB-000016-C01,identify,有機物を分解し、生命活動に利用できるエネルギーを取り出す反応は何か,有機物を分解し、生命活動に利用できるエネルギーを取り出す反応は何か。,呼吸,呼吸,酸素を用いる呼吸では、有機物と酸素から二酸化炭素と水が生じる。,光合成,呼吸は有機物からエネルギーを取り出し、光合成は有機物へエネルギーを蓄える。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,二酸化炭素=にさんかたんそ｜生命活動=せいめいかつどう｜有機物=ゆうきぶつ｜呼吸=こきゅう｜酸素=さんそ
生物基礎_Deck1_最重要骨格,BB-000017,17,Deck1・最重要骨格,ヒトの体の調節,免疫,自然免疫,しぜんめんえき,先天性免疫,なし,BB-000017-C01,identify,病原体の種類を厳密に区別せず、生まれつき備わっている防御反応を何というか,病原体の種類を厳密に区別せず、生まれつき備わっている防御反応を何というか。,自然免疫,自然免疫｜先天性免疫,皮膚・粘膜による防御や、食細胞の食作用などが含まれる。,獲得免疫,自然免疫は非特異的で速く、獲得免疫は抗原特異的で免疫記憶を形成する。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,自然免疫=しぜんめんえき｜食作用=しょくさよう｜食細胞=しょくさいぼう｜皮膚=ひふ｜粘膜=ねんまく
生物基礎_Deck1_最重要骨格,BB-000018,18,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,分解者,ぶんかいしゃ,なし,なし,BB-000018-C01,identify,生物の遺体や排出物の有機物を分解し、無機物へ戻す生物を何というか,生物の遺体や排出物の有機物を分解し、無機物へ戻す生物を何というか。,分解者,分解者,細菌や菌類などが代表的な分解者で、物質循環を支える。,消費者,分解者は遺体・排出物を無機物へ戻し、消費者は生きた生物などを食べる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,物質循環=ぶっしつじゅんかん｜分解者=ぶんかいしゃ｜有機物=ゆうきぶつ｜無機物=むきぶつ
生物基礎_Deck1_最重要骨格,BB-000019,19,Deck1・最重要骨格,生物の特徴,生物とエネルギー,酵素,こうそ,なし,なし,BB-000019-C01,identify,生体内の化学反応を促進する触媒として働く物質は何か,生体内の化学反応を促進する触媒として働く物質は何か。,酵素,酵素,多くの酵素はタンパク質で、特定の基質に作用する。,基質,酵素は反応を促進する側、基質は酵素が作用する物質である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,タンパク質=たんぱくしつ｜基質=きしつ｜触媒=しょくばい｜酵素=こうそ
生物基礎_Deck1_最重要骨格,BB-000020,20,Deck1・最重要骨格,ヒトの体の調節,免疫,獲得免疫,かくとくめんえき,適応免疫,なし,BB-000020-C01,identify,特定の抗原を認識して働き、免疫記憶を形成する防御反応を何というか,特定の抗原を認識して働き、免疫記憶を形成する防御反応を何というか。,獲得免疫,獲得免疫｜適応免疫,獲得免疫には抗体が中心の体液性免疫と、T細胞が中心の細胞性免疫がある。,自然免疫,獲得免疫は抗原特異的で記憶をもち、自然免疫は非特異的で速い。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,体液性免疫=たいえきせいめんえき｜細胞性免疫=さいぼうせいめんえき｜免疫記憶=めんえききおく｜獲得免疫=かくとくめんえき｜T細胞=てぃーさいぼう｜抗体=こうたい
生物基礎_Deck1_最重要骨格,BB-000021,21,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,食物連鎖,しょくもつれんさ,なし,なし,BB-000021-C01,identify,生物が食べる・食べられる関係で鎖状につながることを何というか,生物が食べる・食べられる関係で鎖状につながることを何というか。,食物連鎖,食物連鎖,食物連鎖を通じて物質とエネルギーが生産者から高次の消費者へ移る。,食物網,食物連鎖は一本のつながり、食物網は多数の食物連鎖が網状に結び付いたもの。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,食物連鎖=しょくもつれんさ｜消費者=しょうひしゃ｜生産者=せいさんしゃ
生物基礎_Deck1_最重要骨格,BB-000022,22,Deck1・最重要骨格,生物の特徴,生物の共通性と多様性,原核細胞,げんかくさいぼう,なし,なし,BB-000022-C01,identify,核膜で囲まれた核をもたない細胞を何というか,核膜で囲まれた核をもたない細胞を何というか。,原核細胞,原核細胞,原核細胞ではDNAが細胞質中に存在し、細菌などにみられる。,真核細胞,原核細胞は核膜で囲まれた核をもたず、真核細胞はもつ。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,原核細胞=げんかくさいぼう｜核膜=かくまく
生物基礎_Deck1_最重要骨格,BB-000023,23,Deck1・最重要骨格,ヒトの体の調節,免疫,抗体,こうたい,免疫グロブリン,なし,BB-000023-C01,identify,抗原に特異的に結合する、形質細胞がつくるタンパク質を何というか,抗原に特異的に結合する、形質細胞がつくるタンパク質を何というか。,抗体,抗体｜免疫グロブリン,抗体は抗原と結合し、病原体の無力化や排除を助ける。,抗原,抗原は免疫反応を引き起こす目印、抗体はそれに特異的に結合する分子である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,タンパク質=たんぱくしつ｜形質細胞=けいしつさいぼう｜抗体=こうたい｜抗原=こうげん
生物基礎_Deck1_最重要骨格,BB-000024,24,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,食物網,しょくもつもう,なし,BB-000021,BB-000024-C01,identify,複数の食物連鎖が互いに結び付き、網状になった関係を何というか,複数の食物連鎖が互いに結び付き、網状になった関係を何というか。,食物網,食物網,実際の生態系では一種が複数の生物を食べるため、食物網が形成される。,食物連鎖,食物網は多数のつながり、食物連鎖は一本のつながりを表す。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,食物連鎖=しょくもつれんさ｜生態系=せいたいけい｜食物網=しょくもつもう
生物基礎_Deck1_最重要骨格,BB-000025,25,Deck1・最重要骨格,生物の特徴,生物の共通性と多様性,真核細胞,しんかくさいぼう,なし,なし,BB-000025-C01,identify,核膜で囲まれた核をもつ細胞を何というか,核膜で囲まれた核をもつ細胞を何というか。,真核細胞,真核細胞,真核細胞は核やミトコンドリアなどの細胞小器官をもつ。,原核細胞,真核細胞は核膜で囲まれた核をもち、原核細胞はもたない。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,ミトコンドリア=みとこんどりあ｜細胞小器官=さいぼうしょうきかん｜真核細胞=しんかくさいぼう｜核膜=かくまく
生物基礎_Deck1_最重要骨格,BB-000026,26,Deck1・最重要骨格,ヒトの体の調節,免疫,抗原,こうげん,なし,なし,BB-000026-C01,identify,免疫系に異物として認識され、特異的な免疫反応の対象となる物質を何というか,免疫系に異物として認識され、特異的な免疫反応の対象となる物質を何というか。,抗原,抗原,病原体表面のタンパク質などが抗原となる。,抗体,抗原は認識される対象、抗体は抗原に結合する分子である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,タンパク質=たんぱくしつ｜抗原=こうげん
生物基礎_Deck1_最重要骨格,BB-000027,27,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,栄養段階,えいようだんかい,なし,BB-000021,BB-000027-C01,identify,食物連鎖の中で、生産者・一次消費者・二次消費者などの位置を何というか,食物連鎖の中で、生産者・一次消費者・二次消費者などの位置を何というか。,栄養段階,栄養段階,栄養段階が上がるほど、利用できるエネルギー量は一般に少なくなる。,生態ピラミッド,栄養段階は食物連鎖上の位置、生態ピラミッドは各段階の量を図示したもの。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,栄養段階=えいようだんかい｜食物連鎖=しょくもつれんさ｜消費者=しょうひしゃ｜生産者=せいさんしゃ
生物基礎_Deck1_最重要骨格,BB-000028,28,Deck1・最重要骨格,生物の特徴,生物とエネルギー,ミトコンドリア,みとこんどりあ,なし,BB-000025｜BB-000016,BB-000028-C01,identify,真核細胞で、酸素を用いる呼吸の大部分が行われる細胞小器官は何か,真核細胞で、酸素を用いる呼吸の大部分が行われる細胞小器官は何か。,ミトコンドリア,ミトコンドリア,ミトコンドリアでは有機物からエネルギーが取り出され、ATPが合成される。,葉緑体,ミトコンドリアは呼吸、葉緑体は光合成の中心となる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,ミトコンドリア=みとこんどりあ｜細胞小器官=さいぼうしょうきかん｜真核細胞=しんかくさいぼう｜有機物=ゆうきぶつ｜呼吸=こきゅう｜酸素=さんそ
生物基礎_Deck1_最重要骨格,BB-000029,29,Deck1・最重要骨格,ヒトの体の調節,免疫,B細胞,びーさいぼう,Bリンパ球,なし,BB-000029-C01,identify,抗原の刺激を受けて形質細胞や記憶細胞へ分化し、体液性免疫を担うリンパ球は何か,抗原の刺激を受けて形質細胞や記憶細胞へ分化し、体液性免疫を担うリンパ球は何か。,B細胞,B細胞｜Bリンパ球,B細胞から分化した形質細胞が抗体を大量に分泌する。,T細胞,B細胞は主に抗体産生、T細胞は免疫反応の調節や感染細胞の攻撃を担う。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,体液性免疫=たいえきせいめんえき｜リンパ球=りんぱきゅう｜形質細胞=けいしつさいぼう｜記憶細胞=きおくさいぼう｜B細胞=びーさいぼう｜抗体=こうたい
生物基礎_Deck1_最重要骨格,BB-000030,30,Deck1・最重要骨格,生物の多様性と生態系,生態系とその保全,捕食者,ほしょくしゃ,なし,なし,BB-000030-C01,identify,他の生物を捕らえて食べる側の生物を何というか,他の生物を捕らえて食べる側の生物を何というか。,捕食者,捕食者,捕食者の増減は被食者だけでなく、食物網を通じて他の種にも影響する。,被食者,捕食者は食べる側、被食者は食べられる側である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,捕食者=ほしょくしゃ｜被食者=ひしょくしゃ｜食物網=しょくもつもう
