"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-18-02-011","一問一答","用語の特定","1550年、アルタン＝ハンが北京に侵入・包囲した事件は？","庚戌の変。","1449年の土木の変とは、指導者も事件の内容も異なる。","","18_中華帝国の繁栄（明・清）.md","p.282","L52"
"WHSO-05-18-02-012","一問一答","内容","前期倭寇が主に活動したのは何世紀で、中心とされるのはどの国の人々か？","14世紀で、日本人が中心とされる。","本文は、武装集団に日本人が多く、密貿易自体には日中双方が関わったと説明する。","","18_中華帝国の繁栄（明・清）.md","p.282;p.284;p.286","L54;L126;L190"
"WHSO-05-18-02-013","一問一答","人物","倭寇の取り締まりを条件に明へ朝貢し、勘合貿易をおこなった室町幕府の将軍は？","足利義満。","明から日本国王として冊封された。","","18_中華帝国の繁栄（明・清）.md","p.282;p.286;p.287","L55;L194-L202"
"WHSO-05-18-02-014","一問一答","用語の特定","足利義満のもとで開始された、正式の使節を通行証で確認する日明貿易は？","勘合貿易。","勘合は使節が正式なものかを確かめるために用いられた。","","18_中華帝国の繁栄（明・清）.md","p.282;p.287","L55;L202"
"WHSO-05-18-02-015","一問一答","内容","後期倭寇が主に活動したのは何世紀で、中心とされるのはどの国の人々か？","16世紀で、中国人が中心とされる。","本文は、武装集団の多くが中国人になったこととして説明する。","","18_中華帝国の繁栄（明・清）.md","p.282;p.287","L56;L204"
"WHSO-05-18-02-016","一問一答","時期","明が日本との貿易を除いて民間の海外交易を認め、海禁を緩和したのは何年か？","1567年。","海禁の緩和は、日本との直接貿易まで全面解禁したことを意味しない。","","18_中華帝国の繁栄（明・清）.md","p.282;p.287","L57;L212"
"WHSO-05-18-02-017","一問一答","原因","前期倭寇の活動が広がった日本側の背景は？","鎌倉幕府の衰退と南北朝の動乱により、西国への統制がゆるんだこと。","商人や武士の活動が、朝鮮・中国沿岸への襲撃にもつながった。","","18_中華帝国の繁栄（明・清）.md","p.284","L126"
"WHSO-05-18-02-018","一問一答","用語の特定","明が民間の海外貿易を禁止し、密貿易を取り締まった政策は？","海禁政策。","海外との関係を一切断つのではなく、朝貢貿易は認めた。","","18_中華帝国の繁栄（明・清）.md","p.284","L128"
"WHSO-05-18-02-019","一問一答","原因","洪武帝が海禁政策をとった目的は？","貿易を国家の管理下に置き、倭寇や密貿易を抑えるため。","貿易統制と沿岸の秩序維持を結びつけた政策である。","","18_中華帝国の繁栄（明・清）.md","p.284","L128"
"WHSO-05-18-02-020","一問一答","関係","明の海禁政策では、何を禁止し、どのような貿易を認めたか？","民間の海外貿易を禁止し、朝貢貿易を認めた。","海禁を「すべての対外交易の停止」と理解しない。","","18_中華帝国の繁栄（明・清）.md","p.284;p.285","L128;L138"
"WHSO-05-18-02-021","一問一答","逆向きの説明","中国王朝との関係でいう「朝貢」とは何か？","周辺諸国が中国の朝廷に使者を送り、貢物を持って挨拶に来ること。","皇帝は返礼の品を与え、朝貢は貿易にも結びついた。","","18_中華帝国の繁栄（明・清）.md","p.285","L136"
"WHSO-05-18-02-022","一問一答","逆向きの説明","中国王朝がおこなった「冊封」とは何か？","周辺国の君主に、中国の皇帝が官位や爵位を授けること。","朝貢に来た側の君主を、国王などとして位置づけた。","","18_中華帝国の繁栄（明・清）.md","p.285","L136"
"WHSO-05-18-02-023","一問一答","関係","朝貢と冊封では、誰が誰に何をおこなうか？","朝貢は周辺国が中国の朝廷に貢物を持参し、冊封は中国皇帝が周辺国の君主に官位・爵位を授ける。","行為の主体と方向を逆にしないことが重要である。","","18_中華帝国の繁栄（明・清）.md","p.285","L136"
"WHSO-05-18-02-024","一問一答","内容","朝貢貿易では、朝貢使節に同行した商人はどのように取引したか？","使節の訪問中、中国政府が許可した特許商人と貿易した。","外交使節の朝貢と、それに伴う商人の貿易をあわせた仕組みである。","","18_中華帝国の繁栄（明・清）.md","p.285","L138"
"WHSO-05-18-02-025","一問一答","内容","明の朝貢貿易で商人が買い求めた、代表的な中国物産を三つ答えなさい。","絹・陶磁器・茶。","周辺諸国に持ち帰って転売される商品でもあった。","","18_中華帝国の繁栄（明・清）.md","p.285","L138"
"WHSO-05-18-02-026","一問一答","用語の特定","明が朝貢・冊封を通じて周辺諸国との政治関係と貿易を管理しようとした国際的な秩序は？","冊封体制。","朝貢使節の往来だけでなく、貿易の統制とも結びついた。","","18_中華帝国の繁栄（明・清）.md","p.285","L138"
"WHSO-05-18-02-027","一問一答","原因","鄭和の南海諸国遠征の主な目的は？","明の威信を示して朝貢国を増やし、冊封体制をアジア海域に広げること。","資料は、領土獲得を主目的とする遠征ではないと強調している。","","18_中華帝国の繁栄（明・清）.md","p.285;p.284","L165;L118"
"WHSO-05-18-02-028","一問一答","内容","鄭和はどの宗教の信徒で、宮廷ではどのような身分だったか？","イスラーム教徒で、宦官だった。","ムスリム商人が活躍するインド洋への遠征と結びつけて理解する。","","18_中華帝国の繁栄（明・清）.md","p.285","L165"
"WHSO-05-18-02-029","一問一答","場所","鄭和の艦隊は東南アジア・インド洋を越え、最も遠くではどの地域まで達したか？","アフリカ東岸。","本文ではマリンディなどが到達地として挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.286","L182"
"WHSO-05-18-02-030","一問一答","場所","鄭和の南海諸国遠征で訪れた、アフリカ東岸の港市として本文に挙げられる都市は？","マリンディ。","東南アジアだけに遠征したのではないことを確認する。","","18_中華帝国の繁栄（明・清）.md","p.286","L182"
"WHSO-05-18-02-031","一問一答","結果","鄭和の南海諸国遠征は、明への朝貢と南海交易にどのような影響を与えたか？","朝貢国が増え、南海貿易が活発になった。","艦隊の派遣を、政治的関係と交易の両面から捉える。","","18_中華帝国の繁栄（明・清）.md","p.286","L182"
"WHSO-05-18-02-032","一問一答","人物","琉球を統一し、明との朝貢貿易を進めた中山王は？","尚巴志。","琉球王国は中国物産を日本や東南アジアへ運ぶ中継貿易で栄えた。","","18_中華帝国の繁栄（明・清）.md","p.286","L184"
"WHSO-05-18-02-033","一問一答","原因","琉球王国が中継貿易で繁栄したのはなぜか？","明との朝貢貿易で中国物産を入手し、東シナ海と南シナ海を結ぶ位置を生かして日本や東南アジアと取引したため。","地理的位置と朝貢貿易の特権をあわせて整理する。","","18_中華帝国の繁栄（明・清）.md","p.286","L184"
"WHSO-05-18-02-034","一問一答","用語の特定","礼の秩序を守る琉球王国をたたえた呼称は？","守礼の邦。","本文では、勘合なしで朝貢できる特権とも結びつけて説明される。","","18_中華帝国の繁栄（明・清）.md","p.286","L184"
"WHSO-05-18-02-035","一問一答","主体","明の保護を得てタイのアユタヤ朝の圧迫を脱し、海峡貿易で発展した王国は？","マラッカ王国。","鄭和の遠征に協力して港を提供し、明に朝貢した。","","18_中華帝国の繁栄（明・清）.md","p.286","L186"
"WHSO-05-18-02-036","一問一答","原因","マラッカ王国が明に朝貢し、鄭和の遠征に協力した政治的な理由は？","アユタヤ朝の圧迫に対し、明の保護を得るため。","朝貢関係が周辺国家間の力関係にも影響した例である。","","18_中華帝国の繁栄（明・清）.md","p.286","L186"
"WHSO-05-18-02-037","一問一答","結果","マラッカ王国がイスラーム教を受容したことは、交易にどのような効果をもたらしたか？","ムスリム商人が多数来航し、交易拠点として発展した。","中国物産・香辛料・インドの綿織物などが集まった。","","18_中華帝国の繁栄（明・清）.md","p.286","L186"
"WHSO-05-18-02-038","一問一答","場所","明代のマラッカに香辛料を供給した、マルク諸島の別名は？","モルッカ諸島。","中国物産やインドの綿織物とともに、香辛料がマラッカに集積した。","","18_中華帝国の繁栄（明・清）.md","p.286","L186"
"WHSO-05-18-02-039","一問一答","原因","明の海禁政策のもとで、日中の商人が武装した密貿易をおこなったのはなぜか？","合法的な民間貿易が禁じられる一方、日本では中国産生糸の需要が高く、取り締まりへの対抗も必要になったため。","本文は倭寇を、交易の利益と武装が結びついた活動として説明する。","","18_中華帝国の繁栄（明・清）.md","p.286","L190"
"WHSO-05-18-02-040","一問一答","関係","前期倭寇と後期倭寇を、時期と武装集団の中心の違いから説明しなさい。","前期は14世紀中心で日本人が多く、後期は16世紀中心で中国人が多かった。","密貿易には日中双方が関わっており、単純に一国だけの活動とはしていない。","","18_中華帝国の繁栄（明・清）.md","p.286;p.287","L190;L204"
"WHSO-05-18-02-041","一問一答","用語の特定","足利義満が明から冊封された際に与えられた称号は？","日本国王。","明との朝貢・冊封関係のなかで与えられた称号である。","","18_中華帝国の繁栄（明・清）.md","p.287","L202"
"WHSO-05-18-02-042","一問一答","原因","勘合貿易で勘合を使用した目的は？","入港する使節が正式の使節かどうかを確認するため。","本文では、日本だけに用いられた仕組みではないと説明される。","","18_中華帝国の繁栄（明・清）.md","p.287","L202"
"WHSO-05-18-02-043","一問一答","場所","後期倭寇の活動拡大に関係した、日本で銀を大量に産出した鉱山は？","石見銀山。","銀生産の拡大が、中国産生糸との取引を活発にした。","","18_中華帝国の繁栄（明・清）.md","p.287","L204"
"WHSO-05-18-02-044","一問一答","用語の特定","16世紀の石見銀山で導入され、銀生産の拡大につながった技術は？","灰吹法。","銀の供給増加を、日中交易の拡大と結びつける。","","18_中華帝国の繁栄（明・清）.md","p.287","L204"
"WHSO-05-18-02-045","一問一答","関係","後期倭寇と結びついた日中の密貿易では、日本側の銀は中国側の何と交換されたか？","中国産の生糸。","日本銀の流入と中国物産の輸出という対応を押さえる。","","18_中華帝国の繁栄（明・清）.md","p.287","L204"
"WHSO-05-18-02-046","一問一答","人物","16世紀の後期倭寇で、密貿易によって富を築いた代表的な頭領は？","王直。","後期倭寇の中国人商人の活動を示す人物である。","","18_中華帝国の繁栄（明・清）.md","p.287","L204"
"WHSO-05-18-02-047","一問一答","原因","エセン＝ハンが明に侵入し、土木の変を起こした背景は？","明に求めた朝貢貿易の拡大が拒否されたこと。","北方の軍事的対立にも交易を求める動きがあった。","","18_中華帝国の繁栄（明・清）.md","p.287","L208"
"WHSO-05-18-02-048","一問一答","関係","北虜南倭の「北虜」と「南倭」は、それぞれ何を指すか？","北虜は北方のモンゴル勢力の侵入、南倭は南方沿岸の倭寇の活動を指す。","資料は、両者を明の貿易制限への反発として関連づけている。","","18_中華帝国の繁栄（明・清）.md","p.287","L210"
"WHSO-05-18-02-049","一問一答","内容","北虜南倭への対応で、明は北方と海上の貿易をどのように変更したか？","タタールとの朝貢貿易を再開し、海上では日本との貿易を除く民間交易を認めた。","軍事的対処だけでなく、交易を認める政策変更がおこなわれた。","","18_中華帝国の繁栄（明・清）.md","p.287","L212"
"WHSO-05-18-02-050","一問一答","結果","明が海禁を緩和して民間海外交易を認めると、倭寇の活動はどうなったか？","収まった。","本文では、合法的に貿易できることが密貿易の武装化を弱めたと説明する。","","18_中華帝国の繁栄（明・清）.md","p.287","L212"
"WHSO-05-18-02-051","一問一答","用語の特定","日明間の直接貿易が認められないなか、日中の商人が東南アジアで落ち合って取引した貿易は？","出会貿易。","海禁緩和後も残った日明直接貿易の禁止に対応した仕組みである。","","18_中華帝国の繁栄（明・清）.md","p.287","L212"
"WHSO-05-18-02-052","一問一答","用語の特定","江戸幕府の家康の時代に奨励され、日本人の東南アジア進出を促した貿易は？","朱印船貿易。","明側の海禁緩和と日本側の貿易奨励を関連づける。","","18_中華帝国の繁栄（明・清）.md","p.287","L212"
"WHSO-05-18-02-053","一問一答","結果","出会貿易などで日中の商人が東南アジアに進出すると、各地にどのような居留地ができたか？","日本町や華人街。","交易拠点に商人が集まり、居住するようになった。","","18_中華帝国の繁栄（明・清）.md","p.287","L212"
"WHSO-05-18-02-054","一問一答","結果","北虜南倭への軍事的対応は、明の財政にどのような影響を与えたか？","軍事費を膨張させ、深刻な財政難につながった。","この財政難が、続く張居正の改革の背景となる。","","18_中華帝国の繁栄（明・清）.md","p.287","L212"
