"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-24-01-022","イタリア戦争は、イタリアとフランスのルネサンスにそれぞれどのような影響を与えたか？","戦争で混乱したイタリアでは衰退し、イタリアに進出したフランスでは発展した。","戦争は政治秩序だけでなく、文化の中心や広がりにも影響した。","結果","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","384","77"
"WH-24-01-023","国王が全国を統一し、自らに権力を集中させて中央集権化を進める近世の政治体制は？","絶対王政（絶対主義）。","中世の身分秩序を残しながら、国王への権力集中が進んだ体制である。","用語の特定","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","384","89"
"WH-24-01-024","絶対王政において、国王の全国支配を支える行政・軍事の二つの制度は？","官僚制と常備軍。","国王の命令を実行する役人と、国王直属の軍隊が中央集権化を支えた。","内容","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","384","91"
"WH-24-01-025","絶対王政の財源確保のため、貴金属貨幣を蓄えることを重視した経済政策を何というか？","重商主義。","官僚や軍隊の維持には、継続的な財源が必要だった。","用語の特定","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","384","91"
"WH-24-01-026","絶対王政の国王が重商主義政策をとったのはなぜか？","官僚制や常備軍の維持に必要な財源を確保するため。","中央集権的な支配の拡大は、国家の支出増加と結びついていた。","原因","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","384","91"
"WH-24-01-027","海外植民地で金銀鉱山を開発し、貴金属を獲得しようとする重商主義政策を何というか？","重金主義。","16世紀のスペインが、ラテンアメリカの鉱山開発によって富を得た政策が代表例である。","用語の特定","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","384","91"
"WH-24-01-028","輸入より輸出を多くして貴金属を国内に蓄えようとする重商主義政策を何というか？","貿易差額主義。","関税や貿易独占権による輸入抑制と、輸出の拡大を重視する。","用語の特定","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","103"
"WH-24-01-029","売れる商品を増やすため、国内産業や輸出産業の育成・保護を図る政策を何というか？","産業保護主義。","貿易差額主義で輸出を増やすには、競争力を持つ産業が必要だった。","用語の特定","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","103"
"WH-24-01-030","重金主義と貿易差額主義は、貴金属を蓄える方法がどう異なるか？","重金主義は海外の鉱山開発、貿易差額主義は輸出を輸入より多くすることを重視する。","いずれも、絶対王政の財源確保を目指す重商主義の政策である。","関係","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","103"
"WH-24-01-031","国王の権力は神から授けられ、国民に対して責任を負わないとする説を何というか？","王権神授説。","国王への権力集中を正当化する理論として用いられた。","用語の特定","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","105"
"WH-24-01-032","王権神授説を唱えた、イギリスの思想家とフランスの思想家をそれぞれ答えなさい。","イギリスはフィルマー、フランスはボシュエ。","資料では、フィルマーはチャールズ1世、ボシュエはルイ14世に仕えた人物としている。","人物","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","105"
"WH-24-01-033","絶対王政でも中世の身分秩序が残っていたことを示す例を挙げなさい。","貴族・聖職者の免税などの特権や、都市のギルドが残っていたこと。","絶対王政は、すべての中間勢力や身分的特権を消滅させた体制ではない。","内容","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","107"
"WH-24-01-034","資料では、絶対王政で国王への権力集中が可能になった社会的背景をどう説明しているか？","衰えつつある貴族と成長し始めた平民階級の間で、国王がバランスを取れたため。","中世封建社会から近代市民社会への過渡期という位置づけである。","原因","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","107"
"WH-24-01-035","絶対王政の仕組みを、支配の制度・財源の政策・正当化の理論の3点で説明しなさい。","官僚制と常備軍で支配し、重商主義で財源を確保し、王権神授説で国王の権力を正当化した。","制度・経済政策・思想の対応関係をまとめて押さえる。","統合説明","一問一答","","24_近世のヨーロッパ①（スペイン・オランダ）.md","385","109"
