"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-29-02-020","1806年、神聖ローマ皇帝位を辞退した皇帝は？","フランツ2世。","資料では、オーストリア皇帝としてはフランツ1世と呼ばれる人物である。","人物","一問一答","","29_ナポレオンの時代.md","467","240"
"WH-29-02-021","1648年のウェストファリア条約と1806年のライン同盟結成は、神聖ローマ帝国に対して何が違うか？","1648年には領邦の連合体として形骸化し、1806年には皇帝位の辞退により名実ともに消滅した。","事実上の解体と、帝国そのものの消滅を分けて考える。","関係","一問一答","","29_ナポレオンの時代.md","467","240"
"WH-29-02-022","ナポレオンがライン同盟内に施行した、革命の成果をまとめた法典は？","民法典（ナポレオン法典）。","大陸の支配地域に法典が広まることは、自由・平等の思想の拡大とも結びついた。","用語の特定","一問一答","","29_ナポレオンの時代.md","467","240"
"WH-29-02-023","ライン同盟結成後にナポレオンへ対抗し、第4回対仏大同盟で結びついた二国は？","プロイセンとロシア。","プロイセンは、それ以前の中立から対仏戦争へ転じた。","主体","一問一答","","29_ナポレオンの時代.md","468","248"
"WH-29-02-024","ナポレオンがプロイセン軍を破り、ベルリン占領へ進む契機となった二つの戦いは？","イエナの戦いとアウエルシュテットの戦い。","敗北したプロイセンは、ティルジット条約で大きな損失を受けた。","用語の特定","一問一答","","29_ナポレオンの時代.md","468","248"
"WH-29-02-025","ナポレオンがプロイセンを破って占領し、大陸封鎖令を発した都市は？","ベルリン。","プロイセンの首都で、大陸封鎖令の別名「ベルリン勅令」と対応する。","場所","一問一答","","29_ナポレオンの時代.md","468","248"
"WH-29-02-026","大陸諸国とイギリスの通商・交通を禁止した、ナポレオンの命令は？","大陸封鎖令（ベルリン勅令）。","軍事的な上陸だけでなく、経済的圧迫によってイギリスを弱めようとした。","用語の特定","一問一答","","29_ナポレオンの時代.md","468","250"
"WH-29-02-027","ナポレオンが大陸封鎖令を出した、イギリスに対する目的は？","貿易と工業に支えられたイギリス経済に打撃を与えるため。","大陸向けの輸出や、大陸からの穀物輸入を妨げようとした。","原因","一問一答","","29_ナポレオンの時代.md","468","250"
"WH-29-02-028","大陸封鎖令には、フランス資本にとってどのような狙いがあったか？","イギリス製品を排除し、大陸ヨーロッパの市場をフランス資本が独占すること。","対イギリス政策であると同時に、大陸経済をフランス中心にする政策でもあった。","原因","一問一答","","29_ナポレオンの時代.md","468","250"
"WH-29-02-029","大陸封鎖令が禁止したのは、どことどこの間の通商・交通か？","大陸ヨーロッパ諸国とイギリスの間。","フランスとイギリスの二国間だけを対象とした禁止ではない。","内容","一問一答","","29_ナポレオンの時代.md","468","250"
"WH-29-02-030","1807年、ナポレオンがプロイセン・ロシアなどと結んだ条約は？","ティルジット条約。","プロイセンの領土削減や、ロシアの大陸封鎖令への協力が定められた。","用語の特定","一問一答","","29_ナポレオンの時代.md","468","252"
"WH-29-02-031","ティルジット条約で、プロイセンは領土と財政の面でどのような処置を受けたか？","領土の約半分を割譲し、多額の賠償金を課された。","資料では、領土喪失によって人口も半減したと説明される。","内容","一問一答","","29_ナポレオンの時代.md","468","252"
"WH-29-02-032","ティルジット条約後、プロイセン領だったポーランドに建てられた国は？","ワルシャワ大公国。","独立した自主的な国としてではなく、ナポレオンの支配下の国として扱われる。","主体","一問一答","","29_ナポレオンの時代.md","468","252"
"WH-29-02-033","ティルジット条約後、エルベ川の西側に建てられ、ライン同盟に組み込まれた国は？","ウェストファリア王国。","ワルシャワ大公国とは成立地域が異なる。","主体","一問一答","","29_ナポレオンの時代.md","468","252"
"WH-29-02-034","ティルジット条約で、ロシアが協力することになったナポレオンの政策は？","大陸封鎖令。","その後、ロシアの離反が1812年の遠征の原因となる。","内容","一問一答","","29_ナポレオンの時代.md","468","252"
"WH-29-02-035","ナポレオンがナポリ王にした兄と、オランダ王にした弟の名は？","兄はジョゼフ、弟はルイ。","一族を支配地域の王にすることで、勢力を広げた。","人物","一問一答","","29_ナポレオンの時代.md","468","254"
"WH-29-02-036","ナポレオンがジョゼフィーヌと離婚した後に結婚した、ハプスブルク家の女性は？","マリ＝ルイーズ。","フランス王妃マリ＝アントワネットとは別人である。","人物","一問一答","","29_ナポレオンの時代.md","468","254"
"WH-29-02-037","ナポレオンの大陸支配を、ドイツ再編と経済政策の二点から説明しなさい。","ライン同盟を結成して神聖ローマ帝国を消滅させ、ティルジット条約でプロイセンの領土を削減した。大陸封鎖令で対英貿易を禁じ、大陸の市場をフランス中心にしようとした。","軍事的な勝利、国境・国家の再編、経済統制を結びつける。","統合説明","一問一答","","29_ナポレオンの時代.md","468","254"
