"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-18-05-021","一問一答","結果","明・清代に陶磁器生産が発達したことは、海外交易にどのような変化をもたらしたか？","染付や赤絵などが、日本やヨーロッパへ輸出される国際商品となった。","中国の産業技術と国際的な商品流通をつなげて捉える。","","18_中華帝国の繁栄（明・清）.md","p.300","L672"
"WHSO-05-18-05-022","一問一答","原因","明・清代に、都市の発展と大土地所有の拡大が結びついたのはなぜか？","地主が都市に生活拠点を移し、商人も土地を購入して地主になったため。","都市と農村が別々に変化したのではなく、資産や人の移動で結びついた。","","18_中華帝国の繁栄（明・清）.md","p.300","L676"
"WHSO-05-18-05-023","一問一答","用語の特定","明・清代の農民が、小作料を支払わず地主に抵抗した運動は？","抗租の運動。","本文では小作料の不払い運動と説明される。","","18_中華帝国の繁栄（明・清）.md","p.300","L676"
"WHSO-05-18-05-024","一問一答","用語の特定","15世紀半ばに福建省で起こり、抗租運動が大反乱へ発展した例は？","鄧茂七の乱。","地主への抵抗が広範な農民反乱に拡大した例である。","","18_中華帝国の繁栄（明・清）.md","p.300","L676"
"WHSO-05-18-05-025","一問一答","関係","清初の都市で起きた民変と奴変は、それぞれ主に誰による暴動か？","民変は都市の労働者、奴変は家奴奴隷による暴動。","農村の抗租運動とは、活動の場や主体が異なる。","","18_中華帝国の繁栄（明・清）.md","p.300","L676"
"WHSO-05-18-05-026","一問一答","用語の特定","明・清代、各地の農産物や手工業製品を全国に流通させた遠隔地商人を何というか？","客商。","代表例として山西商人と徽州商人が挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-027","一問一答","逆向きの説明","客商とはどのような商人か？","農産物や手工業製品などを遠隔地へ運び、広域的に取引する商人。","地域ごとの生産を、全国的な流通で結びつけた。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-028","一問一答","主体","万里の長城一帯へ軍糧を輸送し、明政府との関係から利益を得た商人集団は？","山西商人。","徽州商人の塩の専売とは、本文で示される活動の重点が異なる。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-029","一問一答","主体","安徽省出身で、塩の専売などから利益を得た商人集団は？","徽州商人（新安商人）。","山西商人とともに、代表的な客商として挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-030","一問一答","場所","徽州商人の出身地として挙げられる省は？","安徽省。","徽州商人の別名は新安商人である。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-031","一問一答","関係","山西商人と徽州商人は、本文ではどのような活動で政府と結びついていたか？","山西商人は軍糧輸送、徽州商人は塩の専売で利益を上げた。","商人の発展が国家の軍事・専売制度とも関係していた。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-032","一問一答","用語の特定","客商が大都市に設け、同郷者や同業者の相互扶助・親睦に用いた施設は？","会館や公所。","本文は両者をあわせて、商人たちの結びつきの場として説明している。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-033","一問一答","原因","客商が各地の大都市に会館や公所を設けた目的は？","同郷出身者や同業者が集まり、助け合いや親睦を深めるため。","遠隔地で活動する商人を支える組織的な結びつきであった。","","18_中華帝国の繁栄（明・清）.md","p.300","L680"
"WHSO-05-18-05-034","一問一答","用語の特定","明・清代に台湾や東南アジアなどへ移住し、海外を拠点に活動した中国人移民を何というか？","華僑。","東南アジアへ進出した人々は南洋華僑とも呼ばれる。","","18_中華帝国の繁栄（明・清）.md","p.300","L682"
"WHSO-05-18-05-035","一問一答","場所","明・清代の華僑に多かった出身地域として、本文が挙げる二つの省は？","福建省と広東省。","中国の沿岸部から台湾や東南アジアへ移住した。","","18_中華帝国の繁栄（明・清）.md","p.300","L682"
"WHSO-05-18-05-036","一問一答","原因","海商が台湾や東南アジアへ移住して交易拠点をつくった背景は？","明・清の海禁のもとでも交易を続けるため、海外に居留地を設けたこと。","中国の出身地の商人とのつながりも維持された。","","18_中華帝国の繁栄（明・清）.md","p.300","L682"
"WHSO-05-18-05-037","一問一答","内容","海外へ移住した華僑は、中国の出身地との関係をどう利用したか？","同郷意識や出身地の商人とのつながりをもとに、交易を続けた。","海外の都市にも会館や公所が設けられた。","","18_中華帝国の繁栄（明・清）.md","p.300","L682"
"WHSO-05-18-05-038","一問一答","内容","清代の人口増加を支えた税制上の変化と作物上の変化は？","地丁銀による人頭税の廃止と、アメリカ大陸原産作物の普及。","一つの制度だけでなく、食糧生産の拡大もあわせて考える。","","18_中華帝国の繁栄（明・清）.md","p.300","L686"
"WHSO-05-18-05-039","一問一答","内容","資料では、18世紀末の漢民族の人口はおよそ何人に達したとされるか？","約3億人。","明末期にはすでに1億人を超えていたと説明される。","","18_中華帝国の繁栄（明・清）.md","p.300","L686"
"WHSO-05-18-05-040","一問一答","内容","大航海時代以降、中国の人口増加を支えたアメリカ大陸原産の作物を二つ答えなさい。","トウモロコシとサツマイモ。","荒地や山地でも栽培でき、内陸部の開墾も支えた。","","18_中華帝国の繁栄（明・清）.md","p.300;p.301","L686;L694"
"WHSO-05-18-05-041","一問一答","関係","アメリカ大陸原産作物のトウモロコシとサツマイモは、本文では中国のどの地域に広がったとされるか？","トウモロコシは華北、サツマイモは江南。","作物と地域の対応を整理する。","","18_中華帝国の繁栄（明・清）.md","p.300","L686"
"WHSO-05-18-05-042","一問一答","原因","トウモロコシやサツマイモの普及が、中国内陸部の開墾を進めたのはなぜか？","荒地や山地でも栽培でき、従来開発が進んでいなかった土地を利用できたため。","耕作可能な地域の拡大が、食糧供給と人口増加を支えた。","","18_中華帝国の繁栄（明・清）.md","p.301","L694"
"WHSO-05-18-05-043","一問一答","原因","清代後半、山間部や辺境から都市・沿岸部へ人々が移動したのはなぜか？","人口増加に農業生産が追いつかず、より豊かな生活や収入を求めたため。","内陸から沿岸への移動が、さらに海外移住にもつながった。","","18_中華帝国の繁栄（明・清）.md","p.301","L694"
"WHSO-05-18-05-044","一問一答","場所","清代、福建・広東などから海外へ移住した人々の主な行き先は？","台湾や東南アジア。","先に移住した同郷者を頼る移住が増えた。","","18_中華帝国の繁栄（明・清）.md","p.301","L694"
"WHSO-05-18-05-045","一問一答","関係","明代の華僑と清代後半の華僑では、移住者の社会層がどう変化したか？","明代は商人が中心だったが、清代後半、特に19世紀には貧困層も多くなった。","海外交易だけでなく、生活や仕事を求める移住の比重が増えた。","","18_中華帝国の繁栄（明・清）.md","p.301","L696"
"WHSO-05-18-05-046","一問一答","用語の特定","19世紀、低賃金労働力として各地に渡った中国人などの契約移民を、本文では何と呼んでいるか？","苦力。","ここでは資料にある歴史用語として用いている。","","18_中華帝国の繁栄（明・清）.md","p.301","L696"
"WHSO-05-18-05-047","一問一答","原因","19世紀に中国人の契約移民である苦力が増えた、世界的な労働需要の背景は？","欧米で奴隷貿易が禁止され、奴隷にかわる低賃金労働者への需要が高まったこと。","中国内部の貧困や人口圧力と、海外の労働需要が結びついた。","","18_中華帝国の繁栄（明・清）.md","p.301","L696"
"WHSO-05-18-05-048","一問一答","統合説明","明・清代の社会経済の変化を、商品作物・交易・人口移動から説明しなさい。","貨幣経済の浸透で商品作物と手工業が発達し、客商や華僑が交易を広げた。清代には人口増加が進み、沿岸部や海外への移住も増えた。","農業・商工業・交易・人口の動きを一つの流れとして整理する。","","18_中華帝国の繁栄（明・清）.md","p.301;p.299;p.300","L696;L653;L680;L682;L686-L694"
