"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-18-03-011","一問一答","関係","一条鞭法の普及における江南と張居正の役割を区別しなさい。","一条鞭法はすでに江南で始まっており、張居正が全国的に普及させた。","張居正が何もないところから制度を初めて考案したとは説明されていない。","","18_中華帝国の繁栄（明・清）.md","p.288","L274"
"WHSO-05-18-03-012","一問一答","統合説明","張居正の財政再建策を、対外政策と国内政策に分けて説明しなさい。","タタールと講和して軍事費を減らし、全国的な検地と一条鞭法の普及で税収を確保した。","支出を減らす改革と収入を確実にする改革を組み合わせた。","","18_中華帝国の繁栄（明・清）.md","p.288","L274"
"WHSO-05-18-03-013","一問一答","用語の特定","明初、洪武帝が民間で使用させようとした紙幣は？","宝鈔。","本文では、商人は紙幣を信用せず銀を使用したと説明される。","","18_中華帝国の繁栄（明・清）.md","p.288","L276"
"WHSO-05-18-03-014","一問一答","内容","一条鞭法が普及する以前、明は基本的に何によって税や労働負担を課していたか？","生糸・布・穀物などの現物納と労役。","銀の流通が進むにつれ、こうした負担を銀で納める方式へ移行した。","","18_中華帝国の繁栄（明・清）.md","p.288","L276"
"WHSO-05-18-03-015","一問一答","原因","明の商人が、政府の紙幣より銀を取引に使った背景は？","紙幣を信用せず、朝貢貿易や密貿易で中国物産の代価として銀を受け取っていたため。","政府の方針と民間の貨幣使用が一致していたわけではない。","","18_中華帝国の繁栄（明・清）.md","p.288","L276"
"WHSO-05-18-03-016","一問一答","場所","16世紀前半から中国に大量に流入し、銀を使う貨幣経済を広げた銀の主な供給地は？","日本。","日本銀の流入は、一条鞭法の導入を支える背景となった。","","18_中華帝国の繁栄（明・清）.md","p.288","L276"
"WHSO-05-18-03-017","一問一答","原因","明で一条鞭法を導入できるようになった、貨幣流通上の背景は？","貿易を通じて銀が流入し、民間で銀を使う貨幣経済が広がったこと。","税の銀納化を、中国内部の改革だけでなく海外交易とも結びつける。","","18_中華帝国の繁栄（明・清）.md","p.288","L276"
"WHSO-05-18-03-018","一問一答","関係","一条鞭法で銀額に換算して一括納入する田賦と丁税は、それぞれどのような税か？","田賦は土地税、丁税は人頭税。","一括して銀納しても、この段階では土地と人の両方をもとに負担を計算する。","","18_中華帝国の繁栄（明・清）.md","p.288;p.289","L276;L284"
"WHSO-05-18-03-019","一問一答","用語の特定","スペイン人がメキシコからフィリピンへ銀を運んだ太平洋貿易は？","アカプルコ貿易（ガレオン貿易）。","マニラでの中国商人との取引を通じ、中国へ銀が流入した。","","18_中華帝国の繁栄（明・清）.md","p.289","L286"
"WHSO-05-18-03-020","一問一答","場所","アカプルコ貿易で、メキシコ銀が運ばれたフィリピンの港は？","マニラ。","メキシコのアカプルコとマニラを結ぶ交易である。","","18_中華帝国の繁栄（明・清）.md","p.289","L286"
"WHSO-05-18-03-021","一問一答","主体","アカプルコからマニラへ大量の銀を運んだヨーロッパ人は？","スペイン人。","日本銀とあわせて、中国の銀流通を支える供給源となった。","","18_中華帝国の繁栄（明・清）.md","p.289","L286"
"WHSO-05-18-03-022","一問一答","内容","メキシコ銀が中国に入る経路を、アカプルコから説明しなさい。","アカプルコからマニラへ運ばれ、中国商人などとの交易を通じて中国に流入した。","銀は太平洋貿易とアジア海域の交易を結ぶ役割を持った。","","18_中華帝国の繁栄（明・清）.md","p.289","L286"
"WHSO-05-18-03-023","一問一答","原因","メキシコ銀の流入が、一条鞭法の実施を支えたのはなぜか？","税の銀納に必要な銀を供給し、中国での銀不足を補ったため。","日本銀だけでなく、アメリカ大陸の銀も関係していた。","","18_中華帝国の繁栄（明・清）.md","p.289","L286"
"WHSO-05-18-03-024","一問一答","用語の特定","張居正の中央集権的な改革に反発した、地方の有力者層を何というか？","郷紳。","中央による改革と地方社会の利害が対立した。","","18_中華帝国の繁栄（明・清）.md","p.289","L290"
"WHSO-05-18-03-025","一問一答","原因","張居正の改革に対して、地方の有力者や農民の不満が強まったのはなぜか？","中央集権的な改革が地方の有力者の反発を招き、厳しい徴税が農民の負担を重くしたため。","財政再建と、社会の各層への負担は区別して考える。","","18_中華帝国の繁栄（明・清）.md","p.289","L290"
"WHSO-05-18-03-026","一問一答","原因","豊臣秀吉の朝鮮侵略に対して、明が朝鮮へ援軍を送ったのはなぜか？","朝鮮が明の朝貢国であり、明が宗主国として支援したため。","明・朝鮮の朝貢関係が、戦争への関与にもつながった。","","18_中華帝国の繁栄（明・清）.md","p.289","L292"
"WHSO-05-18-03-027","一問一答","人物","豊臣秀吉の侵攻に対し、亀船などを使う朝鮮水軍を率いた人物は？","李舜臣。","明の援軍とともに、日本軍への抵抗で重要な役割を果たした。","","18_中華帝国の繁栄（明・清）.md","p.289","L292"
"WHSO-05-18-03-028","一問一答","用語の特定","李舜臣の朝鮮水軍が使用した、亀の名を持つ軍船は？","亀船（亀甲船）。","海上の制圧と結びつけて覚える。","","18_中華帝国の繁栄（明・清）.md","p.289","L292"
"WHSO-05-18-03-029","一問一答","原因","秀吉の朝鮮侵略後、日本軍が朝鮮から撤退した直接の契機は？","豊臣秀吉の死。","2度の出兵の後、秀吉の死を受けて撤退した。","","18_中華帝国の繁栄（明・清）.md","p.289","L294"
"WHSO-05-18-03-030","一問一答","結果","朝鮮への援軍派遣は、明の財政にどのような影響を与えたか？","戦費の負担が財政難をさらに深刻化させた。","明は以前から北虜南倭などへの対応でも軍事費を必要としていた。","","18_中華帝国の繁栄（明・清）.md","p.289","L294"
"WHSO-05-18-03-031","一問一答","結果","秀吉の朝鮮侵略の際に連れてこられた陶工は、日本の産業にどのような影響を与えたか？","技術を伝え、九州などの陶磁器生産の発展につながった。","戦争に伴う人の移動を、技術の伝播とも関連づける。","","18_中華帝国の繁栄（明・清）.md","p.289","L296"
"WHSO-05-18-03-032","一問一答","人物","政府を批判し、東林書院に改革派の官僚を集めた人物は？","顧憲成。","地方からの改革を主張した。","","18_中華帝国の繁栄（明・清）.md","p.289","L298"
"WHSO-05-18-03-033","一問一答","用語の特定","顧憲成がつくり、改革派官僚が集まった学問の場は？","東林書院。","東林派という派閥名と対応させる。","","18_中華帝国の繁栄（明・清）.md","p.289","L298"
"WHSO-05-18-03-034","一問一答","主体","明末、顧憲成らに共鳴した朱子学の官僚たちを何派というか？","東林派。","非東林派との党争が、明の政治的混乱を深めた。","","18_中華帝国の繁栄（明・清）.md","p.289","L298"
"WHSO-05-18-03-035","一問一答","人物","非東林派と結び、東林派を弾圧した明末の宦官は？","魏忠賢。","官僚間の対立が、宦官の権力と結びついた。","","18_中華帝国の繁栄（明・清）.md","p.289","L298"
"WHSO-05-18-03-036","一問一答","結果","明末の東林派と非東林派の党争は、改革にどのような影響を与えたか？","政治的対立を激化させ、危機に対処する改革を妨げた。","財政難や対外危機と同時に、政権内部でも対立が続いていた。","","18_中華帝国の繁栄（明・清）.md","p.289","L298"
