"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-16-05-029","一問一答","場所","宋代に繁栄した主な海港都市を四つ答えなさい。","臨安（杭州）・広州・泉州・明州。","明州はのちの寧波。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L473"
"WHSO-05-16-05-030","一問一答","用語の特定","宋代の海港に置かれ、関税徴収や貿易品の買い上げを行った機関は？","市舶司。","海上貿易からの収入が国家財政を支えた。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L473"
"WHSO-05-16-05-031","一問一答","関係","市舶司の設置は、唐代と宋代でどう変化したか？","唐代には広州に置かれ、宋代には各海港へ設置が広がった。","資料の説明に即した、貿易管理機関の変化。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L473"
"WHSO-05-16-05-032","一問一答","用語の特定","宋が北方遊牧民との国境貿易のために設けた市場は？","互市場（榷場）。","国家管理のもとで取引が行われた。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L473"
"WHSO-05-16-05-033","一問一答","関係","宋と北方遊牧民の貿易では、中国側と北方側からそれぞれ何が供給されたか？","中国側から絹・茶、北方側から馬・羊。","農耕社会と遊牧社会の交易品を対応させる。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L473"
"WHSO-05-16-05-034","一問一答","用語の特定","北宋で、民間の預り証をもとに政府が発行した紙幣は？","交子。","資料では世界初の紙幣として説明される。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L475;L477"
"WHSO-05-16-05-035","一問一答","用語の特定","南宋で本格的に発行された紙幣は？","会子。","北宋の交子、金の交鈔と区別する。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L475;L477"
"WHSO-05-16-05-036","一問一答","用語の特定","宋と同時期の金が発行した紙幣は？","交鈔。","北宋は交子、南宋は会子で、紙幣名が異なる。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L475;L477"
"WHSO-05-16-05-037","一問一答","原因","宋代に紙幣が発達した理由を、商人と政府の双方から答えなさい。","商人にはかさばる銅銭の持ち運びが不便で、政府には鋳造用の銅が不足していたため。","取引の利便性と貨幣供給の問題の両面を見る。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L477"
"WHSO-05-16-05-038","一問一答","内容","紙幣の使用で余った宋の銅銭は、どのように利用されたか？","日本などへ輸出された。","日本では平氏政権が日宋貿易を進めた。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L477"
"WHSO-05-16-05-039","一問一答","用語の特定","経典の字句解釈を主な目的とした、漢から唐にかけての儒学は？","訓詁学。","経典の本質を哲学的に探った宋学と対比する。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L481"
"WHSO-05-16-05-040","一問一答","用語の特定","宋代、経典の内容や本質を探究し、哲学的に発展した新しい儒学は？","宋学。","政治・社会の中心だった士大夫が学問も担った。","","16_中華世界の変容（五代十国〜宋）.md","p.266","L481"
"WHSO-05-16-05-041","一問一答","人物","宋学の開祖で、『太極図説』を著した北宋の思想家は？","周敦頤。","道教や陰陽五行説の影響も受けた。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L498"
"WHSO-05-16-05-042","一問一答","用語の特定","周敦頤が宇宙万物の原理について論じた著作は？","『太極図説』。","著者と宋学の形成を関連づける。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L498"
"WHSO-05-16-05-043","一問一答","人物","周敦頤の弟子で、「理」と「気」を説き、宋学を発展させた兄弟は？","程顥・程頤。","南宋の朱熹による集大成につながった。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L498"
"WHSO-05-16-05-044","一問一答","人物","南宋で宋学を集大成し、朱子学を完成させた人物は？","朱熹（朱子）。","北宋の周敦頤や程顥・程頤の後に位置づける。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L498"
"WHSO-05-16-05-045","一問一答","用語の特定","宇宙万物の根源を「理」と「気」の二つから説明する考え方は？","理気二元論。","朱熹が宋学を集大成する際の中心的な考え方。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L498"
"WHSO-05-16-05-046","一問一答","関係","宋学でいう「理」と「気」は、それぞれ何を指すか？","理は宇宙万物の根本原理、気は万物を形成する要素。","両者を区別しながら世界を説明した。","","16_中華世界の変容（五代十国〜宋）.md","p.267;p.268","L498;L538"
"WHSO-05-16-05-047","一問一答","用語の特定","朱熹が、人間の本性を「理」と結びつけて説明した説は？","性即理。","陸九淵の心即理と対比する。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L500"
"WHSO-05-16-05-048","一問一答","用語の特定","朱熹が説いた、学問を通じて「理」を究め知識を完成させる考え方は？","格物致知。","資料では経典を学ぶことの重視と結びつけられる。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L500"
"WHSO-05-16-05-049","一問一答","内容","朱熹が重視した「四書」をすべて答えなさい。","『大学』『中庸』『論語』『孟子』。","五経と四書を取り違えない。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L500"
"WHSO-05-16-05-050","一問一答","用語の特定","朱子学で強調された、漢民族と異民族を区別する考え方は？","華夷の区別。","北方勢力に圧迫された宋代の状況と関連づけられる。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L502"
"WHSO-05-16-05-051","一問一答","用語の特定","朱子学で強調された、君臣の身分秩序や道徳を重んじる考え方は？","大義名分論。","王朝の正統性を論じる姿勢にも関わった。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L502"
"WHSO-05-16-05-052","一問一答","人物","朱熹が参考にした歴史書『資治通鑑』の著者は？","司馬光。","王安石の新法に反対した旧法党の人物でもある。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L502"
"WHSO-05-16-05-053","一問一答","用語の特定","朱熹が『資治通鑑』を用い、歴代王朝の正統性を示した著作は？","『資治通鑑綱目』。","『資治通鑑』そのものの著者と区別する。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L502"
"WHSO-05-16-05-054","一問一答","人物","朱熹の学問を批判し、「心即理」を説いた南宋の思想家は？","陸九淵（陸象山）。","別名は巻末の儒学史の表に示される。","","16_中華世界の変容（五代十国〜宋）.md","p.267;p.268","L504;L538"
"WHSO-05-16-05-055","一問一答","逆向きの説明","陸九淵の「心即理」とは、どのような考え方か？","理は人間の心の内にあり、内なる良心に基づいて主体的に考え実現するという考え方。","資料では朱熹の学問重視と対比して説明される。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L504"
"WHSO-05-16-05-056","一問一答","関係","資料では、朱熹と陸九淵の学び方・考え方をどう対比しているか？","朱熹は学問と理性に基づく客観的判断、陸九淵は内なる心に基づく主体的判断を重視した。","両者の違いを性即理・心即理と対応させる。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L504"
"WHSO-05-16-05-057","一問一答","人物","陸九淵の考えを受け継ぎ、明代に陽明学を発展させた人物は？","王守仁（王陽明）。","宋代の思想が明代へ継承された例。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L504"
"WHSO-05-16-05-058","一問一答","用語の特定","王守仁が説いた、認識と実践を統一する考え方は？","知行合一。","陽明学の実践重視を表す。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L504"
"WHSO-05-16-05-059","一問一答","用語の特定","王守仁が説いた、人間の内なる良心を完成させる考え方は？","致良知。","知行合一とともに陽明学の中心概念。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L504"
"WHSO-05-16-05-060","一問一答","人物","前漢で宮廷所蔵の書物の分類・整理を行った人物は？","劉向。","巻末の儒学史のまとめに収録されている。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L537"
"WHSO-05-16-05-061","一問一答","人物","後漢で訓詁学を大成した、馬融の弟子は？","鄭玄。","資料では党錮の禁を受けたことも示される。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L537"
"WHSO-05-16-05-062","一問一答","人物","中国最古の字書とされる『説文解字』を編集した後漢の人物は？","許慎。","経典の字句の解釈を支える文字研究と関連する。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L537"
"WHSO-05-16-05-063","一問一答","用語の特定","唐代、五経の注釈書として編纂され、科挙のテキストとなった書物は？","『五経正義』。","太宗の命で編纂され、高宗時代に完成した。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L537"
"WHSO-05-16-05-064","一問一答","人物","唐の太宗の命で『五経正義』を編纂した中心人物は？","孔穎達。","皇帝の太宗と編纂担当者を区別する。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L537"
"WHSO-05-16-05-065","一問一答","人物","陽明学左派に属し、孔子や儒教経典を批判した人物は？","李贄（李卓吾）。","宋代本文に続く儒学史の比較表からの出題。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L539"
"WHSO-05-16-05-066","一問一答","用語の特定","明末から清にかけて、儒学の経書を文献学的に批判・研究した学問は？","考証学。","宋学・陽明学との方法の違いを押さえる。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L540"
"WHSO-05-16-05-067","一問一答","人物","明末清初に考証学を創始した人物として挙げられる二人は？","黄宗羲と顧炎武。","資料の儒学史のまとめに基づく。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L540"
"WHSO-05-16-05-068","一問一答","関係","黄宗羲と顧炎武の著作を、それぞれ答えなさい。","黄宗羲は『明夷待訪録』、顧炎武は『日知録』。","人物と著作の対応を区別する。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L540"
"WHSO-05-16-05-069","一問一答","原因","資料では、清代に政治論議を避け、訓詁の学が盛んになった背景を何と説明しているか？","清の思想統制。","学問の方法と政治的環境の関係を問う。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L540"
"WHSO-05-16-05-070","一問一答","人物","清代に史学研究法を確立し、『大清一統志』の編纂で挙げられる人物は？","銭大昕。","巻末の儒学史の表に登場する。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L540"
"WHSO-05-16-05-071","一問一答","関係","戴震と段玉裁の著作を、それぞれ答えなさい。","戴震は『孟子字義疏証』、段玉裁は『説文解字注』。","資料では両者を訓詁学で知られる人物とする。","","16_中華世界の変容（五代十国〜宋）.md","p.268","L540"
