"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-16-02-014","一問一答","用語の特定","王安石の新法で、中小商人を大商人の高利貸しなどから守った政策は？","市易法。","大商人の市場支配や価格操作を防ぐ目的もあった。","","16_中華世界の変容（五代十国〜宋）.md","p.255;p.261","L55;L274"
"WHSO-05-16-02-015","一問一答","用語の特定","王安石の新法で、免役銭を徴収して雇い入れる人の給与を確保した政策は？","募役法。","従来免除されていた官戸や寺院にも負担を求めた。","","16_中華世界の変容（五代十国〜宋）.md","p.255;p.261","L55;L274"
"WHSO-05-16-02-016","一問一答","用語の特定","王安石の新法で、農民の徴兵により軍事力の再建を図った政策は？","保甲法。","軍事費を抑える工夫として説明される。","","16_中華世界の変容（五代十国〜宋）.md","p.255;p.261","L56;L278"
"WHSO-05-16-02-017","一問一答","用語の特定","王安石の新法で、農民に軍馬の飼育を担わせた政策は？","保馬法。","平時には農耕に利用させ、戦時には軍馬を集めた。","","16_中華世界の変容（五代十国〜宋）.md","p.255;p.261","L56;L278"
"WHSO-05-16-02-018","一問一答","主体","王安石の新法を支持した官僚の派閥を何というか？","新法党。","新法に反対した旧法党と対立した。","","16_中華世界の変容（五代十国〜宋）.md","p.255","L58"
"WHSO-05-16-02-019","一問一答","主体","王安石の新法に反対した保守派官僚の派閥を何というか？","旧法党。","地主や大商人の利益をめぐる対立が背景にあった。","","16_中華世界の変容（五代十国〜宋）.md","p.255","L58"
"WHSO-05-16-02-020","一問一答","人物","神宗の死後に宰相となり、新法の多くを廃止した人物は？","司馬光。","旧法党の代表的人物。","","16_中華世界の変容（五代十国〜宋）.md","p.255","L59"
"WHSO-05-16-02-021","一問一答","主体","趙匡胤は、宋を建国する以前はどの王朝の武将だったか？","後周。","禁軍の総司令官として出陣した。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L126"
"WHSO-05-16-02-022","一問一答","内容","趙匡胤はどのような経緯で皇帝に即位したか？","後周の世宗の死後、出陣した趙匡胤が部下たちに推戴され、皇帝となった。","後周から宋への政権交替の経緯。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L126"
"WHSO-05-16-02-023","一問一答","主体","北宋の太宗が中国再統一の最後に征服した国は？","北漢。","太祖は先に南方の十国の多くを征服した。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L128"
"WHSO-05-16-02-024","一問一答","内容","北宋初期の太祖が取り組んだ二つの大きな政治課題は？","中国の再統一と、君主独裁権の強化。","対外的な統一と国内の権力集中を区別する。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L128-L130"
"WHSO-05-16-02-025","一問一答","原因","北宋が節度使の権限を縮小し、藩鎮を解体した目的は？","節度使による王朝交替を防ぎ、皇帝権を安定・強化するため。","五代十国時代の政治的混乱を踏まえた政策。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L130"
"WHSO-05-16-02-026","一問一答","内容","北宋は藩鎮解体のため、地方の行政・財政をどう変えたか？","節度使から行政権・財政権を回収し、文官を派遣して州県を直接支配した。","地方の軍人支配を文人官僚による統治へ改めた。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L130"
"WHSO-05-16-02-027","一問一答","内容","北宋は節度使の軍隊をどう扱い、軍事指揮権をどう調整したか？","有力な軍隊を禁軍に集め、禁軍の司令官の権力も分散させた。","地方の自立と軍事クーデタの両方を防ごうとした。","","16_中華世界の変容（五代十国〜宋）.md","p.257","L130"
"WHSO-05-16-02-028","一問一答","統合説明","北宋の文治主義を、目的と統治方法から説明しなさい。","皇帝権を強化するため、藩鎮を解体し、文人官僚を中心とする中央集権的統治を進めた。","辺境の軍事力低下や官僚費増大という問題も生じた。","","16_中華世界の変容（五代十国〜宋）.md","p.258;p.260","L149;L235;L253"
"WHSO-05-16-02-029","一問一答","内容","宋代に、塩・鉄・酒に加えて専売の対象となった商品は？","茶。","専売制は国家財政の重要な収入源となった。","","16_中華世界の変容（五代十国〜宋）.md","p.258","L151"
"WHSO-05-16-02-030","一問一答","関係","北宋の塩鉄司・度支司・判戸部は、それぞれ何を担当したか？","塩鉄司は専売、度支司は支出、判戸部は収入。","中央政府で財政管理を強化した。","","16_中華世界の変容（五代十国〜宋）.md","p.258","L151"
"WHSO-05-16-02-031","一問一答","内容","宋代の科挙の3段階を、実施順に答えなさい。","州試→省試→殿試。","地方・中央の礼部・皇帝の順に試験を行った。","","16_中華世界の変容（五代十国〜宋）.md","p.258","L153"
"WHSO-05-16-02-032","一問一答","原因","宋が殿試を設けたことは、なぜ皇帝権の強化につながったか？","皇帝が合格順位を決め、官僚に皇帝の門下生として忠誠を誓わせたため。","官僚の登用と出世を皇帝に結びつけた。","","16_中華世界の変容（五代十国〜宋）.md","p.258","L153"
"WHSO-05-16-02-033","一問一答","関係","唐と宋では、官吏任用で重視された仕組みがどう異なるか？","唐は蔭位の制を重視して門閥貴族が中心となり、宋は科挙合格の文人官僚を重視した。","科挙の存在だけでなく、政治に占める比重を比べる。","","16_中華世界の変容（五代十国〜宋）.md","p.258","L159-L160"
"WHSO-05-16-02-034","一問一答","原因","形勢戸から科挙合格者が多く出たのはなぜか？","地主としての収入があり、長期間の受験勉強を支える経済力を持っていたため。","官僚の出身階層と土地所有の関係。","","16_中華世界の変容（五代十国〜宋）.md","p.258","L164"
"WHSO-05-16-02-035","一問一答","用語の特定","宋が中書省と門下省を統合して設けた機関は？","中書門下省。","皇帝権をけん制していた門下省の権限を弱めた。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L183"
"WHSO-05-16-02-036","一問一答","用語の特定","宋代、学問を身につけた知識人階級を何というか？","読書人。","士大夫の文化的な側面を表す。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L183"
"WHSO-05-16-02-037","一問一答","用語の特定","宋代、官僚・地主・知識人という性格をあわせ持った支配層は？","士大夫。","政治・社会・文化の各面で中心となった。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L183"
"WHSO-05-16-02-038","一問一答","関係","士大夫を、政治・社会・文化の三つの面から説明しなさい。","政治的には官僚、社会的には形勢戸である地主、文化的には読書人である知識人。","一つの階層が複数の性格を持っていた。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L183"
"WHSO-05-16-02-039","一問一答","用語の特定","唐後半から宋にかけて、社会の中心が門閥貴族から士大夫へ移った変化を何というか？","唐宋変革。","政治・経済・文化にわたる大きな変化。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L183"
"WHSO-05-16-02-040","一問一答","結果","唐の滅亡は、東アジアの周辺諸国にどのような変化をもたらしたか？","新しい政権の成立や、各国独自の文化の発展を促した。","中国内部の王朝交替だけでなく周辺の動きも見る。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L210"
"WHSO-05-16-02-041","一問一答","人物","918年に開城を都として高麗を建国した人物は？","王建。","地方豪族を出自とする建国者。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L212"
"WHSO-05-16-02-042","一問一答","場所","高麗の都はどこか？","開城。","王建の建国と対応させる。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L212"
"WHSO-05-16-02-043","一問一答","主体","高麗が朝鮮半島統一の過程で滅ぼした二つの国は？","新羅と後百済。","高麗の建国と半島統一は経緯を分けて押さえる。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L212"
"WHSO-05-16-02-044","一問一答","用語の特定","高麗で官位・官職を世襲し、特権階級となった人びとを何というか？","両班。","科挙などの中国制度を導入する一方で世襲も進んだ。","","16_中華世界の変容（五代十国〜宋）.md","p.259","L212"
"WHSO-05-16-02-045","一問一答","用語の特定","高麗が仏教を保護し、刊行した仏教経典の集成は？","高麗版大蔵経。","資料では仏教を護国の宗教として保護したと説明する。","","16_中華世界の変容（五代十国〜宋）.md","p.259;p.260","L212;L229"
"WHSO-05-16-02-046","一問一答","内容","高麗で発明された、印刷に関わる重要な技術は？","金属活字。","資料では世界最古の金属活字として紹介されている。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L229"
"WHSO-05-16-02-047","一問一答","用語の特定","宋磁の技法を発展させ、高麗で製作された陶磁器は？","高麗青磁。","中国文化の受容と独自の発展の例。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L229"
"WHSO-05-16-02-048","一問一答","主体","南詔の滅亡後、雲南に白族系豪族の段氏が建てた国は？","大理。","宋に朝貢して中国文化を導入した。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L231"
"WHSO-05-16-02-049","一問一答","主体","資料で、宋の侵攻を破り、ベトナムで独立を進めた王朝として説明されるのは？","李朝。","大越の王朝として本文に登場する。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L231"
"WHSO-05-16-02-050","一問一答","用語の特定","唐の滅亡後の日本で、仮名文字や大和絵に代表される独自の文化は？","国風文化。","周辺諸国で独自文化が発展した例。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L231"
"WHSO-05-16-02-051","一問一答","主体","ウイグルを滅ぼし、ウイグル人の中央アジア移動のきっかけをつくった民族は？","キルギス。","その後のモンゴル高原でモンゴル系遊牧民が台頭した。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L235"
"WHSO-05-16-02-052","一問一答","関係","澶淵の盟を結んだ北宋とキタイの君主を、それぞれ答えなさい。","北宋は真宗、キタイは聖宗。","王朝と君主の対応を入れ替えない。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L237"
"WHSO-05-16-02-053","一問一答","関係","澶淵の盟では、北宋とキタイの関係をどのように定めたか？","北宋を兄、キタイを弟とした。","君臣関係ではなく兄弟関係とされた。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L237"
"WHSO-05-16-02-054","一問一答","内容","澶淵の盟で北宋がキタイに贈ることになった主な品と、その名目は？","絹と銀を歳幣として贈った。","毎年、絹20万疋・銀10万両とされた。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L237"
"WHSO-05-16-02-055","一問一答","関係","慶暦の和約では、北宋と西夏の政治的関係をどう定めたか？","西夏が北宋に臣下の礼をとり、北宋が君、西夏が臣となった。","北宋が西夏に贈った品は歳賜と呼ばれた。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L237"
"WHSO-05-16-02-056","一問一答","内容","慶暦の和約で、北宋が西夏に歳賜として贈った3種類の品は？","絹・銀・茶。","本文では絹13万疋・銀5万両・茶2万斤とされる。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L237"
"WHSO-05-16-02-057","一問一答","関係","澶淵の盟と慶暦の和約では、支払いの名目と贈られた品にどのような違いがあるか？","キタイには歳幣として絹・銀、西夏には歳賜として絹・銀・茶を贈った。","西夏向けには茶が含まれる。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L237"
"WHSO-05-16-02-058","一問一答","原因","北宋が深刻な財政難に陥った主な要因は？","官僚の給与、禁軍の維持費、北方への贈与や国境防衛の費用が増大したこと。","文治主義と軍事・外交政策の費用を結びつける。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L253"
"WHSO-05-16-02-059","一問一答","内容","王安石の新法が目指した二つの中心課題は？","財政再建と軍事力強化。","財政政策だけの改革ではなかった。","","16_中華世界の変容（五代十国〜宋）.md","p.260","L255"
"WHSO-05-16-02-060","一問一答","関係","青苗法と市易法は、主な保護対象がどう違うか？","青苗法は小農民、市易法は中小商人を保護した。","どちらも高利貸しなどへの依存を軽減しようとした。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L274"
"WHSO-05-16-02-061","一問一答","用語の特定","王安石の新法で、耕地の良し悪しに応じて地税を5等級に分けた政策は？","方田均税法。","均輸法は流通政策であり、土地課税とは異なる。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L274"
"WHSO-05-16-02-062","一問一答","原因","保甲法と保馬法は、なぜ財政難のもとでの軍事力強化に適していたか？","農民の徴兵や軍馬飼育を利用し、国の軍事費負担を抑えられたため。","兵士と軍馬の確保をそれぞれ農村に結びつけた。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L278"
"WHSO-05-16-02-063","一問一答","結果","資料によると、王安石の新法は財政と政治対立に何をもたらしたか？","財政の立て直しを進める一方、大地主・大商人や保守派官僚の反発を強めた。","改革の効果と利害対立を分けて捉える。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L282"
"WHSO-05-16-02-064","一問一答","原因","大地主や大商人が王安石の新法に反発したのはなぜか？","高利貸しや商業による利益が抑えられ、官戸などにも新たな負担が求められたため。","青苗法・市易法・均輸法・募役法の作用と結びつける。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L282"
"WHSO-05-16-02-065","一問一答","原因","地主の反発が、そのまま官僚の新法反対につながりやすかったのはなぜか？","大地主である形勢戸の多くが科挙を通じて官僚になっていたため。","士大夫の社会的・政治的性格が党争に関わった。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L282"
"WHSO-05-16-02-066","一問一答","内容","神宗の死後、王安石の新法はどうなったか？","旧法党の司馬光が宰相となり、新法の多くを廃止した。","改革をめぐる党争が政策の転換を招いた。","","16_中華世界の変容（五代十国〜宋）.md","p.261","L284"
"WHSO-05-16-02-067","一問一答","時期","資料の年号欄で、王安石の新法が始まった年は何年か？","1069年。","王安石の宰相在任期間を問う問題ではない。","","16_中華世界の変容（五代十国〜宋）.md","p.267","L513"
