"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-18-04-021","一問一答","時期","清が鄭氏台湾を平定したのは何年か？","1683年。","三藩の乱の鎮圧とあわせて、清の支配確立に関わる出来事である。","","18_中華帝国の繁栄（明・清）.md","p.290","L332"
"WHSO-05-18-04-022","一問一答","用語の特定","1689年、康熙帝の清とロシアが国境を定めた条約は？","ネルチンスク条約。","清とロシアが対等な立場で結んだ条約として説明される。","","18_中華帝国の繁栄（明・清）.md","p.290;p.293","L333;L448"
"WHSO-05-18-04-023","一問一答","人物","ネルチンスク条約の相手国ロシアを支配していた君主は？","ピョートル1世。","清側の皇帝は康熙帝である。","","18_中華帝国の繁栄（明・清）.md","p.290;p.293","L333;L448"
"WHSO-05-18-04-024","一問一答","場所","ネルチンスク条約で清・ロシアの国境とされた山脈と川は？","スタノヴォイ山脈（外興安嶺）とアルグン川。","条約名・清の皇帝・境界を対応させる。","","18_中華帝国の繁栄（明・清）.md","p.290;p.293","L334;L448"
"WHSO-05-18-04-025","一問一答","主体","康熙帝が親征し、清と内陸アジアで争ったオイラト系の勢力は？","ジュンガル。","チベットやダライ＝ラマの保護をめぐっても清と対立した。","","18_中華帝国の繁栄（明・清）.md","p.290;p.293","L335;L450"
"WHSO-05-18-04-026","一問一答","場所","康熙帝がジュンガルを破り、清領に組み込んだモンゴルの地域は？","外モンゴル。","ホンタイジの内モンゴルへの進出とは区別する。","","18_中華帝国の繁栄（明・清）.md","p.290;p.293;p.291","L335;L450;L361;L363"
"WHSO-05-18-04-027","一問一答","場所","康熙帝が1720年に服属させ、その後ラマ教を保護した地域は？","チベット。","清の皇帝はダライ＝ラマの保護者という立場も持った。","","18_中華帝国の繁栄（明・清）.md","p.290;p.293","L336;L450"
"WHSO-05-18-04-028","一問一答","人物","軍機処の創設・地丁銀の普及・キリスト教布教の全面禁止に関わる清の皇帝は？","雍正帝（世宗）。","康熙帝・乾隆帝と、それぞれの政策を区別する。","","18_中華帝国の繁栄（明・清）.md","p.290","L337-L341;L329;L342"
"WHSO-05-18-04-029","一問一答","用語の特定","1727年、雍正帝の清がロシアと新たに国境を定めた条約は？","キャフタ条約。","康熙帝のネルチンスク条約と区別する。","","18_中華帝国の繁栄（明・清）.md","p.290","L339;L333;L337"
"WHSO-05-18-04-030","一問一答","場所","雍正帝が1724年に平定した地域は？","青海。","資料では、雍正帝の対外政策の一つとして挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.290;p.294","L340;L467"
"WHSO-05-18-04-031","一問一答","用語の特定","雍正帝が設け、のちに軍事・行政の最高機関となった組織は？","軍機処。","当初はジュンガル遠征に関わる軍事機密を扱った。","","18_中華帝国の繁栄（明・清）.md","p.290;p.295","L341;L487"
"WHSO-05-18-04-032","一問一答","用語の特定","清が一条鞭法にかわって導入し、丁銀を地銀に繰り込んで銀納させた税制は？","地丁銀。","人頭税を土地税に組み込み、土地を基準とする税へまとめた。","","18_中華帝国の繁栄（明・清）.md","p.290;p.295","L341;L489"
"WHSO-05-18-04-033","一問一答","人物","ジュンガルと回部を制圧し、清の最大領域を実現した皇帝は？","乾隆帝（高宗）。","両地域をあわせて新疆と名づけた。","","18_中華帝国の繁栄（明・清）.md","p.290;p.294","L342-L344;L469"
"WHSO-05-18-04-034","一問一答","場所","清がジュンガルと回部を制圧した後、その地域につけた名称は？","新疆。","「新しい領域」という意味で、ジュンガルだけ・回部だけを指すのではない。","","18_中華帝国の繁栄（明・清）.md","p.290;p.294","L344;L469"
"WHSO-05-18-04-035","一問一答","主体","乾隆帝が東トルキスタンのタリム盆地で服属させた、回部の人々は？","ウイグル人。","ジュンガルの討伐に続いて清の支配下に入った。","","18_中華帝国の繁栄（明・清）.md","p.290;p.294","L344;L469"
"WHSO-05-18-04-036","一問一答","人物","白蓮教徒の乱が起こった清の皇帝の時代は？","嘉慶帝（仁宗）の時代。","乾隆帝の退位後、民衆反乱が続くようになった。","","18_中華帝国の繁栄（明・清）.md","p.290;p.299","L345-L346;L633"
"WHSO-05-18-04-037","一問一答","用語の特定","1796年から起こり、四川・湖北などで続いた白蓮教信者の農民反乱は？","白蓮教徒の乱。","資料では1796〜1804年の反乱として示される。","","18_中華帝国の繁栄（明・清）.md","p.290;p.299","L346;L633"
"WHSO-05-18-04-038","一問一答","用語の特定","1813年、反乱軍が一時北京の紫禁城に乱入した清代の反乱は？","天理教徒の乱。","白蓮教徒の乱とともに、清の社会不安を示す出来事である。","","18_中華帝国の繁栄（明・清）.md","p.290;p.299","L347;L633"
"WHSO-05-18-04-039","一問一答","内容","明の北方辺境で女真諸部族が交易して富を蓄えた代表的な特産物は？","毛皮や薬用人参。","辺境への軍事費として送られた銀が、交易の活発化につながった。","","18_中華帝国の繁栄（明・清）.md","p.291","L359"
"WHSO-05-18-04-040","一問一答","主体","ヌルハチが属していた女真族の部族は？","建州部。","まず周辺をまとめ、その後に女真族全体の統一へ進んだ。","","18_中華帝国の繁栄（明・清）.md","p.291","L359"
"WHSO-05-18-04-041","一問一答","逆向きの説明","清の八旗は、単なる軍事編制ではなく、どのような制度だったか？","軍事に加えて、政治・社会の統治の基礎にもなる部族再編の制度。","旗に属する人々と土地を結びつけた支配の仕組みである。","","18_中華帝国の繁栄（明・清）.md","p.291","L359"
"WHSO-05-18-04-042","一問一答","関係","八旗に属する人々と、彼らに与えられた土地を、それぞれ何というか？","人々は旗人、土地は旗地。","軍団への所属と土地の支給が結びついていた。","","18_中華帝国の繁栄（明・清）.md","p.291","L359"
"WHSO-05-18-04-043","一問一答","用語の特定","1619年、ヌルハチが明軍を破った戦いは？","サルフ（サルホ）の戦い。","後金が東北部の支配を固める過程の戦いである。","","18_中華帝国の繁栄（明・清）.md","p.291","L359"
"WHSO-05-18-04-044","一問一答","場所","ヌルハチが東北部の支配を固める際に都とした都市は？","瀋陽。","清が中国本土を支配して北京へ遷都する前の拠点である。","","18_中華帝国の繁栄（明・清）.md","p.291;p.290","L359;L327"
"WHSO-05-18-04-045","一問一答","内容","ホンタイジは、女真という民族名を正式に何と改めたか？","満洲。","民族名の変更と、国号の後金から清への変更を区別する。","","18_中華帝国の繁栄（明・清）.md","p.291","L361"
"WHSO-05-18-04-046","一問一答","原因","ホンタイジが朝鮮を服属させ、明への朝貢をやめさせた政治的な目的は？","朝鮮を清へ朝貢させ、明に対して清の正統性を示すため。","朝貢国の所属は、どの皇帝を中心とする秩序に入るかにも関わった。","","18_中華帝国の繁栄（明・清）.md","p.291","L363"
"WHSO-05-18-04-047","一問一答","関係","満洲八旗・蒙古八旗・漢軍八旗は、主にどの人々から編成されたか？","満洲八旗は女真族、蒙古八旗はモンゴル諸部族、漢軍八旗は漢人移民や明の投降兵。","征服・服属の拡大にあわせて八旗の構成も広がった。","","18_中華帝国の繁栄（明・清）.md","p.291","L363"
"WHSO-05-18-04-048","一問一答","内容","ホンタイジの「朝鮮の服属」「清への改称」「チャハル平定」を古い順に並べなさい。","チャハル平定→清への改称→朝鮮の服属。","資料の総覧では、それぞれ1635年・1636年・1637年である。","","18_中華帝国の繁栄（明・清）.md","p.291;p.290","L365;L322-L324;L321"
"WHSO-05-18-04-049","一問一答","原因","明末に李自成らの農民反乱が拡大した背景は？","後金・清への対応で軍事費が増え、重税に苦しむ農民の不満が高まったこと。","納税を拒否する反乱が各地で起こったと説明される。","","18_中華帝国の繁栄（明・清）.md","p.291","L369"
"WHSO-05-18-04-050","一問一答","場所","呉三桂が明の精鋭軍を率いて守っていた、明と清の境の要地は？","山海関。","清が北京へ進むうえで重要な関門であった。","","18_中華帝国の繁栄（明・清）.md","p.291","L371"
"WHSO-05-18-04-051","一問一答","内容","李自成による明の滅亡後、清軍はどのように北京へ入城したか？","山海関を守っていた呉三桂が清に投降し、清軍を先導した。","明の滅亡と清の中国支配開始の間に、呉三桂の行動がある。","","18_中華帝国の繁栄（明・清）.md","p.291","L371"
"WHSO-05-18-04-052","一問一答","主体","明滅亡後、江南へ逃れて明の皇族を立てた諸政権を、資料では何と呼んでいるか？","南明政権。","清は呉三桂らの武将を使って、その残存勢力を平定した。","","18_中華帝国の繁栄（明・清）.md","p.292","L390"
"WHSO-05-18-04-053","一問一答","場所","三藩が置かれた、華南の三つの地域は？","雲南・広東・福建。","呉三桂は雲南に勢力を持った。","","18_中華帝国の繁栄（明・清）.md","p.292","L390"
"WHSO-05-18-04-054","一問一答","用語の特定","鄭成功が続けた、清を倒して明を復活させようとする運動の標語は？","反清復明。","明の残存勢力が倒された後も抵抗が続いた。","","18_中華帝国の繁栄（明・清）.md","p.292","L392"
"WHSO-05-18-04-055","一問一答","用語の特定","鄭成功の海上勢力を孤立させるため、清が沿岸住民を内陸へ移住させた命令は？","遷界令。","海禁とともに、沿岸の商人・住民と鄭氏の結びつきを断とうとした。","","18_中華帝国の繁栄（明・清）.md","p.292","L392"
"WHSO-05-18-04-056","一問一答","原因","清が遷界令を出した目的は？","沿岸住民や海商と鄭成功の関係を断ち、鄭氏の抵抗勢力を孤立させるため。","単に農業用地を広げるための移住政策ではない。","","18_中華帝国の繁栄（明・清）.md","p.292","L392"
"WHSO-05-18-04-057","一問一答","主体","鄭成功が台湾を拠点とする際に追い出したヨーロッパ勢力は？","オランダ人。","本文ではゼーランディア城の占拠が説明される。","","18_中華帝国の繁栄（明・清）.md","p.292","L392"
"WHSO-05-18-04-058","一問一答","用語の特定","鄭成功が台湾で占拠した、オランダ人の拠点となる城は？","ゼーランディア城。","台湾を反清復明の拠点とする過程の出来事である。","","18_中華帝国の繁栄（明・清）.md","p.292","L392"
"WHSO-05-18-04-059","一問一答","原因","康熙帝が三藩の廃止を図ったのはなぜか？","三藩が自立・強大化し、清の統治を脅かす存在となったため。","呉三桂は独自の交易や銅銭発行などもおこなっていた。","","18_中華帝国の繁栄（明・清）.md","p.292","L394"
"WHSO-05-18-04-060","一問一答","原因","三藩の乱が起こった直接のきっかけは？","康熙帝が三藩の廃止を表明したこと。","呉三桂が挙兵し、ほかの藩王も同調した。","","18_中華帝国の繁栄（明・清）.md","p.292","L394"
"WHSO-05-18-04-061","一問一答","結果","三藩の乱の鎮圧と鄭氏台湾の降伏は、清の支配にどのような意味を持ったか？","反抗する主要勢力を平定し、漢民族地域と台湾への支配を確立した。","軍事的な統一の進展が、その後の貿易政策にも影響した。","","18_中華帝国の繁栄（明・清）.md","p.292","L394"
"WHSO-05-18-04-062","一問一答","内容","鄭氏台湾の平定後、清は海上貿易の政策をどう変えたか？","海禁を解除し、港市に海関を置いて民間貿易を認めた。","抵抗勢力を封じるための規制が、平定後に変更された。","","18_中華帝国の繁栄（明・清）.md","p.292;p.297","L394;L573"
"WHSO-05-18-04-063","一問一答","用語の特定","清が海禁解除後、開港地に設けた税関は？","海関。","民間の海上貿易を認めつつ、貿易を管理する機関であった。","","18_中華帝国の繁栄（明・清）.md","p.292;p.297","L394;L573"
"WHSO-05-18-04-064","一問一答","人物","鄭成功の死後、台湾で清への抵抗を引き継いだ息子は？","鄭経。","三藩の乱にも呼応して挙兵した。","","18_中華帝国の繁栄（明・清）.md","p.292","L400"
"WHSO-05-18-04-065","一問一答","原因","鄭成功が「国姓爺」と呼ばれたのはなぜか？","明の皇族を助け、皇帝の姓である朱姓を与えられたため。","この呼称と、近松門左衛門の作品名も関連する。","","18_中華帝国の繁栄（明・清）.md","p.292","L400"
"WHSO-05-18-04-066","一問一答","用語の特定","鄭成功の物語を題材とし、近松門左衛門が作った作品は？","『国性爺合戦』。","人物の呼称「国姓爺」と、作品名の「国性爺」の表記を区別する。","","18_中華帝国の繁栄（明・清）.md","p.292","L400"
"WHSO-05-18-04-067","一問一答","原因","康熙帝がロシアとの関係を修復してネルチンスク条約を結んだ背景は？","ロシアと争う間にジュンガルが勢力を拡大することを警戒したため。","ロシアとの関係を、内陸アジア情勢とあわせて考える。","","18_中華帝国の繁栄（明・清）.md","p.293","L448"
"WHSO-05-18-04-068","一問一答","内容","ネルチンスク条約は、清とロシアのどのような立場で結ばれたか？","対等な立場。","本文では、ヨーロッパの国際法にあわせて結んだと説明される。","","18_中華帝国の繁栄（明・清）.md","p.293","L448"
"WHSO-05-18-04-069","一問一答","主体","ネルチンスク条約の交渉で通訳を担った人々は？","イエズス会宣教師。","宣教師は布教や科学技術の紹介だけでなく、外交にも関わった。","","18_中華帝国の繁栄（明・清）.md","p.293","L448"
"WHSO-05-18-04-070","一問一答","人物","康熙帝の親征で敗れた、ジュンガルの指導者は？","ガルダン＝ハン。","この戦いの後、外モンゴルが清の領域に組み込まれた。","","18_中華帝国の繁栄（明・清）.md","p.293","L450"
"WHSO-05-18-04-071","一問一答","人物","清とジュンガルが保護権をめぐって争った、ラマ教の教主は？","ダライ＝ラマ。","宗教的権威の保護が、内陸アジアでの支配にも関係した。","","18_中華帝国の繁栄（明・清）.md","p.293","L450"
"WHSO-05-18-04-072","一問一答","内容","チベットを服属させた後、清の皇帝はラマ教に対してどのような立場をとったか？","ダライ＝ラマの保護者として、ラマ教を手厚く保護した。","漢民族地域での儒学的皇帝という立場とは別の顔である。","","18_中華帝国の繁栄（明・清）.md","p.293","L450"
"WHSO-05-18-04-073","一問一答","関係","ネルチンスク条約とキャフタ条約は、それぞれ清のどの皇帝の時代に結ばれたか？","ネルチンスク条約は康熙帝、キャフタ条約は雍正帝。","いずれもロシアとの国境を定める条約である。","","18_中華帝国の繁栄（明・清）.md","p.294;p.290","L467;L333;L339"
"WHSO-05-18-04-074","一問一答","関係","清が「新疆」と名づけた領域は、どの二つの地域をあわせたものか？","ジュンガルと回部。","回部はタリム盆地のウイグル人地域として説明される。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-075","一問一答","主体","乾隆帝期の清の支配下にあった、資料に示される五つの主要民族は？","満洲人・漢民族・モンゴル人・ウイグル人・チベット人。","資料では満・漢・蒙・回・蔵と対応づけられる。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-076","一問一答","用語の特定","清が内陸アジアで、現地有力者の自治を大幅に認めた支配地域を何というか？","藩部。","理藩院が統括し、直轄地と異なる方式で支配した。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-077","一問一答","関係","清の直轄地と藩部は、支配方法がどのように異なったか？","直轄地は直接統治し、藩部では現地の王侯や宗教指導者などの自治を認めて理藩院が統括した。","すべての民族・地域に同一の制度を一律に適用したわけではない。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-078","一問一答","用語の特定","清が回部の支配で自治を認めた、ウイグル人有力者を何というか？","ベク。","モンゴルの王侯やチベットのダライ＝ラマとともに、地域別支配の例として挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-079","一問一答","内容","清の皇帝が地域ごとに持っていた、異なる支配者としての顔を説明しなさい。","満洲では八旗の頂点、中国本土では儒学的皇帝、内陸アジアでは大ハーンやラマ教の保護者として君臨した。","複合的な多民族支配という清の特徴を示す。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-080","一問一答","主体","清の冊封体制に組み込まれた朝貢国として、本文が挙げる五つの国・王国は？","朝鮮・琉球・ベトナム・タイ・ビルマ。","朝貢国は、直轄地や藩部とは区別する。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-081","一問一答","関係","清の藩部と朝貢国は、どう区別すべきか？","藩部は清の支配領域として理藩院が統括し、朝貢国は朝貢・冊封の関係を結ぶ周辺諸国だった。","朝鮮や琉球を、そのまま清の直轄地とみなさない。","","18_中華帝国の繁栄（明・清）.md","p.294","L469"
"WHSO-05-18-04-082","一問一答","用語の特定","清が重要な官職に満洲人と漢民族を同数ずつ登用した制度は？","満漢併用制。","漢人官僚を取り込み、中国統治への協力を得ようとした。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-083","一問一答","内容","清が漢民族の官僚・知識人に対しておこなった懐柔策の代表例は？","満漢併用制、朱子学の官学化と科挙の実施、書籍の編纂など。","明の制度や中国文化を継承・保護する姿勢を示した。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-084","一問一答","用語の特定","康熙帝の時代に編纂された、漢字の字典は？","『康熙字典』。","清朝が中国文化を保護する政策の一環として挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-085","一問一答","用語の特定","康熙帝から雍正帝の時代に編纂された、大規模な百科事典は？","『古今図書集成』。","『康熙字典』や『四庫全書』との書名・時代の対応を押さえる。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-086","一問一答","用語の特定","乾隆帝の命で多数の書物を集めて編纂された叢書は？","『四庫全書』。","清の大規模な書籍編纂事業を代表する。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-087","一問一答","用語の特定","康熙帝から乾隆帝の時代にかけて編纂された、明王朝の正史は？","『明史』。","清が前王朝の歴史を、伝統的な正史の形式で編纂した。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-088","一問一答","原因","清が大規模な書籍編纂を進めた政治的な意味は？","中国文化の保護者であることを示し、漢民族の協力を得ること。","単なる学術活動ではなく、中国統治の懐柔策とも結びついた。","","18_中華帝国の繁栄（明・清）.md","p.294","L475"
"WHSO-05-18-04-089","一問一答","用語の特定","清が漢民族の男子にも強制した、北方民族の髪型は？","辮髪。","清への服従を示させる政策として説明される。","","18_中華帝国の繁栄（明・清）.md","p.294","L477"
"WHSO-05-18-04-090","一問一答","用語の特定","清が反抗的とみなした言論や著述を取り締まり、処罰した事件を何というか？","文字の獄。","書籍編纂による文化保護と、思想統制を区別して捉える。","","18_中華帝国の繁栄（明・清）.md","p.295","L485"
"WHSO-05-18-04-091","一問一答","用語の特定","清が満洲人の支配を否定するような書物の発刊を禁止した措置は？","禁書。","文字の獄とともに、威圧策の一つとして説明される。","","18_中華帝国の繁栄（明・清）.md","p.295","L485"
"WHSO-05-18-04-092","一問一答","関係","清の中国統治における懐柔策と威圧策を、それぞれ例示しなさい。","懐柔策は満漢併用制や中国文化の保護、威圧策は辮髪の強制・文字の獄・禁書。","協力の取り込みと抵抗の抑制を組み合わせた。","","18_中華帝国の繁栄（明・清）.md","p.295;p.294","L485;L475-L477"
"WHSO-05-18-04-093","一問一答","原因","雍正帝が軍機処を設けた直接の目的は？","ジュンガル遠征のため、情報収集や命令伝達を迅速におこなうこと。","軍事機密を扱う機関から、行政全般にも関わる機関へ発展した。","","18_中華帝国の繁栄（明・清）.md","p.295","L487"
"WHSO-05-18-04-094","一問一答","結果","軍機処の役割は、設置後どのように広がったか？","軍事以外の命令も扱い、実質的な軍事・行政の最高機関となった。","皇帝の指示を素早く実行する仕組みが、政務全体へ広がった。","","18_中華帝国の繁栄（明・清）.md","p.295","L487"
"WHSO-05-18-04-095","一問一答","用語の特定","清が漢民族で編成し、主に治安維持にあたらせた軍隊は？","緑営。","明の軍団を再編成したものが始まりと説明される。","","18_中華帝国の繁栄（明・清）.md","p.295","L487"
"WHSO-05-18-04-096","一問一答","関係","清の八旗と緑営は、配置や主な任務がどう異なるか？","八旗は正規軍として重要拠点に置かれ、緑営は漢民族で編成されて治安維持にあたった。","漢軍八旗と、漢民族で編成される緑営を混同しない。","","18_中華帝国の繁栄（明・清）.md","p.295","L487"
"WHSO-05-18-04-097","一問一答","原因","康熙帝が増加人口に課税しない方針をとった背景は？","人頭税を逃れるために戸籍へ登録しない人が多く、課税への不安や不満を和らげようとしたため。","税制の変更を、人口把握や民衆の行動と関連づける。","","18_中華帝国の繁栄（明・清）.md","p.295","L489"
"WHSO-05-18-04-098","一問一答","時期","康熙帝が人頭税額を固定する基準としたのは、何年の人口か？","1711年の人口。","資料では、康熙帝の即位50周年にあたる年の人口と説明される。","","18_中華帝国の繁栄（明・清）.md","p.295","L489"
"WHSO-05-18-04-099","一問一答","用語の特定","康熙帝が基準年後の増加人口として課税しないことにした人々を、資料では何というか？","盛世滋生人丁。","増えた人口に人頭税を課さない方針であった。","","18_中華帝国の繁栄（明・清）.md","p.295","L489"
"WHSO-05-18-04-100","一問一答","逆向きの説明","地丁銀とはどのような税制か？","丁銀という人頭税を地銀という土地税に組み込み、土地を基準に一括して銀納させる税制。","人頭税を独立して課さなくなった点が重要である。","","18_中華帝国の繁栄（明・清）.md","p.295","L489"
"WHSO-05-18-04-101","一問一答","関係","一条鞭法と地丁銀の最も重要な違いは？","一条鞭法は土地税と人頭税の負担をまとめて銀納し、地丁銀は人頭税を土地税に組み込んだ。","両方とも銀納だが、地丁銀では人数の増加に応じた人頭税がなくなった。","","18_中華帝国の繁栄（明・清）.md","p.295","L489"
"WHSO-05-18-04-102","一問一答","結果","地丁銀の実施は、人頭税と人口の把握に関わる人々の行動をどう変えたか？","人数が増えることで人頭税が増える仕組みがなくなり、人口増加を支える条件となった。","本文は、人頭税廃止を清代の人口増加の背景として挙げる。","","18_中華帝国の繁栄（明・清）.md","p.295","L489"
"WHSO-05-18-04-103","一問一答","主体","明末から中国で西洋技術を紹介しながら布教し、中国の典礼を認めたカトリック修道会は？","イエズス会。","中国名を名乗り、中国風の服を着るなどの方法もとった。","","18_中華帝国の繁栄（明・清）.md","p.296","L549"
"WHSO-05-18-04-104","一問一答","内容","中国に来たイエズス会宣教師は、どのような方法で知識人への布教を進めたか？","中国の服装や名前を用い、西洋技術を紹介し、中国の伝統儀礼を認めながら布教した。","現地の文化に配慮する方法が、のちの典礼問題にも関わる。","","18_中華帝国の繁栄（明・清）.md","p.296","L549"
"WHSO-05-18-04-105","一問一答","逆向きの説明","中国布教で問題となった「典礼」とは、何を指すか？","孔子廟の儀式や祖先の墓参りなど、中国の伝統的な儀礼。","イエズス会は、キリスト教への改宗後もこうした儀礼を認めた。","","18_中華帝国の繁栄（明・清）.md","p.296","L549"
"WHSO-05-18-04-106","一問一答","人物","明末に来朝し、『坤輿万国全図』や『幾何原本』に関わったイタリア人宣教師は？","マテオ＝リッチ（利瑪竇）。","中国人官僚の徐光啓と親交を持った。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-107","一問一答","人物","マテオ＝リッチやアダム＝シャールと親交を持ち、西洋学術の受容に関わった明の官僚は？","徐光啓。","西洋学術を伝えた宣教師と、それを受け入れた中国人官僚を対応させる。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-108","一問一答","用語の特定","マテオ＝リッチが作成した世界地図は？","『坤輿万国全図』。","清代の実測中国地図『皇輿全覧図』と区別する。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
