"question_id","question","answer","explanation","type","style","source_url","source_file","source_page","source_line"
"WH-25-04-014","マザラン時代の1648年、三十年戦争を終結させた条約は？","ウェストファリア条約。","フランスはアルザス地方を獲得し、ハプスブルク家に対する地位を強めた。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","346"
"WH-25-04-015","1648〜53年、マザランに反発する貴族らが起こし、鎮圧された反乱は？","フロンドの乱。","高等法院を拠点とする貴族に、増税に反対するパリの民衆も加わった。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","347"
"WH-25-04-016","ルイ14世がマザランの死後、親政を始めたのは何年か？","1661年。","ルイ14世の即位そのものと、親政の開始は異なる。","時期","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","348"
"WH-25-04-017","ルイ14世が王権を正当化するために採用した王権神授説を唱えた人物は？","ボシュエ。","国王の権力を神に由来すると説明した。","人物","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","349"
"WH-25-04-018","ルイ14世の絶対王政を象徴する言葉として資料に示されている表現は？","朕は国家なり。","実際の発言の検証ではなく、資料が絶対王政の説明に用いている表現を問う。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","349"
"WH-25-04-019","ルイ14世の財務総監として重商主義政策を進めた人物は？","コルベール。","産業の育成、貿易会社の整備、保護関税を組み合わせた。","人物","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","350"
"WH-25-04-020","コルベールが進めた、国内産業の保護・育成と貿易拡大を目指す重商主義政策を何というか？","コルベール主義。","輸出産業を育て、国家の財政基盤を強化しようとした。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","350"
"WH-25-04-021","コルベールは1664年、アジア・アメリカ向け貿易会社をそれぞれどう整えたか？","東インド会社を再建し、西インド会社を設立した。","アジア貿易と大西洋方面への進出を進めた。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","351"
"WH-25-04-022","コルベールが輸出向けの毛織物などを生産するため創設した、国家の保護を受ける手工業経営は？","特権マニュファクチュア。","国内産業の育成と輸出の拡大を結びつける政策だった。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","352"
"WH-25-04-023","ルイ14世時代、北米のミシシッピ川流域にフランスが獲得した植民地は？","ルイジアナ。","ルイ14世の名と結びつく、フランスの北米進出の拠点である。","場所","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","353"
"WH-25-04-024","ルイ14世が建設した、フランス絶対王政を象徴する宮殿は？","ヴェルサイユ宮殿。","宮殿建設の支出は、対外戦争とともに財政を圧迫した。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","354"
"WH-25-04-025","1685年、ルイ14世はユグノーの信仰に関わるどの王令を廃止したか？","ナントの王令。","アンリ4世による信仰の自由の容認から、宗教統一へ方針が変わった。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","355"
"WH-25-04-026","ルイ14世がナントの王令を廃止したのは何年か？","1685年。","1598年の発布と対にして整理する。","時期","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","355"
"WH-25-04-027","ナントの王令廃止は、フランスの国内産業にどのような影響を与えたか？","ユグノーの商工業者が国外へ逃れ、国内産業が打撃を受けた。","宗教政策が労働力・市場・産業の流出にもつながった。","結果","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","355"
"WH-25-04-028","ルイ14世が、ライン川などの自然地形までをフランスの国境とする根拠に用いた説は？","自然国境説。","周辺への領土拡大を正当化するために用いられた。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","356"
"WH-25-04-029","1667年からルイ14世が、スペイン領ネーデルラントの相続権を主張して起こした戦争は？","南ネーデルラント継承戦争。","イギリス・オランダ・スウェーデンがフランスに対抗した。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","357"
"WH-25-04-030","1672年からルイ14世がオランダに攻め込み、第3次英蘭戦争とも連動した戦争は？","オランダ侵略戦争。","イギリスのチャールズ2世が当初フランス側に立った。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","358"
"WH-25-04-031","ルイ14世がライン左岸への進出を狙い、1688年から起こした戦争は？","ファルツ継承戦争（アウクスブルク同盟戦争）。","名誉革命後のイギリスも反フランス側に立った。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","359"
"WH-25-04-032","スペイン＝ハプスブルク家断絶後、ルイ14世の孫の王位継承をめぐって起きた戦争は？","スペイン継承戦争。","フランスとスペインが一体化して強大になることを、周辺国が警戒した。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","361"
"WH-25-04-033","スペイン継承戦争に連動して、北米で起きた英仏の植民地戦争は？","アン女王戦争。","ファルツ継承戦争に連動したウィリアム王戦争と区別する。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","362"
"WH-25-04-034","1713年、スペイン継承戦争の講和で結ばれた条約は？","ユトレヒト条約。","スペイン王位の処理に加え、植民地や貿易上の権益が再配分された。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","363"
"WH-25-04-035","ユトレヒト条約でスペイン王位の継承が認められた、ルイ14世の孫は？","フェリペ5世。","フランス名フィリップで、スペイン＝ブルボン家の祖となった。","人物","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","364"
"WH-25-04-036","ユトレヒト条約で、イギリスがフランスから獲得した北米の主要3地域は？","ニューファンドランド、アカディア、ハドソン湾地方。","カナダなどを得た1763年のパリ条約とは区別する。","場所","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","365"
"WH-25-04-037","ユトレヒト条約で、イギリスがスペインから獲得した地中海方面の2拠点は？","ジブラルタルとミノルカ島。","ジブラルタルは大西洋と地中海を結ぶ要衝である。","場所","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","366"
"WH-25-04-038","ユトレヒト条約でフランスからイギリスへ移った、スペイン政府との奴隷供給契約は？","アシエント。","領土だけでなく、奴隷貿易に関する権益も移った。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","405","367"
"WH-25-04-039","アカデミー＝フランセーズの設置は、フランスの文化・言語にどのような影響を与えたか？","古典文学が保護され、近代フランス語の形成が進んだ。","資料では、その後のフランス語の外交共通語化とも結びつけて説明されている。","結果","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","406","385"
"WH-25-04-040","フロンドの乱には、大貴族だけでなくパリの民衆も参加したのはなぜか？","マザランの政策に対する反発に、民衆の増税への不満が重なったため。","参加者の利害は一様ではなく、反乱側のまとまりは弱かった。","原因","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","406","391"
"WH-25-04-041","フロンドの乱の鎮圧は、フランスの王権と貴族の関係をどう変えたか？","貴族の抵抗を弱め、王権への従属を進めた。","ルイ14世が親政を行う政治的な基盤となった。","結果","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","406","391"
"WH-25-04-042","ルイ14世はマザラン死後、宰相の地位をどう扱ったか？","新たな宰相を置かず、親政を行った。","官僚制と有能な家臣を用いて、国王が政治を主導した。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","406","397"
"WH-25-04-043","コルベールは、国内産業を外国製品との競争から守るためにどのような関税政策をとったか？","保護関税政策。","国内産業の育成と、外国製品の流入の抑制を組み合わせた。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","417"
"WH-25-04-044","コルベールの重商主義政策を、貿易・生産・保護の三点で説明しなさい。","東西インド会社を整備して貿易を広げ、特権マニュファクチュアで輸出産業を育て、保護関税で国内産業を守った。","産業の発展を、王権を支える財政収入につなげようとした。","統合説明","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","417"
"WH-25-04-045","ヴェルサイユ宮殿の建築様式は？","バロック様式。","壮大な装飾や空間を持つ宮殿として説明されている。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","419"
"WH-25-04-046","フランスがカトリックを維持しながら、教会を王権の下に置く立場を何というか？","国家教会主義（ガリカニズム）。","教皇との関係と、国内の教会を王権に従わせる政策を区別する。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","423"
"WH-25-04-047","ナントの王令廃止後、ユグノーが移住した主な国・地域を三つ挙げなさい。","オランダ、オランダ領ケープ植民地、イギリス。","信仰の自由を求める移住が、受け入れ先の産業にも関わった。","場所","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","423"
"WH-25-04-048","ルイ14世のもとで常備軍の編成を進めた人物は？","ルーヴォワ。","コルベールの経済政策と、ルーヴォワの軍事整備を区別する。","人物","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","427"
"WH-25-04-049","ルイ14世の自然国境説が、フランスの国境とした川・山脈は？","ライン川、ピレネー山脈、アルプス山脈。","既存の国境ではなく、領土拡大を主張する際の基準として示された。","場所","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","407","427"
"WH-25-04-050","オランダ侵略戦争と第3次英蘭戦争は、どのように連動したか？","フランスがオランダを攻撃するのに合わせ、チャールズ2世のイギリスもオランダと戦った。","その背景に、英仏間のドーヴァーの密約があった。","関係","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","408","445"
"WH-25-04-051","ファルツ継承戦争で、ハプスブルク家やイギリス・オランダなどが結んだ反フランス同盟は？","アウクスブルク同盟。","一国の勢力が強まりすぎることを、複数国の協力で抑えようとした。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","408","447"
"WH-25-04-052","ファルツ継承戦争とウィリアム王戦争は、どのような関係にあるか？","ヨーロッパのファルツ継承戦争に連動して、北米でウィリアム王戦争が起きた。","ヨーロッパの戦争と植民地での戦争を対応させる。","関係","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","408","447"
"WH-25-04-053","ルイ14世の孫によるスペイン王位継承に、ヨーロッパ諸国が反対した理由は？","フランスとスペインの合併によって、ブルボン家が強大になることを警戒したため。","王位継承問題が、勢力均衡をめぐる国際戦争につながった。","原因","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","409","521"
"WH-25-04-054","ユトレヒト条約がフェリペ5世の王位を認める際、フランスとスペインについて付けた条件は？","両国の合併を永久に禁止すること。","スペイン＝ブルボン家の成立を認めつつ、両国の一体化は防いだ。","内容","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","409","521"
"WH-25-04-055","スペイン継承戦争後、オーストリアとの講和で、スペインの欧州領がオーストリアへ移った条約は？","ラシュタット条約。","ユトレヒト条約とともに、戦後のヨーロッパの領土関係を定めた。","用語の特定","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","409","521"
"WH-25-04-056","ラシュタット条約でオーストリア領となった、スペインの主要な欧州領を挙げなさい。","ネーデルラント、ミラノ、ナポリ、サルデーニャ。","資料では、スペイン王位の存続と、欧州領の喪失を分けて説明している。","場所","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","409","521"
"WH-25-04-057","ルイ14世の時代に、財政や産業が苦しくなった要因を説明しなさい。","宮殿建設と対外戦争が財政を圧迫し、ナントの王令廃止でユグノーが国外へ流出して産業も打撃を受けた。","軍事・宗教・経済政策の影響を関連づけて整理する。","統合説明","一問一答","","25_近世のヨーロッパ②（イギリス・フランス）.md","409","521"
