dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,unit,subunit,item,reading,aliases,prerequisite_ids,scale,region,reference_year,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
大学受験地理_Deck1_全範囲の骨格,GE-000013,13,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図読図,方位,ほうい,なし,なし,世界,世界全体,該当なし,GE-000013-C01,identify,用語の識別,ある地点から見た方向を、東西南北などで表す概念を何というか。,方位,方位,地図では通常、方位記号や経緯線から判断する。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000014,14,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図読図,等高線,とうこうせん,なし,なし,世界,世界全体,該当なし,GE-000014-C01,identify,用語の識別,地形図で、標高が等しい地点を結んだ線は何か。,等高線,等高線,線の間隔が狭いほど一般に斜面は急である。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000015,15,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図読図,地形図,ちけいず,なし,なし,世界,世界全体,該当なし,GE-000015-C01,identify,用語の識別,地表の起伏、道路、建物、土地利用などを一定の縮尺と記号で詳しく表す地図は何か。,地形図,地形図,日本では国土地理院が基本的な地形図や地理空間情報を提供する。,なし,なし,なし,なし,なし,国土地理院『地理院地図』,https://maps.gsi.go.jp/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000016,16,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図表現,地図投影法,ちずとうえいほう,なし,なし,世界,世界全体,該当なし,GE-000016-C01,identify,用語の識別,球面の地球を平面の地図に表す方法を何というか。,地図投影法,地図投影法,面積・角度・距離を同時に完全には正しく表せないため、目的に応じて選ぶ。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000017,17,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図投影,メルカトル図法,めるかとるずほう,なし,GE-000016,世界,世界全体,該当なし,GE-000017-C01,identify,用語の識別,経線と緯線が直角に交わり、航海で方位を保つ直線を描きやすい正角図法は何か。,メルカトル図法,メルカトル図法,高緯度ほど面積が大きく誇張される。,モルワイデ図法,メルカトル図法は角度、モルワイデ図法は面積を正しく表す。,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000018,18,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図投影,正距方位図法,せいきょほういずほう,なし,GE-000016,世界,世界全体,該当なし,GE-000018-C01,identify,用語の識別,中心から各地点までの距離と方位が正しい地図投影法は何か。,正距方位図法,正距方位図法,中心を空港などに置くと、大圏航路の方向と距離の比較に使いやすい。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,正距方位図法=せいきょほういずほう
大学受験地理_Deck1_全範囲の骨格,GE-000019,19,Deck 1｜全範囲の骨格,両方,地図・地理情報,地図投影,モルワイデ図法,もるわいでずほう,なし,GE-000016,世界,世界全体,該当なし,GE-000019-C01,identify,用語の識別,世界全体の面積比を正しく表すために用いられる、楕円形の正積図法は何か。,モルワイデ図法,モルワイデ図法,分布図に適するが、形や角度はゆがむ。,メルカトル図法,モルワイデ図法は面積、メルカトル図法は角度を正しく表す。,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000020,20,Deck 1｜全範囲の骨格,両方,地図・地理情報,主題図,統計地図,とうけいちず,なし,なし,世界,世界全体,該当なし,GE-000020-C01,identify,用語の識別,人口や産業などの統計値を地図上に表現した地図を何というか。,統計地図,統計地図,階級区分図、ドットマップ、等値線図などがある。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000021,21,Deck 1｜全範囲の骨格,両方,地図・地理情報,主題図,階級区分図,かいきゅうくぶんず,なし,GE-000020,世界,世界全体,該当なし,GE-000021-C01,identify,用語の識別,地域ごとの比率や密度を階級に分け、色や模様の濃淡で示す統計地図は何か。,階級区分図,階級区分図,総数よりも面積や人口で標準化した比率・密度に向く。,ドットマップ,階級区分図は地域単位の値、ドットマップは点の集まりで分布量を表す。,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,階級区分図=かいきゅうくぶんず
大学受験地理_Deck1_全範囲の骨格,GE-000022,22,Deck 1｜全範囲の骨格,両方,地図・地理情報,主題図,ドットマップ,どっとまっぷ,なし,GE-000020,世界,世界全体,該当なし,GE-000022-C01,identify,用語の識別,一定量を一つの点に置き換え、点の密度で数量分布を表す統計地図は何か。,ドットマップ,ドットマップ,農産物や人口の分布を視覚的に示すのに向く。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000023,23,Deck 1｜全範囲の骨格,両方,地図・地理情報,主題図,等値線図,とうちせんず,なし,GE-000020,世界,世界全体,該当なし,GE-000023-C01,identify,用語の識別,気温や降水量など、連続的に変化する値が等しい地点を線で結ぶ統計地図は何か。,等値線図,等値線図,等温線・等圧線・等雨量線などがある。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,等値線図=とうちせんず
大学受験地理_Deck1_全範囲の骨格,GE-000024,24,Deck 1｜全範囲の骨格,両方,地図・地理情報,主題図,流線図,りゅうせんず,なし,GE-000020,世界,世界全体,該当なし,GE-000024-C01,identify,用語の識別,人・物・情報などの移動を、線の向きや太さで表す統計地図は何か。,流線図,流線図,流動量が多いほど線を太くする表現が一般的である。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000025,25,Deck 1｜全範囲の骨格,両方,地図・地理情報,主題図,カルトグラム,かるとぐらむ,変形地図,GE-000020,世界,世界全体,該当なし,GE-000025-C01,identify,用語の識別,人口やGDPなどの値に応じて地域の面積や形を変形して表す地図は何か。,カルトグラム,カルトグラム｜変形地図,実際の面積や形より、統計量の大小を強調する。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000026,26,Deck 1｜全範囲の骨格,両方,地図・地理情報,地理情報技術,GIS,じーあいえす,地理情報システム,なし,世界,世界全体,該当なし,GE-000026-C01,identify,用語の識別,位置情報を持つデータを重ね合わせ、検索・分析・表示する仕組みは何か。,GIS,GIS｜地理情報システム,地形、人口、土地利用、災害リスクなどを同じ地図上で分析できる。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000027,27,Deck 1｜全範囲の骨格,両方,地図・地理情報,地理情報技術,GNSS,じーえぬえすえす,全球測位衛星システム,なし,世界,世界全体,該当なし,GE-000027-C01,identify,用語の識別,人工衛星の信号を利用して地球上の位置を測る衛星測位システムの総称は何か。,GNSS,GNSS｜全球測位衛星システム,GPSはGNSSを構成する代表的な衛星測位システムの一つである。,GPS,GNSSは衛星測位システムの総称、GPSはその一方式である。,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000028,28,Deck 1｜全範囲の骨格,両方,地図・地理情報,地理情報技術,リモートセンシング,りもーとせんしんぐ,遠隔探査,なし,世界,世界全体,該当なし,GE-000028-C01,identify,用語の識別,人工衛星や航空機のセンサーで、対象に直接触れず地表の情報を観測する技術は何か。,リモートセンシング,リモートセンシング｜遠隔探査,土地利用、植生、海面温度、災害状況などの把握に使われる。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000029,29,Deck 1｜全範囲の骨格,両方,地図・地理情報,地理情報技術,メッシュ統計,めっしゅとうけい,なし,なし,世界,世界全体,該当なし,GE-000029-C01,identify,用語の識別,地域を規則的な格子に区切り、各区画ごとに人口などを集計した統計は何か。,メッシュ統計,メッシュ統計,行政区域の違いに左右されにくく、地域を細かく比較できる。,なし,なし,なし,なし,なし,総務省統計局『人口推計』,https://www.stat.go.jp/data/jinsui/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000030,30,Deck 1｜全範囲の骨格,地理総合,地図・地理情報,地域調査,フィールドワーク,ふぃーるどわーく,地域調査,なし,世界,世界全体,該当なし,GE-000030-C01,identify,用語の識別,現地で観察、聞き取り、測定などを行って地域を調べる方法は何か。,フィールドワーク,フィールドワーク｜地域調査,事前の仮説、現地調査、整理・分析、発表という流れで行う。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000031,31,Deck 1｜全範囲の骨格,両方,地図・地理情報,国家領域,国境,こっきょう,なし,なし,複数国家,世界全体,該当なし,GE-000031-C01,identify,用語の識別,国家の領域を区切る境界を何というか。,国境,国境,山脈・河川などの自然的境界と、緯線・経線などを用いた人為的境界がある。,なし,なし,なし,なし,なし,国際連合統計部『M49地域区分』,https://unstats.un.org/unsd/methodology/m49,なし
大学受験地理_Deck1_全範囲の骨格,GE-000032,32,Deck 1｜全範囲の骨格,両方,地図・地理情報,国家領域,領海,りょうかい,なし,なし,国家,沿岸国,該当なし,GE-000032-C01,number,幅,領海は、国連海洋法条約で基線から原則何海里までか。,12海里まで,12海里まで｜基線から12海里まで,領海では沿岸国の主権が及ぶが、外国船には無害通航権が認められる。,なし,なし,なし,海里,なし,国際連合『海洋法条約の概要』,https://www.un.org/depts/los/convention_agreements/convention_overview_convention.htm,なし
大学受験地理_Deck1_全範囲の骨格,GE-000033,33,Deck 1｜全範囲の骨格,両方,地図・地理情報,国家領域,排他的経済水域,はいたてきけいざいすいいき,EEZ,なし,国家,沿岸国,該当なし,GE-000033-C01,number,幅,排他的経済水域（EEZ）は、基線から原則何海里までか。,200海里まで,200海里まで｜基線から200海里まで,領海とは異なり、航行などに対する完全な主権ではなく、主に資源に関する主権的権利をもつ。,領海,領海は原則12海里で主権が及び、EEZは原則200海里で資源利用の主権的権利をもつ。,なし,海里,なし,国際連合『海洋法条約の概要』,https://www.un.org/depts/los/convention_agreements/convention_overview_convention.htm,排他的経済水域=はいたてきけいざいすいいき
大学受験地理_Deck1_全範囲の骨格,GE-000034,34,Deck 1｜全範囲の骨格,両方,地図・地理情報,世界の地域構成,大陸,たいりく,なし,なし,世界,世界全体,該当なし,GE-000034-C01,identify,用語の識別,海洋によって大きく隔てられた、地球上の広大な陸地を何というか。,大陸,大陸,大州という地域区分とは必ずしも完全に一致しない。,なし,なし,なし,なし,なし,国際連合統計部『M49地域区分』,https://unstats.un.org/unsd/methodology/m49,なし
大学受験地理_Deck1_全範囲の骨格,GE-000035,35,Deck 1｜全範囲の骨格,両方,地図・地理情報,世界の地域構成,大洋,たいよう,なし,なし,世界,世界全体,該当なし,GE-000035-C01,identify,用語の識別,大陸間に広がる世界規模の海洋を何というか。,大洋,大洋,太平洋・大西洋・インド洋などが代表例である。,なし,なし,なし,なし,なし,国際連合統計部『M49地域区分』,https://unstats.un.org/unsd/methodology/m49,なし
大学受験地理_Deck1_全範囲の骨格,GE-000036,36,Deck 1｜全範囲の骨格,両方,自然環境,地球内部,地球の内部構造,ちきゅうのないぶこうぞう,なし,なし,世界,世界全体,該当なし,GE-000036-C01,sequence,層の順序,地球の内部構造を、外側から内側へ基本的な三層で並べよ。,地殻・マントル・核,地殻・マントル・核｜地殻、マントル、核,地殻の下にマントルがあり、中心部に核がある。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000037,37,Deck 1｜全範囲の骨格,両方,自然環境,地球内部,地殻,ちかく,なし,GE-000036,世界,世界全体,該当なし,GE-000037-C01,identify,用語の識別,地球の最外層をなす固体部分を何というか。,地殻,地殻,大陸地殻と海洋地殻があり、その下にマントルがある。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000038,38,Deck 1｜全範囲の骨格,両方,自然環境,地球内部,マントル,まんとる,なし,GE-000036,世界,世界全体,該当なし,GE-000038-C01,identify,用語の識別,地殻の下から核の外側までを占める地球内部の層は何か。,マントル,マントル,長い時間尺度では流動し、プレート運動と関係する。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000039,39,Deck 1｜全範囲の骨格,両方,自然環境,プレート運動,プレート,ぷれーと,なし,GE-000037｜GE-000038,世界,世界全体,該当なし,GE-000039-C01,identify,用語の識別,地殻と上部マントルの一部からなる、地球表面を覆う硬い岩板は何か。,プレート,プレート,複数のプレートがゆっくり移動し、その境界で地震や火山が多い。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000040,40,Deck 1｜全範囲の骨格,両方,自然環境,プレート運動,プレートテクトニクス,ぷれーとてくとにくす,なし,GE-000039,世界,世界全体,該当なし,GE-000040-C01,identify,用語の識別,地球表面のプレートの運動によって、地震・火山・造山運動などを説明する理論は何か。,プレートテクトニクス,プレートテクトニクス,プレート境界の種類によって生じる地形や災害が異なる。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000041,41,Deck 1｜全範囲の骨格,両方,自然環境,プレート地形,海嶺,かいれい,なし,GE-000040,世界,世界全体,該当なし,GE-000041-C01,identify,用語の識別,海底でプレートが左右に広がり、新しい海洋地殻が生まれる細長い高まりは何か。,海嶺,海嶺,発散境界に形成され、中央海嶺が代表的である。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,海嶺=かいれい
大学受験地理_Deck1_全範囲の骨格,GE-000042,42,Deck 1｜全範囲の骨格,両方,自然環境,プレート地形,海溝,かいこう,なし,GE-000040,世界,世界全体,該当なし,GE-000042-C01,identify,用語の識別,海洋プレートが沈み込む場所にできる、細長く深い海底地形は何か。,海溝,海溝,収束境界に形成され、強い地震や津波と関係する。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,海溝=かいこう
大学受験地理_Deck1_全範囲の骨格,GE-000043,43,Deck 1｜全範囲の骨格,両方,自然環境,プレート境界,沈み込み帯,しずみこみたい,なし,GE-000039｜GE-000042,世界,世界全体,該当なし,GE-000043-C01,identify,用語の識別,一方のプレートが他方のプレートの下へ沈み込む帯状の地域を何というか。,沈み込み帯,沈み込み帯,海溝、火山弧、深発地震などが組み合わさる。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,沈み込み帯=しずみこみたい
大学受験地理_Deck1_全範囲の骨格,GE-000044,44,Deck 1｜全範囲の骨格,両方,自然環境,プレート境界,発散境界,はっさんきょうかい,なし,GE-000039,世界,世界全体,該当なし,GE-000044-C01,identify,用語の識別,二つのプレートが互いに離れる境界を何というか。,発散境界,発散境界,海嶺や大地溝帯が形成される。,収束境界,発散境界は離れ、収束境界は近づく。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,発散境界=はっさんきょうかい
大学受験地理_Deck1_全範囲の骨格,GE-000045,45,Deck 1｜全範囲の骨格,両方,自然環境,プレート境界,収束境界,しゅうそくきょうかい,なし,GE-000039,世界,世界全体,該当なし,GE-000045-C01,identify,用語の識別,二つのプレートが互いに近づく境界を何というか。,収束境界,収束境界,沈み込みや大陸衝突が起こり、海溝や山脈が形成される。,発散境界,収束境界は近づき、発散境界は離れる。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,収束境界=しゅうそくきょうかい
大学受験地理_Deck1_全範囲の骨格,GE-000046,46,Deck 1｜全範囲の骨格,両方,自然環境,プレート境界,横ずれ境界,よこずれきょうかい,トランスフォーム断層境界,GE-000039,世界,世界全体,該当なし,GE-000046-C01,identify,用語の識別,二つのプレートが水平方向にすれ違う境界を何というか。,横ずれ境界,横ずれ境界｜トランスフォーム断層境界,地殻の新生や消滅をほとんど伴わず、地震が起こりやすい。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000047,47,Deck 1｜全範囲の骨格,両方,自然環境,地殻変動,断層,だんそう,なし,なし,世界,世界全体,該当なし,GE-000047-C01,identify,用語の識別,地層や岩盤に割れ目が生じ、その両側がずれた構造を何というか。,断層,断層,正断層、逆断層、横ずれ断層などがある。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000048,48,Deck 1｜全範囲の骨格,両方,自然環境,地殻変動,活断層,かつだんそう,なし,GE-000047,世界,世界全体,該当なし,GE-000048-C01,identify,用語の識別,地質学的に新しい時代に繰り返し動き、今後も活動する可能性がある断層は何か。,活断層,活断層,内陸の浅い地震を起こすことがある。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,活断層=かつだんそう
大学受験地理_Deck1_全範囲の骨格,GE-000049,49,Deck 1｜全範囲の骨格,両方,自然環境,地震,震源,しんげん,なし,なし,世界,世界全体,該当なし,GE-000049-C01,identify,用語の識別,地下で地震の破壊が始まった地点を何というか。,震源,震源,地表上の真上の地点が震央である。,震央,震源は地下、震央はその真上の地表。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,震源=しんげん
大学受験地理_Deck1_全範囲の骨格,GE-000050,50,Deck 1｜全範囲の骨格,両方,自然環境,地震,震央,しんおう,なし,GE-000049,世界,世界全体,該当なし,GE-000050-C01,identify,用語の識別,震源の真上にあたる地表の地点を何というか。,震央,震央,震源の深さとは別の位置情報である。,震源,震央は地表、震源は地下。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,震央=しんおう
大学受験地理_Deck1_全範囲の骨格,GE-000051,51,Deck 1｜全範囲の骨格,両方,自然環境,地震,マグニチュード,まぐにちゅーど,なし,なし,世界,世界全体,該当なし,GE-000051-C01,identify,用語の識別,地震そのものの規模を表す尺度を何というか。,マグニチュード,マグニチュード,同じ地震でも地点ごとに異なる震度とは区別する。,震度,マグニチュードは地震の規模、震度は各地点の揺れの強さ。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000052,52,Deck 1｜全範囲の骨格,両方,自然環境,地震,震度,しんど,なし,なし,世界,世界全体,該当なし,GE-000052-C01,identify,用語の識別,ある地点で観測された地震の揺れの強さを表す尺度を何というか。,震度,震度,一つの地震でも場所によって異なる。,マグニチュード,震度は地点ごとの揺れ、マグニチュードは地震全体の規模。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,震度=しんど
大学受験地理_Deck1_全範囲の骨格,GE-000053,53,Deck 1｜全範囲の骨格,両方,自然環境,火山,火山,かざん,なし,なし,世界,世界全体,該当なし,GE-000053-C01,identify,用語の識別,地下のマグマや火山灰などが地表へ噴出してできる地形を何というか。,火山,火山,プレート境界やホットスポットに多い。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
