dataset_label,term_id,importance_rank,difficulty_label,word,part_of_speech,meaning,accepted_answers,example_sentence,example_translation
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000026,26,Deck 1｜基礎確認,especially,副詞,特に,特に|とりわけ,"I like fruit, especially oranges.",私は果物が好きで、特にオレンジが好きだ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000027,27,Deck 1｜基礎確認,probably,副詞,おそらく,おそらく|たぶん,He will probably arrive by noon.,彼はおそらく正午までに到着する。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000028,28,Deck 1｜基礎確認,actually,副詞,実は,実は|実際には,"I thought she was French, but she is actually Canadian.",彼女はフランス人だと思っていたが、実はカナダ人だ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000029,29,Deck 1｜基礎確認,nearly,副詞,ほとんど,ほとんど|もう少しで,The work is nearly finished.,その作業はほとんど終わっている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000030,30,Deck 1｜基礎確認,hardly,副詞,ほとんど〜ない,ほとんど〜ない,I could hardly hear his voice.,私は彼の声をほとんど聞き取れなかった。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000031,31,Deck 1｜基礎確認,rather,副詞,むしろ,むしろ|かなり,I would rather stay home tonight.,今夜はむしろ家にいたい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000032,32,Deck 1｜基礎確認,almost,副詞,ほとんど,ほとんど|もう少しで,I almost missed the bus.,私はもう少しでバスに乗り遅れるところだった。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000033,33,Deck 1｜基礎確認,already,副詞,すでに,すでに|もう,She has already finished her homework.,彼女はすでに宿題を終えている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000034,34,Deck 1｜基礎確認,yet,副詞・接続詞,まだ,まだ|もう|しかし,The report is not ready yet.,その報告書はまだ完成していない。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000035,35,Deck 1｜基礎確認,still,副詞・形容詞,まだ,まだ|依然として|静止した,He still lives in the same town.,彼は今も同じ町に住んでいる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000036,36,Deck 1｜基礎確認,even,副詞・形容詞,〜さえ,〜さえ|さらに|平らな,Even children can understand this rule.,子どもでさえこの規則を理解できる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000037,37,Deck 1｜基礎確認,simply,副詞,単に,単に|簡単に|まったく,The machine is simply too expensive.,その機械は単に高すぎる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000038,38,Deck 1｜基礎確認,mainly,副詞,主に,主に|大部分は,The book is mainly about modern history.,その本は主に近代史について書かれている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000039,39,Deck 1｜基礎確認,recently,副詞,最近,最近|近ごろ,I recently started studying Spanish.,私は最近スペイン語を学び始めた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000040,40,Deck 1｜基礎確認,finally,副詞,ついに,ついに|最後に,We finally reached the top of the mountain.,私たちはついに山頂に到達した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000041,41,Deck 1｜基礎確認,immediately,副詞,すぐに,すぐに|直ちに,Please call me immediately.,すぐに私へ電話してください。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000042,42,Deck 1｜基礎確認,gradually,副詞,徐々に,徐々に|次第に,The weather gradually became warmer.,天気は徐々に暖かくなった。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000043,43,Deck 1｜基礎確認,eventually,副詞,最終的に,最終的に|結局は,She eventually found a solution.,彼女は最終的に解決策を見つけた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000044,44,Deck 1｜基礎確認,rarely,副詞,めったに〜ない,めったに〜ない,He rarely watches television.,彼はめったにテレビを見ない。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000045,45,Deck 1｜基礎確認,usually,副詞,たいてい,たいてい|普段は,I usually get up at six.,私はたいてい6時に起きる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000046,46,Deck 1｜基礎確認,frequently,副詞,頻繁に,頻繁に|しばしば,This word is frequently used in newspapers.,この単語は新聞で頻繁に使われる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000047,47,Deck 1｜基礎確認,generally,副詞,一般に,一般に|たいてい,People generally need enough sleep.,人は一般に十分な睡眠を必要とする。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000048,48,Deck 1｜基礎確認,particularly,副詞,特に,特に|とりわけ,This question is particularly important.,この問題は特に重要だ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000049,49,Deck 1｜基礎確認,exactly,副詞,正確に,正確に|まさに|そのとおり,Tell me exactly what happened.,何が起きたのか正確に教えてください。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000050,50,Deck 1｜基礎確認,suddenly,副詞,突然,突然|急に,The lights suddenly went out.,明かりが突然消えた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000051,51,Deck 1｜基礎確認,clearly,副詞,明らかに,明らかに|はっきりと,She clearly explained the problem.,彼女はその問題をはっきり説明した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000052,52,Deck 1｜基礎確認,completely,副詞,完全に,完全に|すっかり,The old building was completely destroyed.,その古い建物は完全に破壊された。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000053,53,Deck 1｜基礎確認,certainly,副詞,確かに,確かに|きっと,I will certainly keep my promise.,私は必ず約束を守る。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000054,54,Deck 1｜基礎確認,likely,形容詞・副詞,〜しそうな,〜しそうな|ありそうな|おそらく,It is likely to rain this evening.,今晩は雨が降りそうだ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000055,55,Deck 1｜基礎確認,unlike,前置詞・形容詞,〜と違って,〜と違って|似ていない,"Unlike his brother, Ken enjoys sports.",兄と違って、ケンはスポーツを楽しむ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000056,56,Deck 1｜基礎確認,according,前置詞相当（according to）,〜によれば,〜によれば|〜に従って,"According to the report, the population is decreasing.",報告によれば、人口は減少している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000057,57,Deck 1｜基礎確認,due,形容詞（due to）,〜が原因で,〜が原因で|期限の|到着予定の,The flight was delayed due to heavy rain.,その便は大雨が原因で遅れた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000058,58,Deck 1｜基礎確認,while,接続詞・名詞,〜する間に,〜する間に|一方で|しばらくの間,She listened to music while she studied.,彼女は勉強している間、音楽を聴いた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000059,59,Deck 1｜基礎確認,whereas,接続詞,〜である一方,〜である一方|〜なのに対して,"Tom likes cities, whereas his sister prefers the countryside.",トムは都会が好きだが、一方で妹は田舎を好む。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000060,60,Deck 1｜基礎確認,since,前置詞・接続詞・副詞,〜以来,〜以来|〜なので,I have lived here since 2020.,私は2020年以来ここに住んでいる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000061,61,Deck 1｜基礎確認,whenever,接続詞・副詞,〜するときはいつでも,〜するときはいつでも,Call me whenever you need help.,助けが必要なときはいつでも私に電話してください。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000062,62,Deck 1｜基礎確認,wherever,接続詞・副詞,〜する所はどこでも,〜する所はどこでも|どこへ〜しても,You can sit wherever you like.,好きな所ならどこに座ってもよい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000063,63,Deck 1｜基礎確認,though,接続詞・副詞,〜だけれども,〜だけれども|もっとも,"Though he was tired, he kept working.",彼は疲れていたが、働き続けた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000064,64,Deck 1｜基礎確認,once,副詞・接続詞,一度,一度|かつて|いったん〜すると,"Once you understand the rule, the task becomes easy.",いったん規則を理解すれば、その作業は簡単になる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000065,65,Deck 1｜基礎確認,until,前置詞・接続詞,〜まで,〜まで|〜するまで,We waited until the rain stopped.,私たちは雨がやむまで待った。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000066,66,Deck 1｜基礎確認,during,前置詞,〜の間に,〜の間に|〜の期間中,No one spoke during the meeting.,会議の間、誰も話さなかった。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000067,67,Deck 1｜基礎確認,upon,前置詞,〜の上に,〜の上に|〜するとすぐに,"Upon arrival, please check in at the desk.",到着したら、受付で手続きをしてください。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000068,68,Deck 1｜基礎確認,as,接続詞・前置詞・副詞,〜として,〜として|〜する時|〜なので|〜のように,She works as a nurse.,彼女は看護師として働いている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000069,69,Deck 1｜基礎確認,accept,動詞,受け入れる,受け入れる|承認する|引き受ける,She accepted the offer.,彼女はその申し出を受け入れた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000070,70,Deck 1｜基礎確認,achieve,動詞,達成する,達成する|成し遂げる,He worked hard to achieve his goal.,彼は目標を達成するために懸命に努力した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000071,71,Deck 1｜基礎確認,admit,動詞,認める,認める|入場を許す|収容する,He admitted that he had made a mistake.,彼は自分が間違いを犯したと認めた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000072,72,Deck 1｜基礎確認,advise,動詞,助言する,助言する|勧める,The doctor advised me to rest.,医師は私に休むよう助言した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000073,73,Deck 1｜基礎確認,affect,動詞,影響を与える,影響を与える|心を動かす,Lack of sleep can affect your health.,睡眠不足は健康に影響を与えることがある。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000074,74,Deck 1｜基礎確認,afford,動詞,〜する余裕がある,〜する余裕がある|買う余裕がある,We cannot afford to waste time.,私たちには時間を無駄にする余裕がない。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000075,75,Deck 1｜基礎確認,allow,動詞,許す,許す|可能にする,This ticket allows you to enter the museum.,このチケットがあれば博物館に入れる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000076,76,Deck 1｜基礎確認,appear,動詞,現れる,現れる|〜のように見える,A rainbow appeared after the rain.,雨の後に虹が現れた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000077,77,Deck 1｜基礎確認,apply,動詞,申し込む,申し込む|当てはまる|適用する|塗る,She applied for a scholarship.,彼女は奨学金に申し込んだ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000078,78,Deck 1｜基礎確認,approach,動詞・名詞,近づく,近づく|取り組む|接近|方法,The train is approaching the station.,電車が駅に近づいている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000079,79,Deck 1｜基礎確認,argue,動詞,主張する,主張する|議論する|口論する,The author argues that education should be free.,著者は教育を無償にすべきだと主張している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000080,80,Deck 1｜基礎確認,arrange,動詞,手配する,手配する|整理する|並べる,We arranged a meeting for Friday.,私たちは金曜日に会議を設定した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000081,81,Deck 1｜基礎確認,avoid,動詞,避ける,避ける|回避する,Try to avoid making the same mistake.,同じ間違いをすることを避けなさい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000082,82,Deck 1｜基礎確認,behave,動詞,振る舞う,振る舞う|行儀よくする,The children behaved well in the museum.,子どもたちは博物館で行儀よく振る舞った。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000083,83,Deck 1｜基礎確認,belong,動詞,所属する,所属する|〜のものである,This bag belongs to my sister.,このかばんは私の姉のものだ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000084,84,Deck 1｜基礎確認,borrow,動詞,借りる,借りる,May I borrow your dictionary?,あなたの辞書を借りてもよいですか。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000085,85,Deck 1｜基礎確認,breathe,動詞,呼吸する,呼吸する|息をする,It was difficult to breathe in the smoke.,煙の中では呼吸するのが難しかった。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000086,86,Deck 1｜基礎確認,cancel,動詞,取り消す,取り消す|中止する,They canceled the event because of the storm.,彼らは嵐のために行事を中止した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000087,87,Deck 1｜基礎確認,cause,動詞・名詞,引き起こす,引き起こす|原因|大義,The heavy rain caused serious flooding.,大雨が深刻な洪水を引き起こした。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000088,88,Deck 1｜基礎確認,challenge,動詞・名詞,挑戦する,挑戦する|異議を唱える|課題|難題,This job will challenge your skills.,この仕事はあなたの技能を試すことになる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000089,89,Deck 1｜基礎確認,claim,動詞・名詞,主張する,主張する|要求する|請求する|主張,He claimed that the report was false.,彼はその報告は誤りだと主張した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000090,90,Deck 1｜基礎確認,compare,動詞,比較する,比較する|たとえる,Compare the two pictures carefully.,2枚の絵を注意深く比較しなさい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000091,91,Deck 1｜基礎確認,complain,動詞,不平を言う,不平を言う|苦情を述べる,Several customers complained about the service.,数人の客がそのサービスについて苦情を述べた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000092,92,Deck 1｜基礎確認,concern,動詞・名詞,関係する,関係する|心配させる|懸念|関心事,The problem concerns everyone in the community.,その問題は地域の全員に関係している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000093,93,Deck 1｜基礎確認,consider,動詞,よく考える,よく考える|〜と見なす,We should consider all the options.,私たちはすべての選択肢をよく考えるべきだ。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000094,94,Deck 1｜基礎確認,contain,動詞,含む,含む|収容する|抑える,This drink contains no sugar.,この飲み物には砂糖が含まれていない。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000095,95,Deck 1｜基礎確認,continue,動詞,続ける,続ける|続く,The discussion continued for two hours.,議論は2時間続いた。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000096,96,Deck 1｜基礎確認,contribute,動詞,貢献する,貢献する|寄付する|一因となる,Exercise contributes to good health.,運動は健康の維持に貢献する。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000097,97,Deck 1｜基礎確認,control,動詞・名詞,制御する,制御する|支配する|管理|統制,It is difficult to control the machine.,その機械を制御するのは難しい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000098,98,Deck 1｜基礎確認,create,動詞,創り出す,創り出す|生み出す,The project created many new jobs.,その事業は多くの新しい雇用を生み出した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000099,99,Deck 1｜基礎確認,deal,動詞・名詞,対処する,対処する|扱う|取引する|取引,We must deal with this problem quickly.,私たちはこの問題に早急に対処しなければならない。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000100,100,Deck 1｜基礎確認,decrease,動詞・名詞,減少する,減少する|減らす|減少,The number of visitors decreased last year.,訪問者数は昨年減少した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000101,101,Deck 1｜基礎確認,define,動詞,定義する,定義する|明確にする,Can you define this term?,この用語を定義できますか。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000102,102,Deck 1｜基礎確認,depend,動詞,〜次第である,〜次第である|依存する,Success depends on careful preparation.,成功は入念な準備にかかっている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000103,103,Deck 1｜基礎確認,describe,動詞,説明する,説明する|描写する,Please describe what you saw.,あなたが見たものを説明してください。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000104,104,Deck 1｜基礎確認,destroy,動詞,破壊する,破壊する|滅ぼす,The fire destroyed several houses.,火事が数軒の家を破壊した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000105,105,Deck 1｜基礎確認,determine,動詞,決定する,決定する|突き止める|左右する,Several factors determine the final result.,いくつかの要因が最終結果を左右する。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000106,106,Deck 1｜基礎確認,develop,動詞,発達させる,発達させる|発展する|開発する,The company developed a new technology.,その会社は新しい技術を開発した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000107,107,Deck 1｜基礎確認,discover,動詞,発見する,発見する|気づく,Scientists discovered a new species.,科学者たちは新種を発見した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000108,108,Deck 1｜基礎確認,discuss,動詞,話し合う,話し合う|論じる,We discussed the problem in class.,私たちは授業でその問題について話し合った。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000109,109,Deck 1｜基礎確認,divide,動詞,分ける,分ける|分割する|割る,Divide the class into four groups.,クラスを4つのグループに分けなさい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000110,110,Deck 1｜基礎確認,encourage,動詞,励ます,励ます|促す|奨励する,Her teacher encouraged her to continue.,先生は彼女に続けるよう励ました。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000111,111,Deck 1｜基礎確認,establish,動詞,設立する,設立する|確立する|立証する,The organization was established in 1990.,その組織は1990年に設立された。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000112,112,Deck 1｜基礎確認,exist,動詞,存在する,存在する|実在する,Many unknown species may still exist.,未知の種が今も多く存在する可能性がある。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000113,113,Deck 1｜基礎確認,expect,動詞,予期する,予期する|期待する|当然だと思う,We expect the train to arrive on time.,私たちは電車が時間どおりに到着すると予想している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000114,114,Deck 1｜基礎確認,experience,動詞・名詞,経験する,経験する|経験|体験,Many people experienced difficulties during the crisis.,多くの人が危機の間に困難を経験した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000115,115,Deck 1｜基礎確認,explain,動詞,説明する,説明する|理由を述べる,Could you explain this rule to me?,この規則を私に説明してもらえますか。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000116,116,Deck 1｜基礎確認,express,動詞,表現する,表現する|述べる|急行便で送る,It is sometimes hard to express feelings in words.,感情を言葉で表現するのは時に難しい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000117,117,Deck 1｜基礎確認,face,動詞・名詞,直面する,直面する|〜の方を向く|顔|表面,We face many environmental problems.,私たちは多くの環境問題に直面している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000118,118,Deck 1｜基礎確認,fail,動詞,失敗する,失敗する|〜できない|不合格になる,The plan failed because of a lack of money.,その計画は資金不足のため失敗した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000119,119,Deck 1｜基礎確認,force,動詞・名詞,強いる,強いる|強制する|力|勢力,The storm forced us to stay indoors.,嵐のため、私たちは屋内にとどまらざるを得なかった。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000120,120,Deck 1｜基礎確認,gain,動詞・名詞,得る,得る|増す|利益|増加,She gained valuable experience from the job.,彼女はその仕事から貴重な経験を得た。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000121,121,Deck 1｜基礎確認,identify,動詞,特定する,特定する|見分ける|同一視する,The police identified the owner of the car.,警察はその車の所有者を特定した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000122,122,Deck 1｜基礎確認,imagine,動詞,想像する,想像する|思い描く,Imagine living without electricity.,電気なしで暮らすことを想像してみなさい。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000123,123,Deck 1｜基礎確認,improve,動詞,改善する,改善する|上達する,Regular practice will improve your skills.,定期的な練習はあなたの技能を向上させる。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000124,124,Deck 1｜基礎確認,include,動詞,含む,含む|含める,The price includes breakfast.,料金には朝食が含まれている。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000125,125,Deck 1｜基礎確認,increase,動詞・名詞,増加する,増加する|増やす|増加,The population has increased rapidly.,人口は急速に増加した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000126,126,Deck 1｜基礎確認,indicate,動詞,示す,示す|指し示す|兆候を示す,The data indicate a clear change.,そのデータは明確な変化を示している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000127,127,Deck 1｜基礎確認,influence,動詞・名詞,影響を与える,影響を与える|影響|影響力,Parents strongly influence their children's behavior.,親は子どもの行動に強い影響を与える。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000128,128,Deck 1｜基礎確認,introduce,動詞,紹介する,紹介する|導入する,The school introduced a new learning system.,その学校は新しい学習制度を導入した。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000129,129,Deck 1｜基礎確認,involve,動詞,伴う,伴う|関与させる|巻き込む,The job involves working with children.,その仕事は子どもたちと働くことを伴う。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000130,130,Deck 1｜基礎確認,judge,動詞・名詞,判断する,判断する|裁く|審査する|裁判官,Do not judge people by their appearance.,外見で人を判断してはいけない。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000131,131,Deck 1｜基礎確認,lack,動詞・名詞,欠いている,欠いている|不足|欠如,The area lacks clean drinking water.,その地域には清潔な飲み水が不足している。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000132,132,Deck 1｜基礎確認,lead,動詞・名詞,導く,導く|率いる|〜につながる|先頭,Poor communication can lead to misunderstanding.,不十分な意思疎通は誤解につながることがある。
英単語段階別デッキ｜Deck 1｜基礎確認500語,EN-000133,133,Deck 1｜基礎確認,limit,動詞・名詞,制限する,制限する|限界|制限,We must limit the use of plastic.,私たちはプラスチックの使用を制限しなければならない。
