dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,rule_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_original,example_kundoku,example_kakikudashi,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000511,511,Deck3 難関大向け・意味瞬発,句法,不足,不足以V,もってVするにたらず,なし,不足形,形=不足以V;読み=もってVするにたらず;意味=Vするには足りない,CC-000511-C01,meaning,意味瞬発,「不足以V」の意味を答えよ。,Vするには足りない,Vするには足りない｜Vするだけの価値・力がない,「不足以V」は、Vするには足りないことを表す。,なし,なし,なし,なし,なし,足以V,「足以V」の肯定を「不」で打ち消す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000512,512,Deck3 難関大向け・意味瞬発,句法,不足,未足以V,いまだもってVするにたらず,なし,不足形,形=未足以V;読み=いまだもってVするにたらず;意味=まだVするには足りない,CC-000512-C01,meaning,意味瞬発,「未足以V」の意味を答えよ。,まだVするには足りない,まだVするには足りない｜まだVするだけの価値・力がない,「未足以V」は、まだVするには足りないことを表す。,なし,なし,なし,なし,なし,不足以V,「未」が加わり、現時点ではまだ不足していることを表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000513,513,Deck3 難関大向け・意味瞬発,句法,余裕の否定,未暇V,いまだVするにいとまあらず,なし,不可能形,形=未暇V;読み=いまだVするにいとまあらず;意味=まだVする余裕がない,CC-000513-C01,meaning,意味瞬発,「未暇V」の意味を答えよ。,まだVする余裕がない,まだVする余裕がない｜まだVする暇がない,「未暇V」は、まだVする余裕がないことを表す。,なし,なし,なし,なし,なし,不暇V,「未暇」はまだ余裕がないことを表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000514,514,Deck3 難関大向け・意味瞬発,句法,余裕の否定,不暇V,Vするにいとまあらず,なし,不可能形,形=不暇V;読み=Vするにいとまあらず;意味=Vする余裕がない,CC-000514-C01,meaning,意味瞬発,「不暇V」の意味を答えよ。,Vする余裕がない,Vする余裕がない｜Vする暇がない,「不暇V」は、Vする余裕がないことを表す。,なし,なし,なし,なし,なし,未暇V,「不暇」は一般に暇がないことを表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000515,515,Deck3 難関大向け・意味瞬発,句法,余裕の否定,不遑V,Vするにいとまあらず,なし,不可能形,形=不遑V;読み=Vするにいとまあらず;意味=Vする余裕がない,CC-000515-C01,meaning,意味瞬発,「不遑V」の意味を答えよ。,Vする余裕がない,Vする余裕がない｜Vする暇がない,「不遑V」は、Vする余裕がないことを表す。,なし,なし,なし,なし,なし,不暇V,「遑」は暇・余裕で、「不遑」は余裕がない。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000516,516,Deck3 難関大向け・意味瞬発,句法,消滅・継続否定,無復A,またAなし,なし,否定形,形=無復A;読み=またAなし;意味=もはやAはない,CC-000516-C01,meaning,意味瞬発,「無復A」の意味を答えよ。,もはやAはない,もはやAはない｜二度とAはない,「無復A」は、もはやAはないことを表す。,なし,なし,なし,なし,なし,不復V,「無復A」はAの存在がなくなることを表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000517,517,Deck3 難関大向け・意味瞬発,句法,処置疑問,奈A何,Aをいかんせん,なし,疑問形,形=奈A何;読み=Aをいかんせん;意味=Aをどうしようか,CC-000517-C01,meaning,意味瞬発,「奈A何」の意味を答えよ。,Aをどうしようか,Aをどうしようか｜Aをどう扱えばよいか,「奈A何」は、Aをどうしようかことを表す。,なし,なし,なし,なし,なし,奈之何,Aを「奈」と「何」で挟み、Aへの対処を問う。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000518,518,Deck3 難関大向け・意味瞬発,句法,処置疑問,如A何,Aをいかんせん,なし,疑問形,形=如A何;読み=Aをいかんせん;意味=Aをどうしようか,CC-000518-C01,meaning,意味瞬発,「如A何」の意味を答えよ。,Aをどうしようか,Aをどうしようか｜Aをどう扱えばよいか,「如A何」は、Aをどうしようかことを表す。,なし,なし,なし,なし,なし,如之何,Aを「如」と「何」で挟み、Aへの対処を問う。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000519,519,Deck3 難関大向け・意味瞬発,句法,処置疑問,若A何,Aをいかんせん,なし,疑問形,形=若A何;読み=Aをいかんせん;意味=Aをどうしようか,CC-000519-C01,meaning,意味瞬発,「若A何」の意味を答えよ。,Aをどうしようか,Aをどうしようか｜Aをどう扱えばよいか,「若A何」は、Aをどうしようかことを表す。,なし,なし,なし,なし,なし,若何,Aを「若」と「何」で挟み、Aへの対処を問う。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000520,520,Deck3 難関大向け・意味瞬発,句法,定義疑問,何謂也,なんのいいぞや,なし,疑問形,形=何謂也;読み=なんのいいぞや;意味=どういう意味か・何というものか,CC-000520-C01,meaning,意味瞬発,「何謂也」の意味を答えよ。,どういう意味か・何というものか,どういう意味か・何というものか｜何をいうのか,「何謂也」は、どういう意味か・何というものかことを表す。,なし,なし,なし,なし,なし,所謂,「何謂也」は意味・名称を尋ねる疑問。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000521,521,Deck3 難関大向け・意味瞬発,句法,選択疑問,抑A邪B邪,そもそもAかBか,抑A耶B耶,選択疑問形,形=抑A邪B邪;読み=そもそもAかBか;意味=Aなのか、それともBなのか,CC-000521-C01,meaning,意味瞬発,「抑A邪B邪」の意味を答えよ。,Aなのか、それともBなのか,Aなのか、それともBなのか｜AかBか,「抑A邪B邪」は、Aなのか、それともBなのかことを表す。,なし,なし,なし,なし,なし,或A或B,「邪・耶」を二つ用いて二者択一を問う。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000522,522,Deck3 難関大向け・意味瞬発,句法,使役・命令,命A B,AにめいじてBせしむ,なし,使役形,形=命A B;読み=AにめいじてBせしむ;意味=Aに命じてBさせる,CC-000522-C01,meaning,意味瞬発,「命A B」の意味を答えよ。,Aに命じてBさせる,Aに命じてBさせる｜AにBするよう命じる,「命A B」は、Aに命じてBさせることを表す。,なし,なし,なし,なし,なし,令A B,「命」は明示的に命令する意味が強い。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000523,523,Deck3 難関大向け・意味瞬発,句法,勧告,勧A B,AにBをすすむ,なし,勧告形,形=勧A B;読み=AにBをすすむ;意味=AにBするよう勧める,CC-000523-C01,meaning,意味瞬発,「勧A B」の意味を答えよ。,AにBするよう勧める,AにBするよう勧める｜AにBを勧める,「勧A B」は、AにBするよう勧めることを表す。,なし,なし,なし,なし,なし,命A B,「勧」は命令ではなく勧告・奨励を表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000524,524,Deck3 難関大向け・意味瞬発,句法,受身,為所V,Vするところとなる,なし,受身形,形=為所V;読み=Vするところとなる;意味=Vされる,CC-000524-C01,meaning,意味瞬発,「為所V」の意味を答えよ。,Vされる,Vされる｜〜される,「為所V」は、Vされることを表す。,なし,なし,なし,なし,なし,為A所V,動作主Aを示さず、「為所V」だけで受身を表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000525,525,Deck3 難関大向け・意味瞬発,句法,最上級,莫A於B,BよりAなるはなし,なし,最上級形,形=莫A於B;読み=BよりAなるはなし;意味=BほどAなものはない,CC-000525-C01,meaning,意味瞬発,「莫A於B」の意味を答えよ。,BほどAなものはない,BほどAなものはない｜Bが最もAだ,「莫A於B」は、BほどAなものはないことを表す。,なし,なし,なし,なし,なし,A於B（比較）,「莫〜於B」はBを最上級の基準にする。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000526,526,Deck3 難関大向け・意味瞬発,句法,限定,〜爾,〜のみ,〜耳,限定形,形=〜爾;読み=〜のみ;意味=〜だけである,CC-000526-C01,meaning,意味瞬発,「〜爾」の意味を答えよ。,〜だけである,〜だけである｜〜にすぎない,「〜爾」は、〜だけであることを表す。,なし,なし,なし,なし,なし,〜耳,「爾」は文末で限定の「のみ」を表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000527,527,Deck3 難関大向け・意味瞬発,句法,累加,非独A亦B,ひとりAのみにあらずまたB,なし,累加形,形=非独A亦B;読み=ひとりAのみにあらずまたB;意味=AだけでなくBも,CC-000527-C01,meaning,意味瞬発,「非独A亦B」の意味を答えよ。,AだけでなくBも,AだけでなくBも｜AのみならずBも,「非独A亦B」は、AだけでなくBもことを表す。,なし,なし,なし,なし,なし,不唯A亦B,「非独」でAだけに限定することを否定する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000528,528,Deck3 難関大向け・意味瞬発,句法,累加,非徒A亦B,ただにAのみにあらずまたB,なし,累加形,形=非徒A亦B;読み=ただにAのみにあらずまたB;意味=AだけでなくBも,CC-000528-C01,meaning,意味瞬発,「非徒A亦B」の意味を答えよ。,AだけでなくBも,AだけでなくBも｜AのみならずBも,「非徒A亦B」は、AだけでなくBもことを表す。,なし,なし,なし,なし,なし,徒A,「非徒」で「ただAだけ」を否定し、Bを加える。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000529,529,Deck3 難関大向け・意味瞬発,句法,反実仮想,微A,Aなかりせば,なし,反実仮想形,形=微A;読み=Aなかりせば;意味=Aがなかったならば,CC-000529-C01,meaning,意味瞬発,「微A」の意味を答えよ。,Aがなかったならば,Aがなかったならば｜Aがなければ,「微A」は、Aがなかったならばことを表す。,なし,なし,なし,なし,なし,若A則B,「微A」は事実に反してAがない場合を仮定する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000530,530,Deck3 難関大向け・意味瞬発,句法,仮定・譲歩,仮令A亦B,たといAともまたB,なし,譲歩形,形=仮令A亦B;読み=たといAともまたB;意味=たとえAでもB,CC-000530-C01,meaning,意味瞬発,「仮令A亦B」の意味を答えよ。,たとえAでもB,たとえAでもB｜仮にAであってもB,「仮令A亦B」は、たとえAでもBことを表す。,なし,なし,なし,なし,なし,若A則B,仮定したAにかかわらずBが成立する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000531,531,Deck3 難関大向け・意味瞬発,句法,希望,庶幾V,こいねがわくはVせん,なし,希望形,形=庶幾V;読み=こいねがわくはVせん;意味=願わくはVしたい,CC-000531-C01,meaning,意味瞬発,「庶幾V」の意味を答えよ。,願わくはVしたい,願わくはVしたい｜どうかVしたい,「庶幾V」は、願わくはVしたいことを表す。,なし,なし,なし,なし,なし,願V,「庶幾」は希望・期待を表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000532,532,Deck3 難関大向け・意味瞬発,句法,詠嘆,何其A也,なんぞそれAなるや,なし,詠嘆形,形=何其A也;読み=なんぞそれAなるや;意味=なんとAなことか,CC-000532-C01,meaning,意味瞬発,「何其A也」の意味を答えよ。,なんとAなことか,なんとAなことか｜なんとAなのだろう,「何其A也」は、なんとAなことかことを表す。,なし,なし,なし,なし,なし,何A也,疑問ではなく、程度の大きさを強く詠嘆する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000533,533,Deck3 難関大向け・意味瞬発,句法,倒置・詠嘆,甚矣A之B也,はなはだしきかなAのBなることや,なし,詠嘆形,形=甚矣A之B也;読み=はなはだしきかなAのBなることや;意味=AがBであることは甚だしい,CC-000533-C01,meaning,意味瞬発,「甚矣A之B也」の意味を答えよ。,AがBであることは甚だしい,AがBであることは甚だしい｜なんとAはBなのだろう,「甚矣A之B也」は、AがBであることは甚だしいことを表す。,なし,なし,なし,なし,なし,A者B也,述語「甚矣」を先に出した倒置の詠嘆。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000534,534,Deck3 難関大向け・意味瞬発,句法,抑揚,A且V況B乎,AすらかつVす、いわんやBをや,なし,抑揚形,形=A且V況B乎;読み=AすらかつVす、いわんやBをや;意味=AでさえVする、ましてBはなおさらだ,CC-000534-C01,meaning,意味瞬発,「A且V況B乎」の意味を答えよ。,AでさえVする、ましてBはなおさらだ,AでさえVする、ましてBはなおさらだ｜AすらVするのだからBはなおさらだ,「A且V況B乎」は、AでさえVする、ましてBはなおさらだことを表す。,なし,なし,なし,なし,なし,況A乎,軽いAを先に示し、重いBを強調する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000535,535,Deck3 難関大向け・意味瞬発,句法,抑揚,猶A況B乎,なおAすらしかり、いわんやBをや,なし,抑揚形,形=猶A況B乎;読み=なおAすらしかり、いわんやBをや;意味=Aでさえそうだ、ましてBはなおさらだ,CC-000535-C01,meaning,意味瞬発,「猶A況B乎」の意味を答えよ。,Aでさえそうだ、ましてBはなおさらだ,Aでさえそうだ、ましてBはなおさらだ｜AすらそうなのだからBはなおさらだ,「猶A況B乎」は、Aでさえそうだ、ましてBはなおさらだことを表す。,なし,なし,なし,なし,なし,A且V況B乎,「猶」でAの例を示し、「況」でBを強調する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000536,536,Deck3 難関大向け・意味瞬発,句法,選択,与其A孰若B,そのAせんよりはいずれかBするにしかん,なし,選択形,形=与其A孰若B;読み=そのAせんよりはいずれかBするにしかん;意味=AするよりBする方がよい,CC-000536-C01,meaning,意味瞬発,「与其A孰若B」の意味を答えよ。,AするよりBする方がよい,AするよりBする方がよい｜AよりむしろBがよい,「与其A孰若B」は、AするよりBする方がよいことを表す。,なし,なし,なし,なし,なし,与其A寧B,「孰若B」でBの方がよいと選ぶ。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000537,537,Deck3 難関大向け・意味瞬発,句法,反語・累加,豈唯A哉,あにただAのみならんや,なし,反語形,形=豈唯A哉;読み=あにただAのみならんや;意味=どうしてAだけだろうか、Aだけではない,CC-000537-C01,meaning,意味瞬発,「豈唯A哉」の意味を答えよ。,どうしてAだけだろうか、Aだけではない,どうしてAだけだろうか、Aだけではない｜Aだけではない,「豈唯A哉」は、どうしてAだけだろうか、Aだけではないことを表す。,なし,なし,なし,なし,なし,唯A,「豈」と「哉」により、限定を反語で否定する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000538,538,Deck3 難関大向け・意味瞬発,句法,抑揚,矧A乎,いわんやAをや,況A乎,抑揚形,形=矧A乎;読み=いわんやAをや;意味=ましてAはなおさらだ,CC-000538-C01,meaning,意味瞬発,「矧A乎」の意味を答えよ。,ましてAはなおさらだ,ましてAはなおさらだ｜言うまでもなくAはなおさらだ,「矧A乎」は、ましてAはなおさらだことを表す。,なし,なし,なし,なし,なし,況A乎,「矧」は「況」と同じく、より強い場合を持ち出す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000539,539,Deck3 難関大向け・意味瞬発,句法,二重否定,無所不V,Vせざるところなし,なし,二重否定,形=無所不V;読み=Vせざるところなし;意味=あらゆることをVする,CC-000539-C01,meaning,意味瞬発,「無所不V」の意味を答えよ。,あらゆることをVする,あらゆることをVする｜Vしないことはない,「無所不V」は、あらゆることをVすることを表す。,なし,なし,なし,なし,なし,無所V,「無所V」は対象がないが、「無所不V」は二重否定で全面肯定。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000540,540,Deck3 難関大向け・意味瞬発,句法,倒置・否定,未之有也,いまだこれあらざるなり,なし,否定形,形=未之有也;読み=いまだこれあらざるなり;意味=今までそのようなことはない,CC-000540-C01,meaning,意味瞬発,「未之有也」の意味を答えよ。,今までそのようなことはない,今までそのようなことはない｜いまだかつて存在しない,「未之有也」は、今までそのようなことはないことを表す。,なし,なし,なし,なし,なし,未有A,目的語「之」を否定文で動詞「有」の前に置く。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000541,541,Deck3 難関大向け・意味瞬発,重要語,訪問・到達,詣,いたる,なし,動詞,意味=訪ねて行く・行き着く,CC-000541-C01,meaning,意味瞬発,「詣」の意味を答えよ。,訪ねて行く・行き着く,訪ねて行く・行き着く｜到着する,漢文では「訪ねて行く・行き着く」の意味で用いられる。,なし,なし,なし,なし,なし,造,「詣」は人や場所を訪ねて至る意味が強い。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%A9%A3&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000542,542,Deck3 難関大向け・意味瞬発,重要語,訪問・到達,造,いたる,なし,動詞,意味=訪ねて行く・到達する,CC-000542-C01,meaning,意味瞬発,「造」の意味を答えよ。,訪ねて行く・到達する,訪ねて行く・到達する｜至る,漢文では「訪ねて行く・到達する」の意味で用いられる。,なし,なし,なし,なし,なし,詣,「造」にも「訪ねて至る」の語義がある。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%80%A0&kt=1&sk=leftHand,なし
