dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,rule_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_original,example_kundoku,example_kakikudashi,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
漢文 Deck4 漢文ルール 100項目,CC-000706,706,Deck4 漢文ルール・全範囲,訓読,基本用語,句読点,くとうてん,なし,基本用語,定義=文の切れ目や意味のまとまりを示す記号,CC-000706-C01,meaning,用語から定義,漢文の用語「句読点」とは何か。,文の切れ目や意味のまとまりを示す「、」「。」などの記号,文の切れ目や意味のまとまりを示す「、」「。」などの記号,読む順を変える返り点とは役割が異なる。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／国立国語研究所「漢文の訓読はいつから始まりましたか」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://kotoba.ninjal.ac.jp/qa/yokuaru/qa-84/,なし
漢文 Deck4 漢文ルール 100項目,CC-000706,706,Deck4 漢文ルール・全範囲,訓読,基本用語,句読点,くとうてん,なし,基本用語,定義=文の切れ目や意味のまとまりを示す記号,CC-000706-C02,term_from_meaning,定義から用語,文の切れ目や意味のまとまりを示す「、」「。」などを何というか。,句読点,句読点,読む順を変える返り点とは役割が異なる。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／国立国語研究所「漢文の訓読はいつから始まりましたか」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://kotoba.ninjal.ac.jp/qa/yokuaru/qa-84/,なし
漢文 Deck4 漢文ルール 100項目,CC-000707,707,Deck4 漢文ルール・全範囲,返り点,基本用語,返り点,かえりてん,なし,基本用語,定義=漢文を日本語の語順で読むため、返って読む位置を示す記号,CC-000707-C01,meaning,用語から定義,漢文の用語「返り点」とは何か。,漢文を日本語の語順で読むため、返って読む位置を示す記号,漢文を日本語の語順で読むため、返って読む位置を示す記号,レ点・一二点・上下点・甲乙点などがある。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000707,707,Deck4 漢文ルール・全範囲,返り点,基本用語,返り点,かえりてん,なし,基本用語,定義=漢文を日本語の語順で読むため、返って読む位置を示す記号,CC-000707-C02,term_from_meaning,定義から用語,漢文を日本語の語順で読むため、返って読む位置を示す記号を何というか。,返り点,返り点,レ点・一二点・上下点・甲乙点などがある。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000708,708,Deck4 漢文ルール・全範囲,置き字,基本用語,置き字,おきじ,なし,基本用語,定義=原則として字音では読まず、語と語の関係や文の調子を示す字,CC-000708-C01,meaning,用語から定義,漢文の用語「置き字」とは何か。,原則として字音では読まず、語と語の関係や文の調子を示す字,原則として字音では読まず、語と語の関係や文の調子を示す字,読まないから不要なのではなく、助詞・接続・語気などの働きを持つ。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000708,708,Deck4 漢文ルール・全範囲,置き字,基本用語,置き字,おきじ,なし,基本用語,定義=原則として字音では読まず、語と語の関係や文の調子を示す字,CC-000708-C02,term_from_meaning,定義から用語,原則として字音では読まず、語と語の関係や文の調子を示す字を何というか。,置き字,置き字,読まないから不要なのではなく、助詞・接続・語気などの働きを持つ。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000709,709,Deck4 漢文ルール・全範囲,再読文字,基本用語,再読文字,さいどくもじ,なし,基本用語,定義=一つの字を先に副詞的に読み、後でもう一度読む文字,CC-000709-C01,meaning,用語から定義,漢文の用語「再読文字」とは何か。,一つの字を先に副詞的に読み、後で助動詞などとしてもう一度読む文字,一つの字を先に副詞的に読み、後で助動詞などとしてもう一度読む文字,未・将・当・応・宜・須などが代表例である。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000709,709,Deck4 漢文ルール・全範囲,再読文字,基本用語,再読文字,さいどくもじ,なし,基本用語,定義=一つの字を先に副詞的に読み、後でもう一度読む文字,CC-000709-C02,term_from_meaning,定義から用語,一つの字を、先と後の二度に分けて読む文字を何というか。,再読文字,再読文字,未・将・当・応・宜・須などが代表例である。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000710,710,Deck4 漢文ルール・全範囲,訓読,基本用語,返読文字,へんどくもじ,なし,基本用語,定義=後ろの語を先に読み、その後で読む文字,CC-000710-C01,meaning,用語から定義,漢文の用語「返読文字」とは何か。,後ろの目的語・補語などを先に読み、その後で読む文字,後ろの目的語・補語などを先に読み、その後で読む文字,有・無・多・少・易・難などが代表例で、一つの字自体は一度だけ読む。,なし,なし,なし,なし,なし,再読文字,返読文字は一度、再読文字は二度読む。,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000710,710,Deck4 漢文ルール・全範囲,訓読,基本用語,返読文字,へんどくもじ,なし,基本用語,定義=後ろの語を先に読み、その後で読む文字,CC-000710-C02,term_from_meaning,定義から用語,後ろの語を先に読み、その後で読む文字を何というか。,返読文字,返読文字,有・無・多・少・易・難などが代表例で、一つの字自体は一度だけ読む。,なし,なし,なし,なし,なし,再読文字,返読文字は一度、再読文字は二度読む。,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000711,711,Deck4 漢文ルール・全範囲,句法,基本用語,句形,くけい,句法,基本用語,定義=決まった形・読み・意味を持つ漢文の表現パターン,CC-000711-C01,meaning,用語から定義,漢文の用語「句形」とは何か。,決まった形・読み・意味を持つ漢文の表現パターン,決まった形・読み・意味を持つ漢文の表現パターン｜句法,否定・疑問・反語・使役・受身などを型として覚える。,なし,なし,なし,なし,なし,単語,句形は複数の字から成る表現の型である。,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000711,711,Deck4 漢文ルール・全範囲,句法,基本用語,句形,くけい,句法,基本用語,定義=決まった形・読み・意味を持つ漢文の表現パターン,CC-000711-C02,term_from_meaning,定義から用語,決まった形・読み・意味を持つ漢文の表現パターンを何というか。,句形,句形,否定・疑問・反語・使役・受身などを型として覚える。,なし,なし,なし,なし,なし,単語,句形は複数の字から成る表現の型である。,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000712,712,Deck4 漢文ルール・全範囲,訓読,基本用語,助字,じょじ,なし,基本用語,定義=実質的な意味より、語の関係や文の調子を示す字,CC-000712-C01,meaning,用語から定義,漢文の用語「助字」とは何か。,実質的な意味より、語と語の関係や文の調子を示す字,実質的な意味より、語と語の関係や文の調子を示す字,之・而・於・乎・也などが文法的な働きを担う。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／国立国語研究所「漢文の訓読はいつから始まりましたか」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://kotoba.ninjal.ac.jp/qa/yokuaru/qa-84/,なし
漢文 Deck4 漢文ルール 100項目,CC-000712,712,Deck4 漢文ルール・全範囲,訓読,基本用語,助字,じょじ,なし,基本用語,定義=実質的な意味より、語の関係や文の調子を示す字,CC-000712-C02,term_from_meaning,定義から用語,実質的な意味より、語と語の関係や文の調子を示す字を何というか。,助字,助字,之・而・於・乎・也などが文法的な働きを担う。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／国立国語研究所「漢文の訓読はいつから始まりましたか」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://kotoba.ninjal.ac.jp/qa/yokuaru/qa-84/,なし
漢文 Deck4 漢文ルール 100項目,CC-000713,713,Deck4 漢文ルール・全範囲,返り点,読む順・規則,レ点の働き,れてんのはたらき,なし,レ点,読む順=直後の字を先に読み、すぐレ点の字へ返る,CC-000713-C01,kundoku_order,返り点の規則,レ点が付いた字は、どの字の後に読むか。,直後の字の後,直後の字の後,レ点は直後の一字を先に読み、その直後にレ点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000714,714,Deck4 漢文ルール・全範囲,返り点,読む順・規則,レ点の返る範囲,れてんのかえるはんい,なし,レ点,規則=原則として直後の一字だけを越えて返る,CC-000714-C01,kundoku_order,返り点の規則,レ点は原則として何字先から返る記号か。,直後の一字先,直後の一字先,レ点は一字だけを入れ替える最小単位の返り点である。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000715,715,Deck4 漢文ルール・全範囲,返り点,読む順・規則,AレBの読む順,えーれてんびーのよむじゅん,なし,レ点,読む順=B→A,CC-000715-C01,kundoku_order,返り点の規則,「AレB」の読む順を答えよ。,B→A,B→A,Bを読んだ直後に、レ点の付いたAへ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000716,716,Deck4 漢文ルール・全範囲,返り点,読む順・規則,一二点の原則,いちにてんのげんそく,なし,一二点,読む順=一点を先に読み、二点へ返る,CC-000716-C01,kundoku_order,返り点の規則,一二点では「一」と「二」のどちらを先に読むか。,一,一,下にある一点まで読み進めた後、二点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000717,717,Deck4 漢文ルール・全範囲,返り点,読む順・規則,一二点の返る範囲,いちにてんのかえるはんい,なし,一二点,規則=複数の字を越えて返ることができる,CC-000717-C01,kundoku_order,返り点の規則,一二点は、複数の字を越えて上へ返るときに使えるか。,使える,使える,一二点はレ点より広い範囲の返読に用いる。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000718,718,Deck4 漢文ルール・全範囲,返り点,読む順・規則,A二B一の読む順,えーにてんびーいってんのよむじゅん,なし,一二点,読む順=B→A,CC-000718-C01,kundoku_order,返り点の規則,「A二B一」の読む順を答えよ。,B→A,B→A,一点のBを読み、その後で二点のAへ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000719,719,Deck4 漢文ルール・全範囲,返り点,読む順・規則,上下点の原則,じょうげてんのげんそく,なし,上下点,読む順=上点を先に読み、下点へ返る,CC-000719-C01,kundoku_order,返り点の規則,上下点では「上」と「下」のどちらを先に読むか。,上,上,下点の字を後回しにして下へ進み、上点の字を読んだ後で下点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000720,720,Deck4 漢文ルール・全範囲,返り点,読む順・規則,上下点を使う場面,じょうげてんをつかうばめん,なし,上下点,規則=一二点を内側で使っているとき、その外側の返読に用いる,CC-000720-C01,kundoku_order,返り点の規則,上下点は主に、どの返り点を内側で使っている場合の外側に用いるか。,一二点,一二点,返読が入れ子になるとき、一二点より外側を上下点で示す。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000721,721,Deck4 漢文ルール・全範囲,返り点,読む順・規則,A下B上の読む順,えーげてんびーじょうてんのよむじゅん,なし,上下点,読む順=B→A,CC-000721-C01,kundoku_order,返り点の規則,「A下B上」の読む順を答えよ。,B→A,B→A,上点のBを読み、その後で下点のAへ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000722,722,Deck4 漢文ルール・全範囲,返り点,読む順・規則,甲乙点の原則,こうおつてんのげんそく,なし,甲乙点,読む順=甲点を先に読み、乙点へ返る,CC-000722-C01,kundoku_order,返り点の規則,甲乙点では「甲」と「乙」のどちらを先に読むか。,甲,甲,乙点の字を後回しにして下へ進み、甲点の字を読んだ後で乙点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000723,723,Deck4 漢文ルール・全範囲,返り点,読む順・規則,甲乙点を使う場面,こうおつてんをつかうばめん,なし,甲乙点,規則=一二点・上下点よりさらに外側の返読に用いる,CC-000723-C01,kundoku_order,返り点の規則,甲乙点は、返り点の階層では主にどの位置に使うか。,上下点より外側,上下点より外側,複雑な入れ子では、甲乙点が最も外側の返読を示す。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000724,724,Deck4 漢文ルール・全範囲,返り点,読む順・規則,A乙B甲の読む順,えーおつてんびーこうてんのよむじゅん,なし,甲乙点,読む順=B→A,CC-000724-C01,kundoku_order,返り点の規則,「A乙B甲」の読む順を答えよ。,B→A,B→A,甲点のBを読み、その後で乙点のAへ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000725,725,Deck4 漢文ルール・全範囲,返り点,読む順・規則,返り点の階層,かえりてんのかいそう,なし,基本規則,階層=レ点→一二点→上下点→甲乙点,CC-000725-C01,kundoku_order,返り点の規則,返り点を内側から外側へ並べた基本順を答えよ。,レ点→一二点→上下点→甲乙点,レ点→一二点→上下点→甲乙点,小さい返読を内側、大きい返読を外側に置く。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000726,726,Deck4 漢文ルール・全範囲,返り点,読む順・規則,入れ子の処理順,いれこのしょりじゅん,なし,基本規則,規則=内側の低い階層の返読を終えてから外側へ返る,CC-000726-C01,kundoku_order,返り点の規則,複数の返り点が入れ子になっているとき、内側と外側のどちらを先に処理するか。,内側,内側,レ点など内側の返読を完了してから、一二点・上下点など外側へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 Deck4 漢文ルール 100項目,CC-000727,727,Deck4 漢文ルール・全範囲,返り点,読む順・規則,一レ点の働き,いちれてんのはたらき,なし,一レ点,規則=まずレ点として直下へ返り、後では一点として上の二点に対応する,CC-000727-C01,kundoku_order,返り点の規則,一レ点は、レ点と一点のどちらの働きを持つか。,両方,両方,一つの記号がレ点と一点を兼ねる。,なし,なし,なし,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 国語編」／大東文化大学「漢文訓読」,https://www.mext.go.jp/content/20250410-mxt_kyoiku01-100002620_02.pdf｜https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
