dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,rule_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_original,example_kundoku,example_kakikudashi,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
漢文_Deck1_最重要句法・語彙_250項目,CC-000006,6,Deck1_最重要句法・語彙,返り点,返り点,一二点,いちにてん,なし,一二点,読む順=一点の字まで読んだ後、二点の字へ返る;働き=二字以上を隔てて上へ返る,CC-000006-C01,kundoku_order,返り点の読む順,「一二点」の基本的な読む順を答えよ。,一点の字まで読んだ後、二点の字へ返る,一点の字まで読んだ後、二点の字へ返る,「一二点」は、一点の字まで読んだ後、二点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000006,6,Deck1_最重要句法・語彙,返り点,返り点,一二点,いちにてん,なし,一二点,読む順=一点の字まで読んだ後、二点の字へ返る;働き=二字以上を隔てて上へ返る,CC-000006-C02,meaning,返り点の働き,「一二点」はどのような返読に使うか。,二字以上を隔てて上へ返る,二字以上を隔てて上へ返る,働きの核は「二字以上を隔てて上へ返る」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000007,7,Deck1_最重要句法・語彙,返り点,返り点,上下点,じょうげてん,なし,上下点,読む順=上点の字まで読んだ後、下点の字へ返る;働き=一二点をまたぐ外側の返読に使う,CC-000007-C01,kundoku_order,返り点の読む順,「上下点」の基本的な読む順を答えよ。,上点の字まで読んだ後、下点の字へ返る,上点の字まで読んだ後、下点の字へ返る,「上下点」は、上点の字まで読んだ後、下点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000007,7,Deck1_最重要句法・語彙,返り点,返り点,上下点,じょうげてん,なし,上下点,読む順=上点の字まで読んだ後、下点の字へ返る;働き=一二点をまたぐ外側の返読に使う,CC-000007-C02,meaning,返り点の働き,「上下点」はどのような返読に使うか。,一二点をまたぐ外側の返読に使う,一二点をまたぐ外側の返読に使う,働きの核は「一二点をまたぐ外側の返読に使う」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000008,8,Deck1_最重要句法・語彙,返り点,返り点,甲乙点,こうおつてん,なし,甲乙点,読む順=甲点の字まで読んだ後、乙点の字へ返る;働き=上下点をまたぐさらに外側の返読に使う,CC-000008-C01,kundoku_order,返り点の読む順,「甲乙点」の基本的な読む順を答えよ。,甲点の字まで読んだ後、乙点の字へ返る,甲点の字まで読んだ後、乙点の字へ返る,「甲乙点」は、甲点の字まで読んだ後、乙点の字へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000008,8,Deck1_最重要句法・語彙,返り点,返り点,甲乙点,こうおつてん,なし,甲乙点,読む順=甲点の字まで読んだ後、乙点の字へ返る;働き=上下点をまたぐさらに外側の返読に使う,CC-000008-C02,meaning,返り点の働き,「甲乙点」はどのような返読に使うか。,上下点をまたぐさらに外側の返読に使う,上下点をまたぐさらに外側の返読に使う,働きの核は「上下点をまたぐさらに外側の返読に使う」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000009,9,Deck1_最重要句法・語彙,返り点,返り点,一レ点,いちれてん,なし,一レ点,読む順=まずレ点の働きで直下を読み、後で一点として上へ返る;働き=一点とレ点が同じ字に重なった記号,CC-000009-C01,kundoku_order,返り点の読む順,「一レ点」の基本的な読む順を答えよ。,まずレ点の働きで直下を読み、後で一点として上へ返る,まずレ点の働きで直下を読み、後で一点として上へ返る,「一レ点」は、まずレ点の働きで直下を読み、後で一点として上へ返る。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000009,9,Deck1_最重要句法・語彙,返り点,返り点,一レ点,いちれてん,なし,一レ点,読む順=まずレ点の働きで直下を読み、後で一点として上へ返る;働き=一点とレ点が同じ字に重なった記号,CC-000009-C02,meaning,返り点の働き,「一レ点」はどのような返読に使うか。,一点とレ点が同じ字に重なった記号,一点とレ点が同じ字に重なった記号,働きの核は「一点とレ点が同じ字に重なった記号」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000010,10,Deck1_最重要句法・語彙,返り点,返り点,返り点の優先順,かえりてんのゆうせんじゅん,なし,読む順,読む順=レ点→一二点→上下点→甲乙点;働き=内側の小さな返読から外側へ処理する,CC-000010-C01,kundoku_order,返り点の読む順,「返り点の優先順」の基本的な読む順を答えよ。,レ点→一二点→上下点→甲乙点,レ点→一二点→上下点→甲乙点,「返り点の優先順」は、レ点→一二点→上下点→甲乙点。,なし,なし,なし,なし,なし,なし,なし,内側から、レ→一二→上下→甲乙。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000010,10,Deck1_最重要句法・語彙,返り点,返り点,返り点の優先順,かえりてんのゆうせんじゅん,なし,読む順,読む順=レ点→一二点→上下点→甲乙点;働き=内側の小さな返読から外側へ処理する,CC-000010-C02,meaning,返り点の働き,「返り点の優先順」はどのような返読に使うか。,内側の小さな返読から外側へ処理する,内側の小さな返読から外側へ処理する,働きの核は「内側の小さな返読から外側へ処理する」。,なし,なし,なし,なし,なし,なし,なし,内側から、レ→一二→上下→甲乙。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000011,11,Deck1_最重要句法・語彙,置き字,接続,而（置き字）,よまない,なし,置き字,形=而（置き字）;読み=よまない;意味=書き下しでは字を読まず、順接・逆接・修飾を「〜て・〜ども・〜にして」などへ反映する,CC-000011-C01,reading,句形の読み,「而（置き字）」はどう読むか。,よまない,よまない,形と読みを一まとまりで覚える。標準的な読みは「よまない」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000011,11,Deck1_最重要句法・語彙,置き字,接続,而（置き字）,よまない,なし,置き字,形=而（置き字）;読み=よまない;意味=書き下しでは字を読まず、順接・逆接・修飾を「〜て・〜ども・〜にして」などへ反映する,CC-000011-C02,meaning,句形の意味,「而（置き字）」の基本的な意味を答えよ。,書き下しでは字を読まず、順接・逆接・修飾を「〜て・〜ども・〜にして」などへ反映する,書き下しでは字を読まず、順接・逆接・修飾を「〜て・〜ども・〜にして」などへ反映する,訳の核は「書き下しでは字を読まず、順接・逆接・修飾を「〜て・〜ども・〜にして」などへ反映する」。本文では前後関係に合わせて自然な日本語へ整える。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000012,12,Deck1_最重要句法・語彙,置き字,前置詞,於・于・乎（置き字）,よまない,なし,置き字,形=於・于・乎（置き字）;読み=よまない;意味=書き下しでは字を読まず、場所・対象・比較・受身を「〜に・〜より・〜と」などへ反映する,CC-000012-C01,reading,句形の読み,「於・于・乎（置き字）」はどう読むか。,よまない,よまない,形と読みを一まとまりで覚える。標準的な読みは「よまない」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000012,12,Deck1_最重要句法・語彙,置き字,前置詞,於・于・乎（置き字）,よまない,なし,置き字,形=於・于・乎（置き字）;読み=よまない;意味=書き下しでは字を読まず、場所・対象・比較・受身を「〜に・〜より・〜と」などへ反映する,CC-000012-C02,meaning,句形の意味,「於・于・乎（置き字）」の基本的な意味を答えよ。,書き下しでは字を読まず、場所・対象・比較・受身を「〜に・〜より・〜と」などへ反映する,書き下しでは字を読まず、場所・対象・比較・受身を「〜に・〜より・〜と」などへ反映する,訳の核は「書き下しでは字を読まず、場所・対象・比較・受身を「〜に・〜より・〜と」などへ反映する」。本文では前後関係に合わせて自然な日本語へ整える。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000013,13,Deck1_最重要句法・語彙,置き字,終尾詞,焉（置き字）,よまない,なし,置き字,形=焉（置き字）;読み=よまない;意味=文末で断定・強調などの語気を添える,CC-000013-C01,reading,句形の読み,「焉（置き字）」はどう読むか。,よまない,よまない,形と読みを一まとまりで覚える。標準的な読みは「よまない」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000013,13,Deck1_最重要句法・語彙,置き字,終尾詞,焉（置き字）,よまない,なし,置き字,形=焉（置き字）;読み=よまない;意味=文末で断定・強調などの語気を添える,CC-000013-C02,meaning,句形の意味,「焉（置き字）」の基本的な意味を答えよ。,文末で断定・強調などの語気を添える,文末で断定・強調などの語気を添える,訳の核は「文末で断定・強調などの語気を添える」。本文では前後関係に合わせて自然な日本語へ整える。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000014,14,Deck1_最重要句法・語彙,置き字,終尾詞,矣（置き字）,よまない,なし,置き字,形=矣（置き字）;読み=よまない;意味=文末で完了・断定・強調などの語気を添える,CC-000014-C01,reading,句形の読み,「矣（置き字）」はどう読むか。,よまない,よまない,形と読みを一まとまりで覚える。標準的な読みは「よまない」。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000014,14,Deck1_最重要句法・語彙,置き字,終尾詞,矣（置き字）,よまない,なし,置き字,形=矣（置き字）;読み=よまない;意味=文末で完了・断定・強調などの語気を添える,CC-000014-C02,meaning,句形の意味,「矣（置き字）」の基本的な意味を答えよ。,文末で完了・断定・強調などの語気を添える,文末で完了・断定・強調などの語気を添える,訳の核は「文末で完了・断定・強調などの語気を添える」。本文では前後関係に合わせて自然な日本語へ整える。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000015,15,Deck1_最重要句法・語彙,句法,判断,也（判断）,〜なり,なし,断定形,形=也（判断）;読み=〜なり;意味=〜である,CC-000015-C01,reading,句形の読み,「也（判断）」はどう読むか。,〜なり,〜なり,形と読みを一まとまりで覚える。標準的な読みは「〜なり」。,なし,なし,なし,なし,なし,也（置き字的用法）,断定を明示するときは「なり」と読み、語気だけなら読まない場合がある。,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000015,15,Deck1_最重要句法・語彙,句法,判断,也（判断）,〜なり,なし,断定形,形=也（判断）;読み=〜なり;意味=〜である,CC-000015-C02,meaning,句形の意味,「也（判断）」の基本的な意味を答えよ。,〜である,〜である,訳の核は「〜である」。本文では前後関係に合わせて自然な日本語へ整える。,なし,なし,なし,なし,なし,也（置き字的用法）,断定を明示するときは「なり」と読み、語気だけなら読まない場合がある。,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000016,16,Deck1_最重要句法・語彙,再読文字,否定,未,いまだ〜ず,なし,再読文字,最初=いまだ;二度目=〜ず;意味=まだ〜ない,CC-000016-C01,saidoku,二度の読み,再読文字「未」は、最初と二度目にそれぞれどう読むか。,いまだ／〜ず,いまだ／〜ず,最初は「いまだ」、返って二度目は「〜ず」と読む。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000016,16,Deck1_最重要句法・語彙,再読文字,否定,未,いまだ〜ず,なし,再読文字,最初=いまだ;二度目=〜ず;意味=まだ〜ない,CC-000016-C02,meaning,再読文字の意味,再読文字「未」の基本的な意味を答えよ。,まだ〜ない,まだ〜ない,「未」は「まだ〜ない」を表す。,なし,なし,なし,なし,なし,なし,なし,なし,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000017,17,Deck1_最重要句法・語彙,再読文字,将来・意志,将,まさに〜んとす,なし,再読文字,最初=まさに;二度目=〜んとす;意味=今にも〜しようとする,CC-000017-C01,saidoku,二度の読み,再読文字「将」は、最初と二度目にそれぞれどう読むか。,まさに／〜んとす,まさに／〜んとす,最初は「まさに」、返って二度目は「〜んとす」と読む。,なし,なし,なし,なし,なし,なし,なし,「将・且」は二度目が「んとす」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000017,17,Deck1_最重要句法・語彙,再読文字,将来・意志,将,まさに〜んとす,なし,再読文字,最初=まさに;二度目=〜んとす;意味=今にも〜しようとする,CC-000017-C02,meaning,再読文字の意味,再読文字「将」の基本的な意味を答えよ。,今にも〜しようとする,今にも〜しようとする,「将」は「今にも〜しようとする」を表す。,なし,なし,なし,なし,なし,なし,なし,「将・且」は二度目が「んとす」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000018,18,Deck1_最重要句法・語彙,再読文字,将来・意志,且,まさに〜んとす,なし,再読文字,最初=まさに;二度目=〜んとす;意味=今にも〜しようとする,CC-000018-C01,saidoku,二度の読み,再読文字「且」は、最初と二度目にそれぞれどう読むか。,まさに／〜んとす,まさに／〜んとす,最初は「まさに」、返って二度目は「〜んとす」と読む。,なし,なし,なし,なし,なし,なし,なし,「将・且」は二度目が「んとす」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000018,18,Deck1_最重要句法・語彙,再読文字,将来・意志,且,まさに〜んとす,なし,再読文字,最初=まさに;二度目=〜んとす;意味=今にも〜しようとする,CC-000018-C02,meaning,再読文字の意味,再読文字「且」の基本的な意味を答えよ。,今にも〜しようとする,今にも〜しようとする,「且」は「今にも〜しようとする」を表す。,なし,なし,なし,なし,なし,なし,なし,「将・且」は二度目が「んとす」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000019,19,Deck1_最重要句法・語彙,再読文字,当然,当,まさに〜べし,なし,再読文字,最初=まさに;二度目=〜べし;意味=当然〜すべきだ,CC-000019-C01,saidoku,二度の読み,再読文字「当」は、最初と二度目にそれぞれどう読むか。,まさに／〜べし,まさに／〜べし,最初は「まさに」、返って二度目は「〜べし」と読む。,なし,なし,なし,なし,なし,なし,なし,「当・応」は二度目が「べし」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000019,19,Deck1_最重要句法・語彙,再読文字,当然,当,まさに〜べし,なし,再読文字,最初=まさに;二度目=〜べし;意味=当然〜すべきだ,CC-000019-C02,meaning,再読文字の意味,再読文字「当」の基本的な意味を答えよ。,当然〜すべきだ,当然〜すべきだ,「当」は「当然〜すべきだ」を表す。,なし,なし,なし,なし,なし,なし,なし,「当・応」は二度目が「べし」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000020,20,Deck1_最重要句法・語彙,再読文字,推量,応,まさに〜べし,なし,再読文字,最初=まさに;二度目=〜べし;意味=きっと〜だろう,CC-000020-C01,saidoku,二度の読み,再読文字「応」は、最初と二度目にそれぞれどう読むか。,まさに／〜べし,まさに／〜べし,最初は「まさに」、返って二度目は「〜べし」と読む。,なし,なし,なし,なし,なし,なし,なし,「当・応」は二度目が「べし」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000020,20,Deck1_最重要句法・語彙,再読文字,推量,応,まさに〜べし,なし,再読文字,最初=まさに;二度目=〜べし;意味=きっと〜だろう,CC-000020-C02,meaning,再読文字の意味,再読文字「応」の基本的な意味を答えよ。,きっと〜だろう,きっと〜だろう,「応」は「きっと〜だろう」を表す。,なし,なし,なし,なし,なし,なし,なし,「当・応」は二度目が「べし」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000021,21,Deck1_最重要句法・語彙,再読文字,当然・勧告,宜,よろしく〜べし,なし,再読文字,最初=よろしく;二度目=〜べし;意味=〜するのがよい,CC-000021-C01,saidoku,二度の読み,再読文字「宜」は、最初と二度目にそれぞれどう読むか。,よろしく／〜べし,よろしく／〜べし,最初は「よろしく」、返って二度目は「〜べし」と読む。,なし,なし,なし,なし,なし,なし,なし,「宜」は「よろしく」、「須」は「すべからく」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000021,21,Deck1_最重要句法・語彙,再読文字,当然・勧告,宜,よろしく〜べし,なし,再読文字,最初=よろしく;二度目=〜べし;意味=〜するのがよい,CC-000021-C02,meaning,再読文字の意味,再読文字「宜」の基本的な意味を答えよ。,〜するのがよい,〜するのがよい,「宜」は「〜するのがよい」を表す。,なし,なし,なし,なし,なし,なし,なし,「宜」は「よろしく」、「須」は「すべからく」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000022,22,Deck1_最重要句法・語彙,再読文字,必要,須,すべからく〜べし,なし,再読文字,最初=すべからく;二度目=〜べし;意味=ぜひ〜する必要がある,CC-000022-C01,saidoku,二度の読み,再読文字「須」は、最初と二度目にそれぞれどう読むか。,すべからく／〜べし,すべからく／〜べし,最初は「すべからく」、返って二度目は「〜べし」と読む。,なし,なし,なし,なし,なし,なし,なし,「須」は「すべからく」、「宜」は「よろしく」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000022,22,Deck1_最重要句法・語彙,再読文字,必要,須,すべからく〜べし,なし,再読文字,最初=すべからく;二度目=〜べし;意味=ぜひ〜する必要がある,CC-000022-C02,meaning,再読文字の意味,再読文字「須」の基本的な意味を答えよ。,ぜひ〜する必要がある,ぜひ〜する必要がある,「須」は「ぜひ〜する必要がある」を表す。,なし,なし,なし,なし,なし,なし,なし,「須」は「すべからく」、「宜」は「よろしく」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000023,23,Deck1_最重要句法・語彙,再読文字,比況,猶,なほ〜ごとし,由,再読文字,最初=なほ;二度目=〜ごとし;意味=ちょうど〜のようだ,CC-000023-C01,saidoku,二度の読み,再読文字「猶」は、最初と二度目にそれぞれどう読むか。,なほ／〜ごとし,なほ／〜ごとし｜なお／〜ごとし,最初は「なほ」、返って二度目は「〜ごとし」と読む。,なし,なし,なし,なし,なし,なし,なし,「猶」は「なほ〜ごとし」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
漢文_Deck1_最重要句法・語彙_250項目,CC-000023,23,Deck1_最重要句法・語彙,再読文字,比況,猶,なほ〜ごとし,由,再読文字,最初=なほ;二度目=〜ごとし;意味=ちょうど〜のようだ,CC-000023-C02,meaning,再読文字の意味,再読文字「猶」の基本的な意味を答えよ。,ちょうど〜のようだ,ちょうど〜のようだ,「猶」は「ちょうど〜のようだ」を表す。,なし,なし,なし,なし,なし,なし,なし,「猶」は「なほ〜ごとし」。,大学受験漢文・句形句法一覧（標準形の照合）,https://lawcityblog.com/kanbun-kukei-list/,なし
