dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,rule_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_original,example_kundoku,example_kakikudashi,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
漢文 意味瞬発 Deck1 最重要250項目,CC-000011,11,Deck1 最重要・意味瞬発,句法,否定,非〜,〜にあらず,非,否定形,形=非〜;読み=〜にあらず;意味=〜ではない;音声=解答後,CC-000011-C01,meaning,意味瞬発（音声=解答後）,「非〜」の意味を答えよ。,〜ではない,〜ではない｜〜でない,名詞・判断などを打ち消す。,なし,なし,なし,なし,なし,不〜,「非」は「〜ではない」、「不」は動作・状態の否定が中心。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000012,12,Deck1 最重要・意味瞬発,句法,否定,無〜（存在否定）,〜なし,無〜,存在否定,形=無〜（存在否定）;読み=〜なし;意味=〜がない・〜するものがない;音声=解答後,CC-000012-C01,meaning,意味瞬発（音声=解答後）,「無〜（存在否定）」の意味を答えよ。,〜がない・〜するものがない,〜がない・〜するものがない｜〜はない,存在や所有がないことを表す。,なし,なし,なし,なし,なし,無〜（禁止）,文脈により存在否定か禁止かを見分ける。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000013,13,Deck1 最重要・意味瞬発,句法,否定,莫〜（存在否定）,〜なし,莫〜,存在否定,形=莫〜（存在否定）;読み=〜なし;意味=〜するものはない・誰も〜ない;音声=解答後,CC-000013-C01,meaning,意味瞬発（音声=解答後）,「莫〜（存在否定）」の意味を答えよ。,〜するものはない・誰も〜ない,〜するものはない・誰も〜ない｜誰も〜しない,人や物の存在を全面的に否定する。,なし,なし,なし,なし,なし,莫〜（禁止）,文脈により存在否定か禁止かを見分ける。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000014,14,Deck1 最重要・意味瞬発,句法,否定,未嘗〜,いまだかつて〜ず,未曾〜,未経験否定,形=未嘗〜;読み=いまだかつて〜ず;意味=今まで一度も〜ない;音声=解答後,CC-000014-C01,meaning,意味瞬発（音声=解答後）,「未嘗〜」の意味を答えよ。,今まで一度も〜ない,今まで一度も〜ない｜かつて〜したことがない,過去から現在まで一度も経験していないことを表す。,なし,なし,なし,なし,なし,未嘗不〜,「不」が一つなら未経験否定、二重否定なら肯定。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000015,15,Deck1 最重要・意味瞬発,句法,否定,不復〜,また〜ず,なし,否定形,形=不復〜;読み=また〜ず;意味=二度と〜ない・もはや〜ない;音声=解答後,CC-000015-C01,meaning,意味瞬発（音声=解答後）,「不復〜」の意味を答えよ。,二度と〜ない・もはや〜ない,二度と〜ない・もはや〜ない｜再び〜しない,同じ動作が今後繰り返されないことを表す。,なし,なし,なし,なし,なし,復不〜,「不復」は「もう〜ない」。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000016,16,Deck1 最重要・意味瞬発,句法,不可能・禁止,不可〜,〜べからず,なし,不可能・禁止形,形=不可〜;読み=〜べからず;意味=〜できない・〜してはならない;音声=解答後,CC-000016-C01,meaning,意味瞬発（音声=解答後）,「不可〜」の意味を答えよ。,〜できない・〜してはならない,〜できない・〜してはならない｜〜することができない｜〜するな,文脈により不可能または禁止を表す。,なし,なし,なし,なし,なし,不可不〜,否定が一つなら不可能・禁止、二つなら義務。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000017,17,Deck1 最重要・意味瞬発,句法,不可能,不能〜,〜するあたわず,なし,不可能形,形=不能〜;読み=〜するあたわず;意味=〜することができない;音声=解答後,CC-000017-C01,meaning,意味瞬発（音声=解答後）,「不能〜」の意味を答えよ。,〜することができない,〜することができない｜〜できない,能力・事情のため実行できないことを表す。,なし,なし,なし,なし,なし,不能不〜,否定が一つなら不可能、二つなら「せずにはいられない」。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000018,18,Deck1 最重要・意味瞬発,句法,不可能,不得〜,〜するをえず,なし,不可能形,形=不得〜;読み=〜するをえず;意味=〜することができない;音声=解答後,CC-000018-C01,meaning,意味瞬発（音声=解答後）,「不得〜」の意味を答えよ。,〜することができない,〜することができない｜〜できない,条件・事情のため実行できないことを表す。,なし,なし,なし,なし,なし,不得不〜,否定が一つなら不可能、二つなら義務。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000019,19,Deck1 最重要・意味瞬発,句法,否定,不敢〜,あえて〜せず,なし,否定形,形=不敢〜;読み=あえて〜せず;意味=恐れ多くて、または勇気がなくて〜しない;音声=解答後,CC-000019-C01,meaning,意味瞬発（音声=解答後）,「不敢〜」の意味を答えよ。,恐れ多くて、または勇気がなくて〜しない,恐れ多くて、または勇気がなくて〜しない｜あえて〜しない,心理的な恐れや遠慮から行わないことを表す。,なし,なし,なし,なし,なし,莫敢〜,「不敢」は主語が行わない、「莫敢」は誰も行わない。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000020,20,Deck1 最重要・意味瞬発,句法,否定,不忍〜,〜するにしのびず,なし,否定形,形=不忍〜;読み=〜するにしのびず;意味=むごくて〜できない・〜するに耐えない;音声=解答後,CC-000020-C01,meaning,意味瞬発（音声=解答後）,「不忍〜」の意味を答えよ。,むごくて〜できない・〜するに耐えない,むごくて〜できない・〜するに耐えない｜見るに耐えず〜できない,感情的に耐えられず実行できないことを表す。,なし,なし,なし,なし,なし,不能〜,能力不足ではなく、心情的に耐えられない。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000021,21,Deck1 最重要・意味瞬発,句法,禁止,勿〜,〜することなかれ,なし,禁止形,形=勿〜;読み=〜することなかれ;意味=〜するな;音声=解答後,CC-000021-C01,meaning,意味瞬発（音声=解答後）,「勿〜」の意味を答えよ。,〜するな,〜するな｜〜してはいけない,相手の行為を禁止する。,なし,なし,なし,なし,なし,毋〜,意味はほぼ同じ禁止。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000022,22,Deck1 最重要・意味瞬発,句法,禁止,毋〜,〜することなかれ,なし,禁止形,形=毋〜;読み=〜することなかれ;意味=〜するな;音声=解答後,CC-000022-C01,meaning,意味瞬発（音声=解答後）,「毋〜」の意味を答えよ。,〜するな,〜するな｜〜してはいけない,相手の行為を禁止する。,なし,なし,なし,なし,なし,勿〜,意味はほぼ同じ禁止。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000023,23,Deck1 最重要・意味瞬発,句法,禁止,莫〜（禁止）,〜するなかれ,莫〜,禁止形,形=莫〜（禁止）;読み=〜するなかれ;意味=〜するな;音声=解答後,CC-000023-C01,meaning,意味瞬発（音声=解答後）,「莫〜（禁止）」の意味を答えよ。,〜するな,〜するな｜〜してはいけない,命令文では禁止を表す。,なし,なし,なし,なし,なし,莫〜（存在否定）,命令なら禁止、平叙文なら存在否定になりやすい。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000024,24,Deck1 最重要・意味瞬発,句法,部分否定,不必〜,必ずしも〜ず,なし,部分否定,形=不必〜;読み=必ずしも〜ず;意味=必ずしも〜とは限らない;音声=解答後,CC-000024-C01,meaning,意味瞬発（音声=解答後）,「不必〜」の意味を答えよ。,必ずしも〜とは限らない,必ずしも〜とは限らない｜必ず〜する必要はない,「必ず」という副詞だけを否定する。,なし,なし,なし,なし,なし,必不〜,「不必」は部分否定、「必不」は必ず〜ない。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000025,25,Deck1 最重要・意味瞬発,句法,部分否定,未必〜,いまだかならずしも〜ず,なし,部分否定,形=未必〜;読み=いまだかならずしも〜ず;意味=必ずしも〜とは限らない;音声=解答後,CC-000025-C01,meaning,意味瞬発（音声=解答後）,「未必〜」の意味を答えよ。,必ずしも〜とは限らない,必ずしも〜とは限らない｜必ず〜というわけではない,断定を避け、例外の可能性を残す。,なし,なし,なし,なし,なし,不必〜,どちらも部分否定だが、「未必」は判断の不確かさを表しやすい。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000026,26,Deck1 最重要・意味瞬発,句法,二重否定,無不〜,〜せざるなし,なし,二重否定,形=無不〜;読み=〜せざるなし;意味=すべて〜する・必ず〜する;音声=解答後,CC-000026-C01,meaning,意味瞬発（音声=解答後）,「無不〜」の意味を答えよ。,すべて〜する・必ず〜する,すべて〜する・必ず〜する｜〜しないものはない,否定を二つ重ねて強い肯定を表す。,なし,なし,なし,なし,なし,無〜,「無不」は二重否定で肯定。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000027,27,Deck1 最重要・意味瞬発,句法,二重否定,莫不〜,〜せざるなし,なし,二重否定,形=莫不〜;読み=〜せざるなし;意味=誰もが〜する・すべて〜する;音声=解答後,CC-000027-C01,meaning,意味瞬発（音声=解答後）,「莫不〜」の意味を答えよ。,誰もが〜する・すべて〜する,誰もが〜する・すべて〜する｜〜しない者はいない,否定を二つ重ねて全面的な肯定を表す。,なし,なし,なし,なし,なし,莫〜,「莫不」は二重否定で肯定。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000028,28,Deck1 最重要・意味瞬発,句法,二重否定,非不〜,〜せざるにあらず,なし,二重否定,形=非不〜;読み=〜せざるにあらず;意味=〜しないわけではない;音声=解答後,CC-000028-C01,meaning,意味瞬発（音声=解答後）,「非不〜」の意味を答えよ。,〜しないわけではない,〜しないわけではない｜実際には〜する,控えめな肯定を表す。,なし,なし,なし,なし,なし,不〜,単純否定ではなく二重否定。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000029,29,Deck1 最重要・意味瞬発,句法,二重否定,不可不〜,〜せざるべからず,なし,義務形,形=不可不〜;読み=〜せざるべからず;意味=〜しなければならない;音声=解答後,CC-000029-C01,meaning,意味瞬発（音声=解答後）,「不可不〜」の意味を答えよ。,〜しなければならない,〜しなければならない｜必ず〜する必要がある,二重否定によって強い義務を表す。,なし,なし,なし,なし,なし,不可〜,否定が一つなら不可能・禁止、二つなら義務。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000030,30,Deck1 最重要・意味瞬発,句法,二重否定,不能不〜,〜せざるあたわず,なし,必然形,形=不能不〜;読み=〜せざるあたわず;意味=〜せずにはいられない;音声=解答後,CC-000030-C01,meaning,意味瞬発（音声=解答後）,「不能不〜」の意味を答えよ。,〜せずにはいられない,〜せずにはいられない｜どうしても〜する,事情や感情から避けられないことを表す。,なし,なし,なし,なし,なし,不能〜,否定が一つなら不可能、二つなら必然的な肯定。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000031,31,Deck1 最重要・意味瞬発,句法,二重否定,不得不〜,〜せざるをえず,なし,義務形,形=不得不〜;読み=〜せざるをえず;意味=やむを得ず〜しなければならない;音声=解答後,CC-000031-C01,meaning,意味瞬発（音声=解答後）,「不得不〜」の意味を答えよ。,やむを得ず〜しなければならない,やむを得ず〜しなければならない｜〜せざるを得ない,事情に迫られた義務を表す。,なし,なし,なし,なし,なし,不得〜,否定が一つなら不可能、二つなら義務。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000032,32,Deck1 最重要・意味瞬発,句法,二重否定,未嘗不〜,いまだかつて〜せずんばあらず,なし,二重否定,形=未嘗不〜;読み=いまだかつて〜せずんばあらず;意味=いつも〜する・〜しないことはない;音声=解答後,CC-000032-C01,meaning,意味瞬発（音声=解答後）,「未嘗不〜」の意味を答えよ。,いつも〜する・〜しないことはない,いつも〜する・〜しないことはない｜必ず〜する,過去から現在まで例外なく行われたことを表す。,なし,なし,なし,なし,なし,未嘗〜,「不」が一つなら一度も〜ない、二つならいつも〜する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000033,33,Deck1 最重要・意味瞬発,句法,否定,無所〜,〜するところなし,なし,所字否定,形=無所〜;読み=〜するところなし;意味=〜するところ・ものがない;音声=解答後,CC-000033-C01,meaning,意味瞬発（音声=解答後）,「無所〜」の意味を答えよ。,〜するところ・ものがない,〜するところ・ものがない｜〜する対象がない,「所」を伴い、動作の対象や場所がないことを表す。,なし,なし,なし,なし,なし,無以〜,「無所」は対象・場所、「無以」は手段がない。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000034,34,Deck1 最重要・意味瞬発,句法,否定,無以〜,もって〜することなし,なし,手段否定,形=無以〜;読み=もって〜することなし;意味=〜する手段がない・〜できない;音声=解答後,CC-000034-C01,meaning,意味瞬発（音声=解答後）,「無以〜」の意味を答えよ。,〜する手段がない・〜できない,〜する手段がない・〜できない｜〜する方法がない,手段・方法がないため実行できないことを表す。,なし,なし,なし,なし,なし,無所〜,「無以」は手段、「無所」は対象・場所。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000035,35,Deck1 最重要・意味瞬発,句法,疑問,何〜,なに・なんぞ〜,なし,疑問形,形=何〜;読み=なに・なんぞ〜;意味=何を・なぜ;音声=解答後,CC-000035-C01,meaning,意味瞬発（音声=解答後）,「何〜」の意味を答えよ。,何を・なぜ,何を・なぜ｜何・どうして,疑問語として対象または理由を尋ねる。,なし,なし,なし,なし,なし,何〜哉,文末表現と文脈により疑問か反語かを判断する。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000036,36,Deck1 最重要・意味瞬発,句法,疑問,誰〜,たれか〜,なし,疑問形,形=誰〜;読み=たれか〜;意味=誰が・誰を;音声=解答後,CC-000036-C01,meaning,意味瞬発（音声=解答後）,「誰〜」の意味を答えよ。,誰が・誰を,誰が・誰を｜誰,人物を尋ねる。,なし,なし,なし,なし,なし,孰〜,「誰」は人物、「孰」は人物または選択肢の比較。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000037,37,Deck1 最重要・意味瞬発,句法,疑問,孰〜,たれか・いずれか〜,なし,疑問形,形=孰〜;読み=たれか・いずれか〜;意味=誰・どちら;音声=解答後,CC-000037-C01,meaning,意味瞬発（音声=解答後）,「孰〜」の意味を答えよ。,誰・どちら,誰・どちら｜どれ・いずれ,人物または複数の選択肢から一つを尋ねる。,なし,なし,なし,なし,なし,誰〜,「孰」は比較・選択にも使う。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000038,38,Deck1 最重要・意味瞬発,句法,疑問・反語,安〜,いずくにか・いずくんぞ〜,なし,疑問形,形=安〜;読み=いずくにか・いずくんぞ〜;意味=どこに・どうして;音声=解答後,CC-000038-C01,meaning,意味瞬発（音声=解答後）,「安〜」の意味を答えよ。,どこに・どうして,どこに・どうして｜どこ・なぜ,場所を尋ねる疑問、または反語に用いる。,なし,なし,なし,なし,なし,悪〜,どちらも「いずく」と読み、場所・反語を表す。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000039,39,Deck1 最重要・意味瞬発,句法,疑問・反語,悪〜,いずくにか・いずくんぞ〜,なし,疑問形,形=悪〜;読み=いずくにか・いずくんぞ〜;意味=どこに・どうして;音声=解答後,CC-000039-C01,meaning,意味瞬発（音声=解答後）,「悪〜」の意味を答えよ。,どこに・どうして,どこに・どうして｜どこ・なぜ,場所を尋ねる疑問、または反語に用いる。,なし,なし,なし,なし,なし,悪（多義語）,疑問語では「いずく」、動詞では「にくむ」。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000040,40,Deck1 最重要・意味瞬発,句法,疑問・反語,焉〜,いずくにか・いずくんぞ〜,なし,疑問形,形=焉〜;読み=いずくにか・いずくんぞ〜;意味=どこに・どうして;音声=解答後,CC-000040-C01,meaning,意味瞬発（音声=解答後）,「焉〜」の意味を答えよ。,どこに・どうして,どこに・どうして｜どこ・なぜ,場所を尋ねる疑問、または反語に用いる。,なし,なし,なし,なし,なし,焉（機能語）,疑問語のほか、代名詞・語気にも用いる。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
漢文 意味瞬発 Deck1 最重要250項目,CC-000041,41,Deck1 最重要・意味瞬発,句法,疑問,胡〜,なんぞ〜,なし,疑問形,形=胡〜;読み=なんぞ〜;意味=なぜ・どうして;音声=解答後,CC-000041-C01,meaning,意味瞬発（音声=解答後）,「胡〜」の意味を答えよ。,なぜ・どうして,なぜ・どうして｜どうして,理由を尋ねる疑問語。,なし,なし,なし,なし,なし,奚〜,どちらも「なんぞ」と読み、理由を尋ねる。,なし,大東文化大学「漢文訓読」・高等学校漢文標準句法（複数照合）,https://www2.ic.daito.ac.jp/oukodou/kuzukago/kundoku%2C1.html,なし
